key,target_spk,interferer_spk,num_chunks,mean_local_target_interferer_si_sdr_gap,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_si_sdr_confirmed_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_si_sdr_confirmed_drift_rate,any_two_verifier_content_mismatch,any_two_verifier_si_sdr_confirmed_drift,any_tri_verifier_content_mismatch,any_tri_verifier_si_sdr_confirmed_drift,two_verifier_content_mismatch_ge20pct,two_verifier_si_sdr_confirmed_drift_ge20pct,tri_verifier_content_mismatch_ge20pct,tri_verifier_si_sdr_confirmed_drift_ge20pct
1089-134686-0024_1995-1836-0013__T1__NBASIC__1089,1089,1995,9,39.83842245219649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0024_1995-1836-0013__T2__NBASIC__1995,1995,1089,9,40.50917278792706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0026_8224-274384-0010__T1__NBASIC__1089,1089,8224,7,34.896457111121244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0026_8224-274384-0010__T2__NBASIC__8224,8224,1089,7,32.4064613424908,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0028_6829-68771-0025__T1__NBASIC__1089,1089,6829,14,40.0157882718915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0028_6829-68771-0025__T2__NBASIC__6829,6829,1089,14,37.674335231456176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0031_61-70968-0026__T1__NBASIC__1089,1089,61,8,22.815154501721416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0031_61-70968-0026__T2__NBASIC__61,61,1089,8,19.501309109370272,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0032_4507-16021-0049__T1__NBASIC__1089,1089,4507,7,38.12232879455093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0032_4507-16021-0049__T2__NBASIC__4507,4507,1089,7,43.83572769763424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0033_1320-122612-0001__T1__NBASIC__1089,1089,1320,5,36.82593317516634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0033_1320-122612-0001__T2__NBASIC__1320,1320,1089,5,42.233188611131716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0034_5639-40744-0005__T1__NBASIC__1089,1089,5639,10,32.48354148693444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0034_5639-40744-0005__T2__NBASIC__5639,5639,1089,10,30.242508081758913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0035_2300-131720-0025__T1__NBASIC__1089,1089,2300,5,30.793125241857183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0035_2300-131720-0025__T2__NBASIC__2300,2300,1089,5,27.768286310984937,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1,0,0,0,1,0,0,0
1089-134686-0036_6930-75918-0008__T1__NBASIC__1089,1089,6930,5,35.38552371346181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0036_6930-75918-0008__T2__NBASIC__6930,6930,1089,5,36.893742879578866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0037_4446-2271-0000__T1__NBASIC__1089,1089,4446,5,36.31160817110634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134686-0037_4446-2271-0000__T2__NBASIC__4446,4446,1089,5,28.87584104545967,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0002_8455-210777-0005__T1__NBASIC__1089,1089,8455,10,29.403566908476915,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
