model,n,sisnri_mean,sisnri_median,low_sisnri_rate,good_sisnri_rate,high_drift_case_rate,any_drift_case_rate,low_high_drift_rate,good_high_drift_rate,drift_rate_mean
Pretrained USEF-TFGridNet,5984,12.688452745096312,18.341525634114642,0.11547459893048129,0.8487633689839572,0.11280080213903744,0.11798128342245989,0.11112967914438503,0.0,0.10122373640100084
Pretrained REAL-TSE TFMap+Context,5984,15.171658115937689,17.15817203241214,0.04395053475935829,0.9281417112299465,0.043282085561497326,0.04512032085561497,0.04177807486631016,0.0,0.03832011613325509
