key,usef_sisnri,tfc_sisnri,tfc_sisdr,usef_drift_rate,tfc_drift_rate,usef_low_sisnri,usef_good_sisnri,usef_high_drift,usef_any_drift,usef_low_high_drift,usef_good_high_drift,tfc_low_sisnri,tfc_good_sisnri,tfc_high_drift,tfc_any_drift,tfc_low_high_drift,tfc_good_high_drift,case_type,sisnri_gap_tfc_minus_usef
8224-274381-0003_260-123440-0014__T2__SCV3TTSENR__260-260-123440-0014__VOICE__8224,-22.716144545809406,-20.738854271171817,-24.919819698154683,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,1.977290274637589
260-123440-0012_8455-210777-0010__T1__SCV3TTSENR__260-260-123440-0012__VOICE__8455,-39.11746893972438,-37.35378972642098,-32.71279218225164,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,1.763679213303405
260-123288-0009_1320-122617-0023__T1__SCV3TTSENR__260-260-123288-0009__VOICE__1320,-29.74843390382147,-28.093725353360394,-35.34288998574821,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,1.654708550461077
5683-32866-0011_4970-29095-0002__T1__SCV3TTSENR__5683-5683-32866-0011__VOICE__4970,-30.367937993352665,-29.33654861888193,-31.31125189983261,0.8888888888888888,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,1.0313893744707343
672-122797-0006_4077-13751-0002__T1__SCV3TTSENR__672-672-122797-0006__VOICE__4077,-23.191926688610447,-22.31745121372504,-26.208301914848,0.9444444444444444,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,0.8744754748854078
4446-2273-0024_260-123440-0007__T1__SCV3TTSENR__4446-4446-2273-0024__VOICE__260,-36.54100857447982,-36.01650511519803,-31.255215030162336,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,0.5245034592817888
8555-284449-0001_4446-2275-0041__T2__SCV3TTSENR__4446-4446-2275-0041__VOICE__8555,-33.99494626572119,-33.6101712988016,-31.321030286571894,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,0.38477496691958635
672-122797-0063_1320-122617-0025__T1__SCV3TTSENR__672-672-122797-0063__VOICE__1320,-32.968438810805885,-32.73750097636497,-35.95240919843249,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,0.23093783444091542
1995-1836-0012_4446-2275-0034__T2__SCV3TTSENR__4446-4446-2275-0034__VOICE__1995,-38.89020426035388,-38.67810076406838,-40.82117200290804,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,0.21210349628550063
8455-210777-0055_672-122797-0070__T2__SCV3TTSENR__672-672-122797-0070__VOICE__8455,-28.19477166004843,-28.88069267987596,-30.83191193975898,0.9090909090909092,0.9090909090909092,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-0.6859210198275285
4446-2273-0028_5142-33396-0025__T1__SCV3TTSENR__4446-4446-2273-0028__VOICE__5142,-25.92050385750553,-27.724568490233004,-25.67712950977157,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-1.8040646327274743
4446-2275-0000_8555-284447-0013__T1__SCV3TTSENR__4446-4446-2275-0000__VOICE__8555,-36.09794790249127,-38.4533597542617,-44.00542539983376,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-2.355411851770427
260-123286-0000_4077-13754-0010__T2__SCV3TTSENR__4077-4077-13754-0010__VOICE__260,-25.859036797479224,-28.408319560567804,-22.869526398022487,0.9230769230769232,0.8461538461538461,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-2.5492827630885806
2830-3980-0041_7021-79740-0004__T2__SCV3TTSENR__7021-7021-79740-0004__VOICE__2830,-32.073335217322445,-34.76557937690067,-33.9643048532979,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-2.692244159578223
5683-32879-0013_4992-41797-0011__T1__SCV3TTSENR__5683-5683-32879-0013__VOICE__4992,-31.9466357260497,-35.790048702908884,-35.270895193945975,0.7777777777777778,0.8888888888888888,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-3.8434129768591845
5683-32879-0007_6829-68771-0011__T1__SCV3TTSENR__5683-5683-32879-0007__VOICE__6829,-25.64133960242753,-29.70575986800113,-32.19830551786438,0.9,0.9,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-4.064420265573602
5683-32866-0028_6829-68769-0001__T1__SCV3TTSENR__5683-5683-32866-0028__VOICE__6829,-23.18504727261704,-28.16127807558149,-25.52569782814136,0.9,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-4.976230802964448
4446-2273-0003_4992-41797-0006__T1__SCV3TTSENR__4446-4446-2273-0003__VOICE__4992,-29.6083586276086,-34.89747301376094,-37.084063530672296,0.875,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-5.289114386152338
4970-29095-0032_237-134500-0026__T1__SCV3TTSENR__4970-4970-29095-0032__VOICE__237,-1.0776046135050474,-6.933778452685711,-5.236691787492401,0.4,0.8,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-5.856173839180664
5683-32866-0009_6829-68769-0020__T1__SCV3TTSENR__5683-5683-32866-0009__VOICE__6829,-52.60700974617967,-58.77967876560358,-57.57598522782419,0.8888888888888888,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-6.172669019423907
2094-142345-0054_1995-1836-0005__T2__SCV3TTSENR__1995-1995-1836-0005__VOICE__2094,-7.321457026345235,-16.029884690353622,-16.162928228359903,0.6,0.9,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-8.708427664008386
4992-41806-0012_4446-2273-0015__T2__SCV3TTSENR__4446-4446-2273-0015__VOICE__4992,-37.56747623019273,-46.3787226382687,-46.63383864660648,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-8.811246408075966
672-122797-0017_260-123286-0020__T1__SCV3TTSENR__672-672-122797-0017__VOICE__260,-23.194941728619863,-35.5324819196897,-33.58508553336192,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-12.337540191069838
672-122797-0029_4446-2273-0001__T2__SCV3TTSENR__4446-4446-2273-0001__VOICE__672,-38.69505466191843,-52.746636725391774,-53.4191685659311,0.8,0.8,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-14.051582063473347
5683-32866-0016_4507-16021-0030__T1__SCV3TTSENR__5683-5683-32866-0016__VOICE__4507,-40.26208872946431,-54.54364517498462,-57.84671376297727,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-14.281556445520309
1089-134691-0020_908-31957-0004__T2__SCV3TTSENR__908-908-31957-0004__VOICE__1089,-5.0625789715506855,-19.87111880751981,-17.312735667691364,0.5,0.8333333333333334,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-14.808539835969125
1221-135767-0009_237-134500-0033__T1__SCV3TTSENR__1221-1221-135767-0009__VOICE__237,-16.908631127514006,-34.17421352960773,-27.533962204153795,0.6363636363636364,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-17.26558240209372
2961-961-0005_4507-16021-0005__T1__SCV3TTSENR__2961-2961-961-0005__VOICE__4507,-9.9684409986141,-28.0083768117536,-24.167491175640407,0.3333333333333333,0.6666666666666666,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-18.0399358131395
1320-122617-0025_260-123440-0019__T2__SCV3TTSENR__260-260-123440-0019__VOICE__1320,-10.790638861327457,-29.04514035631196,-25.60388850477464,0.3636363636363636,0.8181818181818182,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-18.254501494984503
7021-85628-0000_672-122797-0031__T2__SCV3TTSENR__672-672-122797-0031__VOICE__7021,-4.109984574575282,-22.371682886825585,-29.704028661879303,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-18.261698312250303
5683-32866-0004_237-134500-0021__T1__SCV3TTSENR__5683-5683-32866-0004__VOICE__237,-10.724247041322409,-29.05653004509092,-29.648596107365734,0.7777777777777778,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-18.33228300376851
237-134493-0016_4446-2275-0031__T2__SCV3TTSENR__4446-4446-2275-0031__VOICE__237,-9.619976589376918,-29.24305486186009,-32.5250314843932,1.0,0.8,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-19.623078272483173
6829-68771-0025_4992-41806-0004__T1__SCV3TTSENR__6829-6829-68771-0025__VOICE__4992,-3.8743406123706574,-23.90687748911277,-25.438753076378703,0.5,0.8333333333333334,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-20.032536876742114
672-122797-0061_260-123286-0018__T1__SCV3TTSENR__672-672-122797-0061__VOICE__260,-9.391514694259024,-30.57885054239697,-27.96888506746732,0.5,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-21.18733584813795
8555-284449-0007_5683-32866-0005__T2__SCV3TTSENR__5683-5683-32866-0005__VOICE__8555,-11.479309919330134,-35.20056475092332,-28.42600186263416,0.5,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-23.721254831593185
4992-41806-0017_8555-284447-0024__T1__SCV3TTSENR__4992-4992-41806-0017__VOICE__8555,-5.453591579031832,-29.34155984451576,-28.07543425020528,0.375,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-23.887968265483927
4992-41806-0005_8463-294828-0035__T2__SCV3TTSENR__8463-8463-294828-0035__VOICE__4992,-31.85755770264044,-56.22076381196703,-57.631547582898826,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-24.36320610932659
1995-1837-0011_4446-2275-0013__T2__SCV3TTSENR__4446-4446-2275-0013__VOICE__1995,-33.35781926112958,-59.25398746733776,-65.95957636871091,1.0,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-25.89616820620818
6829-68769-0008_4992-41806-0004__T1__SCV3TTSENR__6829-6829-68769-0008__VOICE__4992,-39.26920827215777,-66.67097202441784,-70.59505472283175,0.8333333333333334,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-27.401763752260067
1089-134691-0018_4970-29095-0024__T2__SCV3TTSENR__4970-4970-29095-0024__VOICE__1089,-12.664792856211609,-40.82895658658933,-31.97128686188755,0.6,1.0,True,False,True,True,True,False,True,False,True,True,True,False,Both models tail with high content drift,-28.16416373037772
7176-92135-0042_7021-79730-0001__T2__SCV3TTSENR__7021-7021-79730-0001__VOICE__7176,3.910265933636936,-2.50351765425014,0.7571385380923767,0.0,0.3076923076923077,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-6.413783587887076
7176-92135-0042_7021-79730-0001__T1__SCV3TTSENR__7176-7176-92135-0042__VOICE__7021,1.997526733113936,-5.275795944173009,-8.436488432409984,0.1538461538461538,0.3846153846153846,False,False,False,True,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-7.273322677286945
1580-141083-0004_4446-2273-0007__T1__SCV3TTSENR__1580-1580-141083-0004__VOICE__4446,3.752006093707256,-5.617366966407,-2.509648266562472,0.0,0.2,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-9.369373060114256
5639-40744-0006_672-122797-0026__T2__SCV3TTSENR__672-672-122797-0026__VOICE__5639,1.628856159816328,-13.044164002043162,-12.700722107619704,0.2,0.8,False,False,True,True,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-14.67302016185949
3570-5696-0006_260-123286-0006__T2__SCV3TTSENR__260-260-123286-0006__VOICE__3570,16.137461171374287,-1.179498700639953,-2.436805285367276,0.0,0.4285714285714285,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-17.31695987201424
1580-141084-0029_5683-32879-0023__T1__SCV3TTSENR__1580-1580-141084-0029__VOICE__5683,2.288047829732731,-16.151617533740627,-22.48068374390576,0.125,1.0,False,False,False,True,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-18.43966536347336
61-70968-0045_2830-3980-0001__T2__SCV3TTSENR__2830-2830-3980-0001__VOICE__61,13.098743161484276,-5.802659503910398,1.883307254719296,0.0,0.4,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-18.901402665394674
1284-1180-0014_260-123440-0008__T2__SCV3TTSENR__260-260-123440-0008__VOICE__1284,9.204320423623727,-9.754210375029484,-12.170616369670848,0.0,1.0,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-18.95853079865321
1320-122617-0015_672-122797-0051__T2__SCV3TTSENR__672-672-122797-0051__VOICE__1320,17.774811145227083,-1.6455932626360634,-1.345185461258105,0.0,0.375,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-19.420404407863145
672-122797-0058_4992-23283-0019__T1__SCV3TTSENR__672-672-122797-0058__VOICE__4992,12.254038256351304,-7.551467475325477,-6.344780086663024,0.0,0.4285714285714285,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-19.80550573167678
672-122797-0046_2961-961-0003__T1__SCV3TTSENR__672-672-122797-0046__VOICE__2961,14.630457720611409,-7.264791566478243,-5.238674406111121,0.0,0.5714285714285714,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-21.89524928708965
5105-28240-0005_7127-75946-0011__T2__SCV3TTSENR__7127-7127-75946-0011__VOICE__5105,10.020079393136283,-12.20607481359655,-16.34791469650669,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-22.226154206732833
1089-134691-0014_2830-3980-0041__T2__SCV3TTSENR__2830-2830-3980-0041__VOICE__1089,19.427173807032453,-3.786588893499428,-2.592003166986725,0.0,0.25,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-23.21376270053188
1320-122617-0012_4446-2273-0029__T2__SCV3TTSENR__4446-4446-2273-0029__VOICE__1320,6.809273586589714,-18.094553630330644,-21.19315450255417,0.0,1.0,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-24.90382721692036
5683-32866-0022_4970-29093-0014__T2__SCV3TTSENR__4970-4970-29093-0014__VOICE__5683,11.29436527233113,-13.82663464904071,-14.112096361023932,0.0,0.8,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-25.12099992137184
2830-3980-0018_5105-28233-0003__T1__SCV3TTSENR__2830-2830-3980-0018__VOICE__5105,7.599901885591249,-18.276081293960743,-13.4787813945891,0.0,0.8,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-25.875983179551994
2094-142345-0029_1995-1837-0012__T1__SCV3TTSENR__2094-2094-142345-0029__VOICE__1995,14.34977257800356,-12.206101550959438,-11.487633395668128,0.0,0.9333333333333332,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-26.555874128962998
7127-75946-0020_672-122797-0054__T2__SCV3TTSENR__672-672-122797-0054__VOICE__7127,5.549964439570479,-21.32787558596185,-20.475545125770765,0.0,0.8571428571428571,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-26.87784002553233
1995-1837-0022_4992-41797-0008__T1__SCV3TTSENR__1995-1995-1837-0022__VOICE__4992,20.03596927378081,-7.331553699943869,-6.362612824710129,0.0,0.4,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-27.36752297372468
2094-142345-0018_8555-292519-0008__T1__SCV3TTSENR__2094-2094-142345-0018__VOICE__8555,8.832674903239504,-18.59587198607372,-17.17604584393908,0.0,0.8,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-27.428546889313225
4992-23283-0000_121-127105-0011__T2__SCV3TTSENR__121-121-127105-0011__VOICE__4992,15.596462794145236,-12.333198046508013,-11.868882202895378,0.0,0.8,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-27.92966084065325
61-70968-0049_7021-79740-0014__T2__SCV3TTSENR__7021-7021-79740-0014__VOICE__61,10.266478174485048,-19.414562825004506,-20.27497489397326,0.0,0.9333333333333332,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-29.681040999489554
2830-3980-0019_7021-79730-0009__T2__SCV3TTSENR__7021-7021-79730-0009__VOICE__2830,9.575643291435336,-20.657321714180604,-28.46478687224174,0.0,0.8461538461538461,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-30.232965005615938
1580-141083-0038_672-122797-0029__T1__SCV3TTSENR__1580-1580-141083-0038__VOICE__672,18.52622550332253,-11.947704302461371,-10.41714157356001,0.0,0.4,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-30.4739298057839
1580-141083-0024_237-134500-0028__T1__SCV3TTSENR__1580-1580-141083-0024__VOICE__237,21.69942071991325,-9.700048360243567,-10.971808254016471,0.0,0.4285714285714285,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-31.399469080156816
61-70968-0060_7176-92135-0034__T2__SCV3TTSENR__7176-7176-92135-0034__VOICE__61,0.1852262104169049,-31.312366828903247,-28.82342571181729,0.0,1.0,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-31.49759303932015
672-122797-0010_4077-13751-0015__T1__SCV3TTSENR__672-672-122797-0010__VOICE__4077,16.92698746990031,-15.000265828380837,-22.42876395933425,0.0,0.6666666666666666,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-31.927253298281148
4992-23283-0013_4507-16021-0011__T1__SCV3TTSENR__4992-4992-23283-0013__VOICE__4507,16.020449441172225,-15.90722010928565,-18.475565598133304,0.0,0.9,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-31.927669550457875
672-122797-0058_2300-131720-0029__T1__SCV3TTSENR__672-672-122797-0058__VOICE__2300,11.718126954810462,-20.3198978411168,-24.97418326295984,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-32.03802479592726
2830-3980-0073_2300-131720-0015__T1__SCV3TTSENR__2830-2830-3980-0073__VOICE__2300,11.490174606141103,-21.22619373941957,-14.540873887383787,0.0,0.8125,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-32.716368345560674
1089-134686-0002_7729-102255-0037__T1__SCV3TTSENR__1089-1089-134686-0002__VOICE__7729,18.67473304062373,-14.586303109082031,-15.441447971312678,0.0,0.8333333333333334,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-33.26103614970576
2830-3980-0042_260-123288-0022__T1__SCV3TTSENR__2830-2830-3980-0042__VOICE__260,16.505609568195343,-17.352967878568588,-15.115380918684073,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-33.85857744676393
1580-141084-0000_4446-2275-0007__T1__SCV3TTSENR__1580-1580-141084-0000__VOICE__4446,20.09420722163405,-14.19589852486683,-11.686920034018096,0.0,0.625,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-34.290105746500885
4446-2275-0006_61-70968-0039__T1__SCV3TTSENR__4446-4446-2275-0006__VOICE__61,15.57098502975257,-19.04992031644028,-14.041857072582232,0.0,0.8333333333333334,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-34.62090534619285
5683-32879-0006_3575-170457-0035__T1__SCV3TTSENR__5683-5683-32879-0006__VOICE__3575,21.68564143894195,-13.00627430560176,-17.05290696272875,0.0,0.8823529411764706,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-34.69191574454371
5683-32879-0022_6829-68769-0016__T1__SCV3TTSENR__5683-5683-32879-0022__VOICE__6829,11.589901550695553,-23.947155460921035,-18.640313141355044,0.0,0.7142857142857143,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-35.53705701161659
7021-79730-0006_8455-210777-0037__T1__SCV3TTSENR__7021-7021-79730-0006__VOICE__8455,5.35644496618573,-30.759493820449208,-31.48429729573294,0.125,0.875,False,False,False,True,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-36.11593878663494
1284-1181-0014_2094-142345-0001__T2__SCV3TTSENR__2094-2094-142345-0001__VOICE__1284,12.411153489383612,-23.840921906910395,-23.93635957437343,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-36.252075396294
8555-284447-0013_5683-32879-0021__T2__SCV3TTSENR__5683-5683-32879-0021__VOICE__8555,10.679774285087204,-25.91250429803902,-30.019872953137025,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-36.59227858312622
672-122797-0000_8455-210777-0019__T1__SCV3TTSENR__672-672-122797-0000__VOICE__8455,16.230032650348022,-21.049387990645045,-24.162700476349663,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-37.27942064099307
4970-29093-0015_237-126133-0012__T1__SCV3TTSENR__4970-4970-29093-0015__VOICE__237,25.5331083532602,-11.864738409841614,-14.119306557371583,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-37.39784676310181
2094-142345-0057_3570-5694-0004__T1__SCV3TTSENR__2094-2094-142345-0057__VOICE__3570,14.084948930811835,-23.76738873153053,-20.69679122780783,0.0,0.8888888888888888,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-37.852337662342364
5683-32865-0006_5142-33396-0043__T2__SCV3TTSENR__5142-5142-33396-0043__VOICE__5683,17.58034248167902,-21.872476941472417,-19.384732667875344,0.0,0.8,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-39.45281942315144
5142-33396-0006_4970-29095-0029__T2__SCV3TTSENR__4970-4970-29095-0029__VOICE__5142,23.17230952357847,-16.789144787217282,-17.032125164672117,0.0,0.8333333333333334,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-39.96145431079575
4970-29093-0011_260-123286-0001__T1__SCV3TTSENR__4970-4970-29093-0011__VOICE__260,23.301136045565144,-16.73615601863043,-20.748673910368915,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-40.037292064195576
1284-1180-0032_260-123440-0008__T2__SCV3TTSENR__260-260-123440-0008__VOICE__1284,14.708586381013934,-25.416879365414133,-20.89591516226851,0.0,0.8333333333333334,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-40.12546574642806
4970-29095-0032_1580-141084-0026__T2__SCV3TTSENR__1580-1580-141084-0026__VOICE__4970,22.63115493647588,-17.601734054153088,-15.765174876020122,0.0,0.75,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-40.232888990628965
1089-134686-0008_672-122797-0007__T2__SCV3TTSENR__672-672-122797-0007__VOICE__1089,19.5998859647042,-20.83666215237039,-22.438659425673944,0.0,0.8181818181818182,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-40.436548117074594
61-70970-0028_908-31957-0009__T2__SCV3TTSENR__908-908-31957-0009__VOICE__61,17.98257377521994,-22.58614152530941,-23.720791699726224,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-40.56871530052935
1580-141084-0023_672-122797-0061__T1__SCV3TTSENR__1580-1580-141084-0023__VOICE__672,16.35971328613764,-24.468057841222915,-22.991609146054564,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-40.827771127360556
2830-3979-0011_672-122797-0024__T2__SCV3TTSENR__672-672-122797-0024__VOICE__2830,18.81226507506474,-22.444980284006697,-22.220860519747006,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-41.25724535907143
61-70970-0016_672-122797-0012__T2__SCV3TTSENR__672-672-122797-0012__VOICE__61,16.436815838355525,-24.98293618960878,-26.76769479353847,0.0,0.8571428571428571,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-41.41975202796431
4507-16021-0037_1580-141084-0024__T2__SCV3TTSENR__1580-1580-141084-0024__VOICE__4507,21.27646359189324,-20.25703882802085,-25.40639902760772,0.0,0.8888888888888888,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-41.533502419914086
7021-79740-0006_2830-3980-0019__T1__SCV3TTSENR__7021-7021-79740-0006__VOICE__2830,8.53472379889744,-33.721420103027654,-33.142927632861195,0.0,1.0,False,False,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-42.25614390192509
7021-79759-0002_1188-133604-0039__T1__SCV3TTSENR__7021-7021-79759-0002__VOICE__1188,19.544749300254136,-22.914460157879788,-25.038465607555903,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-42.45920945813393
7729-102255-0043_1284-1180-0003__T1__SCV3TTSENR__7729-7729-102255-0043__VOICE__1284,15.263892649919368,-27.638027369507853,-21.48159727028892,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-42.90192001942722
237-126133-0006_1221-135767-0005__T2__SCV3TTSENR__1221-1221-135767-0005__VOICE__237,20.19012192281311,-23.19130891708435,-20.941895391622264,0.0,0.6,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-43.38143083989746
1089-134691-0014_7127-75947-0023__T2__SCV3TTSENR__7127-7127-75947-0023__VOICE__1089,20.921755953479643,-22.637299664963034,-22.54905248490134,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-43.55905561844268
6930-81414-0021_1320-122617-0003__T2__SCV3TTSENR__1320-1320-122617-0003__VOICE__6930,11.57357414963468,-32.28595847584846,-24.24564448876106,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-43.85953262548314
5639-40744-0023_672-122797-0016__T2__SCV3TTSENR__672-672-122797-0016__VOICE__5639,18.85862407466374,-25.003632833345577,-29.527261694439467,0.0,1.0,False,True,False,False,False,False,True,False,True,True,True,False,TFMap+Context tail not USEF,-43.862256908009314
