key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0040__SIRm3,1089,8230,19,0.0,0.0,0.0,0.0,0.0,48.69089531552529,23.14822612367541
1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV2__237-237-134500-0024__SIRm3,121,237,7,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,53.606236693433225,22.35814994101022
1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0039__SIRm3,1089,8230,8,0.0,0.0,0.0,0.0,0.0,59.94132627123496,23.21095453141856
1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV2__672-672-122797-0003__SIRm3,260,672,8,0.0,0.0,0.0,0.0,0.0,44.53797514381357,16.921339094501825
1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0027__SIRm3,1089,8230,19,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0,51.65744158933008,22.81358386363856
1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV2__8230-8230-279154-0039__SIRm3,61,8230,8,0.0,0.125,0.0,0.0,0.0,54.81409800540971,21.72100719057183
1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV2__8230-8230-279154-0024__SIRm3,1089,8230,11,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,49.464263603994034,23.879214999903294
1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV2__7176-7176-92135-0008__SIRm3,7729,7176,7,0.0,0.0,0.0,0.0,0.0,51.76483765867734,20.131694682269767
1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0041__SIRm3,1089,8230,9,0.1111111111111111,0.0,0.0,0.0,0.0,58.25583560249768,24.38483817440774
1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV2__4446-4446-2271-0024__SIRm3,1284,4446,5,0.0,0.0,0.0,0.0,0.0,44.95812542810759,17.0271665692594
1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0036__SIRm3,1089,8230,5,0.0,0.0,0.0,0.0,0.0,53.56885789902351,24.437618528158502
1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2275-0023__SIRm3,6829,4446,6,0.0,0.0,0.0,0.0,0.0,47.3888312403578,22.09863924772929
1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0026__SIRm3,1089,8230,9,0.0,0.0,0.0,0.0,0.0,49.02654025719044,24.35366138861289
1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41806-0013__SIRm3,8463,4992,5,0.0,0.0,0.0,0.0,0.0,50.14576051923869,20.3257061357202
1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0016__SIRm3,1089,8230,18,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,57.65014099189548,24.884472470806887
1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0024__SIRm3,7176,61,13,0.0769230769230769,0.0,0.0,0.0,0.0,53.88753434661298,21.351312605420176
1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0039__SIRm3,1089,8230,8,0.0,0.0,0.0,0.0,0.0,46.21792714720737,24.04237849555131
1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0015__SIRm3,1580,237,5,0.2,0.0,0.0,0.0,0.0,50.83764424051392,22.619926949917456
1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0040__SIRm3,1089,8230,20,0.05,0.0,0.0,0.0,0.0,50.38295352288189,23.551653476512115
1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-41806-0003__SIRm3,4446,4992,10,0.7,0.4,0.4,1.0,0.4,-44.614156883620254,-24.45105738558967
1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0000__SIRm3,1089,8230,7,0.0,0.0,0.0,0.0,0.0,58.70448374535461,22.849545121354584
1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0030__SIRm3,1995,2094,16,0.0,0.1875,0.0,0.0,0.0,53.541937356604045,20.025090313573187
1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0031__SIRm3,1089,8230,7,0.0,0.0,0.0,0.0,0.0,50.71213481139883,22.749879992701384
1089-134686-0007_7021-85628-0018__T2__7021-7021-85628-0018__HSIMV2__5105-5105-28241-0003__SIRm3,7021,5105,6,0.0,0.1666666666666666,0.0,0.0,0.0,60.06522642722043,21.643540853627343
1089-134686-0007_8455-210777-0052__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0024__SIRm3,1089,8230,7,0.0,0.0,0.0,0.0,0.0,49.83978296568137,24.15461149151419
1089-134686-0007_8455-210777-0052__T2__8455-8455-210777-0052__HSIMV2__1320-1320-122617-0041__SIRm3,8455,1320,7,0.5714285714285714,0.0,0.0,0.0,0.0,46.096230636317735,22.789301830464243
1089-134686-0008_672-122797-0007__T1__1089-1089-134686-0008__HSIMV2__8230-8230-279154-0012__SIRm3,1089,8230,6,0.0,0.0,0.0,0.0,0.0,48.94932616889236,23.53719278365036
1089-134686-0008_672-122797-0007__T2__672-672-122797-0007__HSIMV2__260-260-123288-0002__SIRm3,672,260,11,0.0,0.0,0.0,0.0,0.0,47.675295422288286,17.646479252594325
1089-134686-0008_8230-279154-0012__T1__1089-1089-134686-0008__HSIMV2__8230-8230-279154-0010__SIRm3,1089,8230,12,0.0,0.0,0.0,0.0,0.0,55.79455073640511,21.788406427526542
1089-134686-0008_8230-279154-0012__T2__8230-8230-279154-0012__HSIMV2__61-61-70970-0019__SIRm3,8230,61,6,0.0,0.0,0.0,0.0,0.0,46.33097529486608,17.8085436768357
