key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
4077-13754-0001_5142-33396-0065__T1__4077-4077-13754-0001__HSIMV3__8455-8455-210777-0049__SIRm5,4077,8455,6,0.0,0.0,0.0,0.0,0.0,17.29283821639687,10.606453746399843
4077-13754-0001_5142-33396-0065__T2__5142-5142-33396-0065__HSIMV3__4970-4970-29095-0002__SIRm5,5142,4970,9,0.0,0.0,0.0,0.0,0.0,26.190635388745427,13.861704426706003
6930-76324-0027_5683-32879-0011__T1__6930-6930-76324-0027__HSIMV3__260-260-123440-0010__SIRm5,6930,260,15,0.0,0.0,0.0,0.0,0.0,29.76847148954631,14.523900563624778
6930-76324-0027_5683-32879-0011__T2__5683-5683-32879-0011__HSIMV3__237-237-134500-0041__SIRm5,5683,237,16,0.3125,0.25,0.1875,0.0625,0.0625,11.38118921915641,7.401181013093629
1188-133604-0025_4992-23283-0016__T1__1188-1188-133604-0025__HSIMV3__2830-2830-3980-0050__SIRm5,1188,2830,13,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.0,6.488227594868072,6.648034907183092
1188-133604-0025_4992-23283-0016__T2__4992-4992-23283-0016__HSIMV3__4446-4446-2275-0041__SIRm5,4992,4446,7,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,18.25952483888471,9.29186384024416
5683-32866-0012_121-121726-0001__T1__5683-5683-32866-0012__HSIMV3__237-237-134500-0037__SIRm5,5683,237,13,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.38461538461538464,3.8528951731388728,5.540960964441203
5683-32866-0012_121-121726-0001__T2__121-121-121726-0001__HSIMV3__237-237-134500-0000__SIRm5,121,237,9,0.1111111111111111,1.0,0.1111111111111111,0.0,0.0,24.94659667811537,12.538599270123534
1995-1837-0025_5142-36377-0017__T1__1995-1995-1837-0025__HSIMV3__2094-2094-142345-0037__SIRm5,1995,2094,18,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0,0.0,17.6960554227916,9.653185714597484
1995-1837-0025_5142-36377-0017__T2__5142-5142-36377-0017__HSIMV3__4970-4970-29095-0035__SIRm5,5142,4970,8,0.375,0.5,0.375,0.125,0.0,7.617536522259481,7.901300150127346
2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__HSIMV3__1188-1188-133604-0040__SIRm5,2830,1188,5,1.0,0.8,0.8,1.0,0.8,-18.357551686364452,-4.364024112426851
2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__HSIMV3__4970-4970-29095-0002__SIRm5,8555,4970,9,0.8888888888888888,0.5555555555555556,0.5555555555555556,1.0,0.5555555555555556,-8.361744519306498,-0.1308671901489413
5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__HSIMV3__1089-1089-134686-0023__SIRm5,5639,1089,24,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.0,0.0,31.496555018904985,13.317220646653336
5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__HSIMV3__3729-3729-6852-0027__SIRm5,4507,3729,5,0.0,0.0,0.0,0.0,0.0,28.079587100221925,11.883651204925844
3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__HSIMV3__4507-4507-16021-0023__SIRm5,3729,4507,23,0.0,0.08695652173913043,0.0,0.0,0.0,32.97588130635507,15.23978112375497
3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__HSIMV3__260-260-123288-0022__SIRm5,672,260,6,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,8.311099950035382,6.163210800166539
2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__HSIMV3__1188-1188-133604-0025__SIRm5,2830,1188,13,0.7692307692307693,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.23076923076923078,3.4712755468775507,3.3311988922992555
2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__HSIMV3__5683-5683-32866-0007__SIRm5,237,5683,6,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,8.045522574182776,5.7825835747149705
2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__HSIMV3__61-61-70970-0004__SIRm5,2300,61,20,0.05,0.0,0.0,0.0,0.0,23.3312812866076,11.372279840609238
2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__HSIMV3__1284-1284-1181-0014__SIRm5,4446,1284,14,1.0,1.0,1.0,1.0,1.0,-36.092931142093036,-17.37771195419938
121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__HSIMV3__237-237-134500-0027__SIRm5,121,237,5,0.8,1.0,0.8,0.4,0.2,2.5979575223075893,5.098021063156104
121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__HSIMV3__5105-5105-28233-0005__SIRm5,7021,5105,21,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.0,0.0,31.898899321528244,14.435179328141205
1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__HSIMV3__5105-5105-28240-0019__SIRm5,1320,5105,11,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.0,0.0,22.261411582729735,10.942314564580082
1320-122617-0025_260-123440-0019__T2__260-260-123440-0019__HSIMV3__672-672-122797-0057__SIRm5,260,672,12,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,27.014458785665827,11.497700786762657
2961-961-0007_6930-76324-0016__T1__2961-2961-961-0007__HSIMV3__3570-3570-5694-0005__SIRm5,2961,3570,15,0.0,0.0,0.0,0.0,0.0,31.475803377577133,13.718086806473458
2961-961-0007_6930-76324-0016__T2__6930-6930-76324-0016__HSIMV3__260-260-123288-0011__SIRm5,6930,260,16,0.0,0.0,0.0,0.0,0.0,32.23186461385478,12.971893581135394
3729-6852-0038_8463-294828-0003__T1__3729-3729-6852-0038__HSIMV3__4507-4507-16021-0014__SIRm5,3729,4507,10,0.0,0.0,0.0,0.0,0.0,27.167629953688056,9.374897187410571
3729-6852-0038_8463-294828-0003__T2__8463-8463-294828-0003__HSIMV3__4992-4992-41806-0003__SIRm5,8463,4992,17,0.0,0.0,0.0,0.0,0.0,33.36890528688747,13.9068263233919
4992-41806-0016_8230-279154-0023__T1__4992-4992-41806-0016__HSIMV3__4446-4446-2271-0004__SIRm5,4992,4446,23,0.2608695652173913,0.391304347826087,0.21739130434782608,0.043478260869565216,0.043478260869565216,13.380242342647692,9.570204032516388
4992-41806-0016_8230-279154-0023__T2__8230-8230-279154-0023__HSIMV3__61-61-70970-0000__SIRm5,8230,61,11,0.7272727272727273,1.0,0.7272727272727273,0.36363636363636365,0.36363636363636365,1.0459387950592198,4.554983872615691
8555-284447-0001_4077-13751-0003__T1__8555-8555-284447-0001__HSIMV3__4970-4970-29095-0038__SIRm5,8555,4970,16,0.125,0.125,0.0625,0.0,0.0,29.092914286547632,14.785620693577677
8555-284447-0001_4077-13751-0003__T2__4077-4077-13751-0003__HSIMV3__8455-8455-210777-0022__SIRm5,4077,8455,31,0.16129032258064516,0.3225806451612903,0.0967741935483871,0.0967741935483871,0.0,10.927378160997812,8.181054079434627
260-123286-0015_237-134493-0001__T1__260-260-123286-0015__HSIMV3__672-672-122797-0034__SIRm5,260,672,9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,9.966112309533411,6.074449391250184
