key,target_spk,interferer_spk,content_similarity,sisnr_i,num_chunks,content_mismatch_rate,waveform_interferer_rate,joint_content_waveform_rate,mean_content_gap,min_content_gap,mean_local_si_sdr_gap,content_segment_count,content_max_duration,content_mean_duration,content_first_position
1089-134686-0000_121-127105-0031__T1__SCV3FIX__VOICE-1089_CONTENT-121-121-127105-0031,1089,121,,14.920805904303236,18,0.1111111111111111,0.0,0.0,0.3125737265948303,-0.029301738946143074,54.560313098323896,0,0.0,0.0,-1.0
1089-134686-0000_121-127105-0031__T2__SCV3FIX__VOICE-121_CONTENT-1089-1089-134686-0000,121,1089,,19.11513777227209,18,0.0,0.0,0.0,0.35357370164537605,0.11973607300658473,48.23127985082082,0,0.0,0.0,-1.0
1089-134686-0000_260-123440-0016__T1__SCV3FIX__VOICE-1089_CONTENT-260-260-123440-0016,1089,260,,14.90287893237197,8,0.0,0.0,0.0,0.3020262169772373,0.18014437673675754,54.37909597074318,0,0.0,0.0,-1.0
1089-134686-0000_260-123440-0016__T2__SCV3FIX__VOICE-260_CONTENT-1089-1089-134686-0000,260,1089,,20.974339844925783,8,0.0,0.0,0.0,0.28292510134138016,0.14691662494557867,41.794592141477395,0,0.0,0.0,-1.0
1089-134686-0000_61-70968-0047__T1__SCV3FIX__VOICE-1089_CONTENT-61-61-70968-0047,1089,61,,8.53856067802879,8,0.125,0.0,0.0,0.21615429206580208,-0.033546210663912945,38.21510339670482,0,0.0,0.0,-1.0
1089-134686-0000_61-70968-0047__T2__SCV3FIX__VOICE-61_CONTENT-1089-1089-134686-0000,61,1089,,13.404756300344465,8,0.125,0.0,0.0,0.2082704047944844,-0.01351165744461058,42.418226432911524,0,0.0,0.0,-1.0
1089-134686-0002_7729-102255-0037__T1__SCV3FIX__VOICE-1089_CONTENT-7729-7729-102255-0037,1089,7729,,13.756903854793975,12,0.08333333333333333,0.0,0.0,0.20490634885203993,-0.32297157595328824,39.39521735808921,0,0.0,0.0,-1.0
1089-134686-0002_7729-102255-0037__T2__SCV3FIX__VOICE-7729_CONTENT-1089-1089-134686-0002,7729,1089,,13.117448457073213,12,0.0,0.0,0.0,0.2894004521594465,0.127689962675829,41.0132059316987,0,0.0,0.0,-1.0
1089-134686-0004_1284-1180-0027__T1__SCV3FIX__VOICE-1089_CONTENT-1284-1284-1180-0027,1089,1284,,17.526447814855885,5,0.0,0.0,0.0,0.26091406974467163,0.07904560408664518,57.613578503639246,0,0.0,0.0,-1.0
1089-134686-0004_1284-1180-0027__T2__SCV3FIX__VOICE-1284_CONTENT-1089-1089-134686-0004,1284,1089,,18.14508530774188,5,0.0,0.0,0.0,0.2802730015831414,0.16403369427420245,52.35373074939506,0,0.0,0.0,-1.0
1089-134686-0004_6829-68771-0005__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0005,1089,6829,,18.23783490324596,9,0.1111111111111111,0.0,0.0,0.18316197402523982,-0.08950391925251533,44.82239310372541,0,0.0,0.0,-1.0
