chunks_1s,chunks_2s,ecapa_mismatch_rate_1s,ecapa_mismatch_rate_2s,interferer_spk,key,local_sisdr_gap_mean_1s,local_sisdr_gap_mean_2s,mv_mismatch_rate_1s,mv_mismatch_rate_2s,mv_true_swap_rate_1s,mv_true_swap_rate_2s,target_spk,utterance_si_sdr_gap,utterance_si_sdr_interferer,utterance_si_sdr_target,verifier_instability_rate_1s,verifier_instability_rate_2s
7,3,0.0,0.0,8455,1284-1180-0004_8455-210777-0031,30.243320957866977,27.392471683723752,0.0,0.0,0.0,0.0,1284,28.68281796117916,-19.638290546438828,9.044527414740335,0.0,0.0
7,3,0.0,0.0,1284,1284-1180-0004_8455-210777-0031,27.20601043349593,27.94269544386745,0.0,0.0,0.0,0.0,8455,28.30341668233178,-18.854302864184625,9.449113818147154,0.0,0.0
12,5,0.0,0.0,3729,1188-133604-0020_3729-6852-0044,41.17415736042662,41.480846402357415,0.0,0.0,0.0,0.0,1188,42.885044995697754,-27.22089088822817,15.664154107469583,0.0,0.0
12,5,0.0,0.0,1188,1188-133604-0020_3729-6852-0044,34.74788669637665,35.41713376282791,0.0,0.0,0.0,0.0,3729,36.14870249558575,-25.3375319495845,10.811170546001252,0.0,0.0
8,3,0.0,0.0,2830,8455-210777-0009_2830-3980-0068,38.16177762631892,38.62366781157984,0.0,0.0,0.0,0.0,8455,37.72079850542036,-24.25922511659598,13.461573388824377,0.125,0.0
8,3,0.0,0.0,8455,8455-210777-0009_2830-3980-0068,31.685610426362476,33.446770089114,0.0,0.0,0.0,0.0,2830,28.944073953201702,-18.661017865281107,10.283056087920595,0.0,0.0
5,2,1.0,1.0,2830,8555-284449-0011_2830-3979-0010,-38.53959487238335,-37.50462808893086,1.0,1.0,1.0,1.0,8555,-37.20306576321939,13.820982764451152,-23.38208299876824,0.0,0.0
5,2,0.0,0.0,8555,8555-284449-0011_2830-3979-0010,39.90508687534709,39.03448603547054,0.0,0.0,0.0,0.0,2830,39.88557607592618,-25.01208401449547,14.873492061430714,0.0,0.0
7,3,0.2857142857142857,0.0,61,3729-6852-0018_61-70970-0013,22.380130108325336,22.30144889584265,0.0,0.0,0.0,0.0,3729,25.815593097716764,-18.805986647705872,7.009606450010892,0.42857142857142855,0.0
7,3,0.0,0.0,3729,3729-6852-0018_61-70970-0013,34.491812181841325,32.96747606939921,0.0,0.0,0.0,0.0,61,33.66237815826114,-21.23431705812302,12.428061100138121,0.0,0.0
12,5,0.0,0.0,1580,4992-23283-0004_1580-141083-0003,36.89105005004874,35.84297484696852,0.0,0.0,0.0,0.0,4992,36.61986862077522,-23.49449832797418,13.125370292801044,0.0,0.0
12,5,0.0,0.0,4992,4992-23283-0004_1580-141083-0003,31.704314715210447,31.32346529013513,0.0,0.0,0.0,0.0,1580,31.382931342929055,-21.256813232096032,10.126118110833024,0.0,0.0
7,3,0.0,0.0,5683,7021-85628-0013_5683-32866-0007,49.8124242135604,49.297808703588395,0.0,0.0,0.0,0.0,7021,49.12471791701181,-31.941867979186025,17.182849937825782,0.0,0.0
7,3,0.0,0.0,7021,7021-85628-0013_5683-32866-0007,49.763859123494946,48.053074884029115,0.0,0.0,0.0,0.0,5683,47.97913258217091,-32.39584003122687,15.583292550944046,0.0,0.0
8,3,0.0,0.0,5142,3570-5695-0012_5142-33396-0022,48.810008042332285,46.30303556565665,0.0,0.0,0.0,0.0,3570,45.602857683310795,-30.03331666828961,15.569541015021182,0.125,0.0
8,3,0.0,0.0,3570,3570-5695-0012_5142-33396-0022,46.32434807325517,45.598075369557954,0.0,0.0,0.0,0.0,5142,45.140000227242204,-28.704957536356417,16.435042690885787,0.0,0.0
5,2,0.0,0.0,237,4077-13754-0007_237-126133-0004,30.9768590943126,31.758266496548266,0.0,0.0,0.0,0.0,4077,32.00198430038864,-20.96254234383421,11.039441956554434,0.0,0.0
5,2,0.0,0.0,4077,4077-13754-0007_237-126133-0004,35.709235374727385,34.7703468049178,0.0,0.0,0.0,0.0,237,35.173130113855784,-23.30823134020997,11.86489877364581,0.0,0.0
10,4,0.0,0.0,1089,7176-88083-0000_1089-134686-0009,22.298969020407295,22.819695741171476,0.0,0.0,0.0,0.0,7176,21.074087532313133,-14.345111925816594,6.728975606496538,0.0,0.0
10,4,0.1,0.0,7176,7176-88083-0000_1089-134686-0009,15.121826445986642,16.726503556948426,0.1,0.0,0.0,0.0,1089,17.930178217467205,-10.979225387237424,6.950952830229782,0.3,0.0
8,3,0.0,0.0,4992,4446-2273-0003_4992-41797-0006,26.980224909932822,21.925526115070642,0.0,0.0,0.0,0.0,4446,20.529911909791146,-13.900907285781997,6.629004624009149,0.125,0.0
8,3,0.0,0.0,4446,4446-2273-0003_4992-41797-0006,35.296961275449696,32.44076095721481,0.0,0.0,0.0,0.0,4992,32.635773613691576,-21.92235649483818,10.713417118853394,0.0,0.0
18,8,0.0,0.0,6930,7729-102255-0028_6930-75918-0019,34.26045437129174,33.569600341474676,0.0,0.0,0.0,0.0,7729,33.5606483157707,-21.483350351585347,12.077297964185354,0.2222222222222222,0.0
18,8,0.0,0.0,7729,7729-102255-0028_6930-75918-0019,30.28683461957388,29.31213393182334,0.0,0.0,0.0,0.0,6930,29.40876429346517,-20.35774236624699,9.05102192721818,0.0,0.0
