key,target_spk,interferer_spk,num_chunks,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_true_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
1089-134686-0013_7127-75946-0007__T2__SCV3FIX__VOICE-7127_CONTENT-1089-1089-134686-0013,7127,1089,8,1.0,1.0,1.0,0.875,1.0,1.0,0.875,0.875,-23.83243523642662,-9.29
1089-134686-0015_4970-29093-0003__T2__SCV3FIX__VOICE-4970_CONTENT-1089-1089-134686-0015,4970,1089,10,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,37.44259765442884,18.66
1089-134686-0015_5142-33396-0067__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0067,1089,5142,10,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,47.31688106897356,12.7
1089-134686-0015_5142-33396-0067__T2__SCV3FIX__VOICE-5142_CONTENT-1089-1089-134686-0015,5142,1089,10,1.0,0.9,0.9,1.0,0.8,0.8,0.8,0.8,-44.47260561537844,-22.12
1089-134686-0016_672-122797-0004__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0004,1089,672,5,1.0,0.6,0.6,0.6,0.4,0.4,0.4,0.4,-7.698450707950388,-13.06
1089-134686-0016_672-122797-0004__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134686-0016,672,1089,5,0.6,0.4,0.2,0.6,0.2,0.2,0.2,0.2,-0.4882248789486077,-1.04
1089-134686-0017_1580-141084-0045__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141084-0045,1089,1580,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55443009901913,10.74
1089-134686-0017_1580-141084-0045__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0017,1580,1089,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35.93090351751179,-21.7
1089-134686-0019_5142-33396-0021__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0021,1089,5142,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.17932041137045,11.35
1089-134686-0021_4992-41797-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4992-4992-41797-0018,1089,4992,12,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,39.88595388264918,14.67
1089-134686-0021_4992-41797-0018__T2__SCV3FIX__VOICE-4992_CONTENT-1089-1089-134686-0021,4992,1089,12,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,24.34664311030696,8.56
1089-134686-0022_1580-141083-0044__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0044,1089,1580,10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,44.1034141716313,15.78
1089-134686-0022_1580-141083-0044__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0022,1580,1089,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.80617967383745,15.0
1089-134686-0022_8455-210777-0023__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0023,1089,8455,8,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,17.00246730728417,4.77
1089-134686-0022_8455-210777-0023__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0022,8455,1089,8,1.0,0.875,0.875,0.875,0.75,0.75,0.75,0.75,-20.864389991544037,-12.27
1089-134686-0023_6829-68771-0020__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0020,1089,6829,8,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,39.68550426005119,12.51
1089-134686-0024_1995-1836-0013__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0013,1089,1995,9,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,33.89898230775534,11.82
1089-134686-0024_1995-1836-0013__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0024,1995,1089,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.28719029336679,9.78
1089-134686-0024_5683-32865-0016__T1__SCV3FIX__VOICE-1089_CONTENT-5683-5683-32865-0016,1089,5683,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0766780409369,11.1
1089-134686-0024_5683-32865-0016__T2__SCV3FIX__VOICE-5683_CONTENT-1089-1089-134686-0024,5683,1089,5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,21.131640745456306,10.03
1089-134686-0024_7176-92135-0042__T1__SCV3FIX__VOICE-1089_CONTENT-7176-7176-92135-0042,1089,7176,13,0.0,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.0,0.15384615384615385,0.0,18.88620115910518,12.79
1089-134686-0024_7176-92135-0042__T2__SCV3FIX__VOICE-7176_CONTENT-1089-1089-134686-0024,7176,1089,13,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,24.176590317954396,2.37
1089-134686-0025_7127-75947-0035__T1__SCV3FIX__VOICE-1089_CONTENT-7127-7127-75947-0035,1089,7127,7,1.0,0.7142857142857143,0.8571428571428571,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,-14.934752864522803,-14.51
1089-134686-0025_7127-75947-0035__T2__SCV3FIX__VOICE-7127_CONTENT-1089-1089-134686-0025,7127,1089,7,1.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,-22.44922098818449,-8.82
1089-134686-0026_8224-274384-0010__T1__SCV3FIX__VOICE-1089_CONTENT-8224-8224-274384-0010,1089,8224,7,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.192050550099245,3.21
1089-134686-0026_8224-274384-0010__T2__SCV3FIX__VOICE-8224_CONTENT-1089-1089-134686-0026,8224,1089,7,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,-26.922180769466642,-21.37
1089-134686-0028_6829-68771-0025__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0025,1089,6829,14,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,40.85435536693156,12.03
1089-134686-0028_6829-68771-0025__T2__SCV3FIX__VOICE-6829_CONTENT-1089-1089-134686-0028,6829,1089,14,1.0,1.0,0.9285714285714286,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,-42.17760018200535,-23.45
1089-134686-0028_8224-274384-0005__T1__SCV3FIX__VOICE-1089_CONTENT-8224-8224-274384-0005,1089,8224,14,0.8571428571428571,0.6428571428571429,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,-9.20850851312598,-3.72
1089-134686-0028_8224-274384-0005__T2__SCV3FIX__VOICE-8224_CONTENT-1089-1089-134686-0028,8224,1089,14,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,13.779385069894076,2.77
1089-134686-0029_121-127105-0007__T1__SCV3FIX__VOICE-1089_CONTENT-121-121-127105-0007,1089,121,8,0.0,0.125,0.375,0.125,0.125,0.0,0.125,0.0,28.945851781511145,13.26
1089-134686-0029_121-127105-0007__T2__SCV3FIX__VOICE-121_CONTENT-1089-1089-134686-0029,121,1089,8,1.0,1.0,0.75,0.875,0.75,0.75,0.75,0.75,-27.57082283066612,-23.53
1089-134686-0031_1320-122612-0008__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122612-0008,1089,1320,12,0.9166666666666666,0.6666666666666666,0.8333333333333334,1.0,0.5,0.5,0.5,0.5,-15.011820261739457,-14.89
