key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm5,1089,121,19,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,42.18686011038256,13.764075128535683
1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV3__237-237-126133-0024__SIRm5,121,1089,17,0.0,0.0,0.0,0.0,0.0,47.4304023936894,20.083876534344743
1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm5,1089,260,19,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,42.1982720262013,13.78961202381232
1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV3__672-672-122797-0017__SIRm5,260,1089,8,0.0,0.0,0.0,0.0,0.0,53.203401754393184,20.68501866756716
1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm5,1089,61,19,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,42.17728056260143,13.750445990257113
1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV3__8230-8230-279154-0039__SIRm5,61,1089,8,0.0,0.0,0.0,0.0,0.0,48.75701582050272,18.61738914634634
1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV3__8230-8230-279154-0021__SIRm5,1089,7729,12,0.0,0.0,0.0,0.0,0.0,47.51163754633448,17.761842370395385
1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV3__7176-7176-88083-0018__SIRm5,7729,1089,19,0.0,0.0,0.0,0.0,0.0,41.31138996470368,16.879407391402868
1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm5,1089,1284,8,0.0,0.0,0.0,0.0,0.0,55.5240838790455,22.166227799547407
1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV3__4446-4446-2271-0005__SIRm5,1284,1089,5,0.0,0.0,0.0,0.0,0.0,44.92325156508718,18.940427690217263
1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm5,1089,6829,8,0.0,0.0,0.0,0.0,0.0,55.5234252955526,22.16551771327364
1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV3__4970-4970-29093-0022__SIRm5,6829,1089,11,0.0,0.0,0.0,0.0,0.0,47.739871360509,18.703059506859216
1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm5,1089,8463,8,0.0,0.0,0.0,0.0,0.0,55.53233545730228,22.165041346766746
1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV3__4992-4992-23283-0002__SIRm5,8463,1089,5,0.0,0.0,0.0,0.0,0.0,40.01897943596449,18.59519809199981
1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIRm5,1089,7176,17,0.0,0.0,0.0,0.0,0.0,51.317875438242766,20.06018000273548
1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIRm5,7176,1089,13,0.0769230769230769,0.0,0.0,0.0,0.0,48.0032876680107,19.00370487232024
1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm5,1089,1580,20,0.05,0.0,0.0,0.0,0.0,48.42890162539031,18.289554734548688
1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIRm5,1580,1089,5,0.0,0.0,0.0,0.0,0.0,36.34119571103801,11.98801093664016
1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm5,1089,4446,20,0.05,0.0,0.0,0.0,0.0,48.71203443824342,18.293054209646623
1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIRm5,4446,1089,10,1.0,1.0,1.0,1.0,1.0,-58.933730951277575,-37.009249420749605
1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm5,1089,1995,7,0.0,0.0,0.0,0.0,0.0,52.86890549063732,19.484249813019265
1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIRm5,1995,1089,16,0.0,0.0625,0.0,0.0,0.0,41.90983158351543,18.78267020711628
1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm5,1089,7021,7,0.0,0.0,0.0,0.0,0.0,52.98217780405955,19.498767211672003
1089-134686-0007_7021-85628-0018__T2__7021-7021-85628-0018__HSIMV3__5105-5105-28240-0024__SIRm5,7021,1089,15,0.0,0.0,0.0,0.0,0.0,56.73688998265064,21.523270228326066
1089-134686-0007_8455-210777-0052__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm5,1089,8455,7,0.0,0.0,0.0,0.0,0.0,52.93140850837327,19.482657644992045
1089-134686-0007_8455-210777-0052__T2__8455-8455-210777-0052__HSIMV3__1320-1320-122617-0014__SIRm5,8455,1089,8,0.0,0.0,0.0,0.0,0.0,52.70537473004828,20.421255185486967
1089-134686-0008_672-122797-0007__T1__1089-1089-134686-0008__HSIMV3__8230-8230-279154-0022__SIRm5,1089,672,11,0.0,0.0,0.0,0.0,0.0,44.054803130279446,17.776523912259727
1089-134686-0008_672-122797-0007__T2__672-672-122797-0007__HSIMV3__260-260-123288-0027__SIRm5,672,1089,11,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,49.42944643834713,19.064709539432748
1089-134686-0008_8230-279154-0012__T1__1089-1089-134686-0008__HSIMV3__8230-8230-279154-0022__SIRm5,1089,8230,11,0.0,0.0,0.0,0.0,0.0,44.04075050581253,17.77563884768039
1089-134686-0008_8230-279154-0012__T2__8230-8230-279154-0012__HSIMV3__61-61-70970-0003__SIRm5,8230,1089,6,0.0,0.0,0.0,0.0,0.0,42.466217294106826,18.164773634953853
1089-134686-0010_4507-16021-0023__T1__1089-1089-134686-0010__HSIMV3__8230-8230-279154-0039__SIRm5,1089,4507,7,0.0,0.0,0.0,0.0,0.0,50.130745810335824,20.017598699177483
1089-134686-0010_4507-16021-0023__T2__4507-4507-16021-0023__HSIMV3__3729-3729-6852-0001__SIRm5,4507,1089,23,0.0,0.0434782608695652,0.0,0.0,0.0,49.295414938898936,21.02544784271404
