key,target_spk,interferer_spk,mix_sisnr,est_sisnr,sisnr_i,est_path
4970-29095-0025_2830-3980-0005__T2__NBASIC__2830,2830,4970,3.144665,17.990000,14.850000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0025_2830-3980-0005__T2__NBASIC__2830.wav
4970-29095-0025_2830-3980-0005__T1__NBASIC__4970,4970,2830,-2.900901,14.420000,17.320000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0025_2830-3980-0005__T1__NBASIC__4970.wav
4970-29095-0026_6829-68769-0044__T1__NBASIC__4970,4970,6829,4.851422,1.520000,-3.330000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0026_6829-68769-0044__T1__NBASIC__4970.wav
4970-29095-0026_6829-68769-0044__T2__NBASIC__6829,6829,4970,-4.937486,-2.490000,2.450000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0026_6829-68769-0044__T2__NBASIC__6829.wav
4970-29095-0031_237-134493-0003__T2__NBASIC__237,237,4970,-1.879680,3.510000,5.380000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0031_237-134493-0003__T2__NBASIC__237.wav
4970-29095-0031_237-134493-0003__T1__NBASIC__4970,4970,237,1.895822,3.650000,1.750000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0031_237-134493-0003__T1__NBASIC__4970.wav
4970-29095-0032_1580-141084-0026__T2__NBASIC__1580,1580,4970,1.836630,15.020000,13.180000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0032_1580-141084-0026__T2__NBASIC__1580.wav
4970-29095-0032_1580-141084-0026__T1__NBASIC__4970,4970,1580,-1.856999,-23.110000,-21.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0032_1580-141084-0026__T1__NBASIC__4970.wav
4970-29095-0034_4992-23283-0019__T1__NBASIC__4970,4970,4992,-3.649771,10.700000,14.350000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0034_4992-23283-0019__T1__NBASIC__4970.wav
4970-29095-0034_4992-23283-0019__T2__NBASIC__4992,4992,4970,3.605278,13.330000,9.720000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0034_4992-23283-0019__T2__NBASIC__4992.wav
4970-29095-0036_1089-134686-0001__T2__NBASIC__1089,1089,4970,0.207218,13.120000,12.910000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0036_1089-134686-0001__T2__NBASIC__1089.wav
4970-29095-0036_1089-134686-0001__T1__NBASIC__4970,4970,1089,-0.369986,11.340000,11.710000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0036_1089-134686-0001__T1__NBASIC__4970.wav
4970-29095-0037_5105-28240-0016__T1__NBASIC__4970,4970,5105,0.123079,10.660000,10.540000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0037_5105-28240-0016__T1__NBASIC__4970.wav
4970-29095-0037_5105-28240-0016__T2__NBASIC__5105,5105,4970,-0.119832,12.500000,12.620000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4970-29095-0037_5105-28240-0016__T2__NBASIC__5105.wav
4992-23283-0000_237-134493-0017__T2__NBASIC__237,237,4992,1.744241,4.720000,2.970000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0000_237-134493-0017__T2__NBASIC__237.wav
4992-23283-0000_237-134493-0017__T1__NBASIC__4992,4992,237,-1.913601,5.810000,7.720000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0000_237-134493-0017__T1__NBASIC__4992.wav
4992-23283-0002_672-122797-0073__T1__NBASIC__4992,4992,672,0.722901,11.810000,11.090000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0002_672-122797-0073__T1__NBASIC__4992.wav
4992-23283-0002_672-122797-0073__T2__NBASIC__672,672,4992,-0.530857,10.710000,11.240000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0002_672-122797-0073__T2__NBASIC__672.wav
4992-23283-0003_1995-1837-0029__T2__NBASIC__1995,1995,4992,0.820719,15.230000,14.440000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0003_1995-1837-0029__T2__NBASIC__1995.wav
4992-23283-0003_1995-1837-0029__T1__NBASIC__4992,4992,1995,-0.712428,14.810000,15.480000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0003_1995-1837-0029__T1__NBASIC__4992.wav
4992-23283-0004_1580-141083-0003__T2__NBASIC__1580,1580,4992,-2.714519,11.140000,13.850000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0004_1580-141083-0003__T2__NBASIC__1580.wav
4992-23283-0004_1580-141083-0003__T1__NBASIC__4992,4992,1580,2.798236,14.020000,11.220000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0004_1580-141083-0003__T1__NBASIC__4992.wav
4992-23283-0005_6829-68769-0034__T1__NBASIC__4992,4992,6829,2.729540,3.670000,0.940000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0005_6829-68769-0034__T1__NBASIC__4992.wav
4992-23283-0005_6829-68769-0034__T2__NBASIC__6829,6829,4992,-2.523395,-2.270000,0.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0005_6829-68769-0034__T2__NBASIC__6829.wav
4992-23283-0010_8455-210777-0060__T1__NBASIC__4992,4992,8455,0.553548,10.660000,10.110000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0010_8455-210777-0060__T1__NBASIC__4992.wav
4992-23283-0010_8455-210777-0060__T2__NBASIC__8455,8455,4992,-0.785473,9.900000,10.690000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0010_8455-210777-0060__T2__NBASIC__8455.wav
4992-23283-0013_4507-16021-0011__T2__NBASIC__4507,4507,4992,2.457350,10.630000,8.170000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0013_4507-16021-0011__T2__NBASIC__4507.wav
4992-23283-0013_4507-16021-0011__T1__NBASIC__4992,4992,4507,-2.568317,-19.190000,-16.620000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0013_4507-16021-0011__T1__NBASIC__4992.wav
4992-23283-0017_5142-33396-0002__T1__NBASIC__4992,4992,5142,-3.178415,12.460000,15.640000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0017_5142-33396-0002__T1__NBASIC__4992.wav
4992-23283-0017_5142-33396-0002__T2__NBASIC__5142,5142,4992,3.083961,15.680000,12.590000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0017_5142-33396-0002__T2__NBASIC__5142.wav
4992-23283-0018_1188-133604-0013__T2__NBASIC__1188,1188,4992,-1.860461,9.760000,11.620000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0018_1188-133604-0013__T2__NBASIC__1188.wav
4992-23283-0018_1188-133604-0013__T1__NBASIC__4992,4992,1188,1.352263,11.830000,10.480000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0018_1188-133604-0013__T1__NBASIC__4992.wav
4992-23283-0020_2300-131720-0014__T2__NBASIC__2300,2300,4992,1.233342,11.590000,10.340000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0020_2300-131720-0014__T2__NBASIC__2300.wav
4992-23283-0020_2300-131720-0014__T1__NBASIC__4992,4992,2300,-1.460560,10.790000,12.270000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-23283-0020_2300-131720-0014__T1__NBASIC__4992.wav
4992-41797-0005_1580-141083-0049__T2__NBASIC__1580,1580,4992,0.697649,12.240000,11.540000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0005_1580-141083-0049__T2__NBASIC__1580.wav
4992-41797-0005_1580-141083-0049__T1__NBASIC__4992,4992,1580,-0.782822,10.540000,11.320000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0005_1580-141083-0049__T1__NBASIC__4992.wav
4992-41797-0007_5142-36377-0020__T1__NBASIC__4992,4992,5142,-0.706133,11.240000,11.950000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0007_5142-36377-0020__T1__NBASIC__4992.wav
4992-41797-0007_5142-36377-0020__T2__NBASIC__5142,5142,4992,0.862286,12.230000,11.370000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0007_5142-36377-0020__T2__NBASIC__5142.wav
4992-41797-0008_6930-76324-0009__T1__NBASIC__4992,4992,6930,5.717346,19.070000,13.360000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0008_6930-76324-0009__T1__NBASIC__4992.wav
4992-41797-0008_6930-76324-0009__T2__NBASIC__6930,6930,4992,-5.777945,13.100000,18.860000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0008_6930-76324-0009__T2__NBASIC__6930.wav
4992-41797-0009_2094-142345-0051__T2__NBASIC__2094,2094,4992,-0.436472,11.850000,12.280000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0009_2094-142345-0051__T2__NBASIC__2094.wav
4992-41797-0009_2094-142345-0051__T1__NBASIC__4992,4992,2094,0.679808,12.180000,11.500000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0009_2094-142345-0051__T1__NBASIC__4992.wav
4992-41797-0013_2094-142345-0033__T2__NBASIC__2094,2094,4992,-5.117345,-0.320000,4.790000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0013_2094-142345-0033__T2__NBASIC__2094.wav
4992-41797-0013_2094-142345-0033__T1__NBASIC__4992,4992,2094,5.185420,11.470000,6.290000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0013_2094-142345-0033__T1__NBASIC__4992.wav
4992-41797-0016_4446-2271-0017__T2__NBASIC__4446,4446,4992,-1.957640,5.080000,7.040000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0016_4446-2271-0017__T2__NBASIC__4446.wav
4992-41797-0016_4446-2271-0017__T1__NBASIC__4992,4992,4446,1.638431,-6.810000,-8.450000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0016_4446-2271-0017__T1__NBASIC__4992.wav
4992-41797-0017_8555-284447-0002__T1__NBASIC__4992,4992,8555,4.478242,12.410000,7.940000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0017_8555-284447-0002__T1__NBASIC__4992.wav
4992-41797-0017_8555-284447-0002__T2__NBASIC__8555,8555,4992,-4.563273,-6.520000,-1.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0017_8555-284447-0002__T2__NBASIC__8555.wav
4992-41797-0018_6930-81414-0011__T1__NBASIC__4992,4992,6930,9.070859,16.280000,7.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0018_6930-81414-0011__T1__NBASIC__4992.wav
4992-41797-0018_6930-81414-0011__T2__NBASIC__6930,6930,4992,-9.280427,7.570000,16.850000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0018_6930-81414-0011__T2__NBASIC__6930.wav
4992-41797-0020_4970-29095-0018__T2__NBASIC__4970,4970,4992,1.583131,3.180000,1.590000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0020_4970-29095-0018__T2__NBASIC__4970.wav
4992-41797-0020_4970-29095-0018__T1__NBASIC__4992,4992,4970,-1.572597,-3.140000,-1.570000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0020_4970-29095-0018__T1__NBASIC__4992.wav
4992-41797-0021_5142-33396-0064__T1__NBASIC__4992,4992,5142,7.855307,16.790000,8.940000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0021_5142-33396-0064__T1__NBASIC__4992.wav
4992-41797-0021_5142-33396-0064__T2__NBASIC__5142,5142,4992,-7.723084,9.440000,17.160000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0021_5142-33396-0064__T2__NBASIC__5142.wav
4992-41797-0022_3729-6852-0000__T2__NBASIC__3729,3729,4992,-2.799946,11.700000,14.500000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0022_3729-6852-0000__T2__NBASIC__3729.wav
4992-41797-0022_3729-6852-0000__T1__NBASIC__4992,4992,3729,2.786804,-19.170000,-21.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41797-0022_3729-6852-0000__T1__NBASIC__4992.wav
4992-41806-0001_7127-75947-0028__T1__NBASIC__4992,4992,7127,-2.591681,12.420000,15.010000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0001_7127-75947-0028__T1__NBASIC__4992.wav
4992-41806-0001_7127-75947-0028__T2__NBASIC__7127,7127,4992,2.467050,12.800000,10.330000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0001_7127-75947-0028__T2__NBASIC__7127.wav
4992-41806-0003_5683-32879-0016__T1__NBASIC__4992,4992,5683,2.287241,14.540000,12.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0003_5683-32879-0016__T1__NBASIC__4992.wav
4992-41806-0003_5683-32879-0016__T2__NBASIC__5683,5683,4992,-2.314011,13.140000,15.460000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0003_5683-32879-0016__T2__NBASIC__5683.wav
4992-41806-0005_8463-294828-0035__T1__NBASIC__4992,4992,8463,0.999922,-18.280000,-19.280000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0005_8463-294828-0035__T1__NBASIC__4992.wav
4992-41806-0005_8463-294828-0035__T2__NBASIC__8463,8463,4992,-1.410705,10.500000,11.910000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0005_8463-294828-0035__T2__NBASIC__8463.wav
4992-41806-0008_6930-75918-0015__T1__NBASIC__4992,4992,6930,2.987640,17.530000,14.540000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0008_6930-75918-0015__T1__NBASIC__4992.wav
4992-41806-0008_6930-75918-0015__T2__NBASIC__6930,6930,4992,-3.007559,14.090000,17.100000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0008_6930-75918-0015__T2__NBASIC__6930.wav
4992-41806-0009_3570-5696-0001__T2__NBASIC__3570,3570,4992,-1.404657,6.840000,8.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0009_3570-5696-0001__T2__NBASIC__3570.wav
4992-41806-0009_3570-5696-0001__T1__NBASIC__4992,4992,3570,1.035333,9.800000,8.770000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0009_3570-5696-0001__T1__NBASIC__4992.wav
4992-41806-0013_672-122797-0021__T1__NBASIC__4992,4992,672,3.890229,16.650000,12.760000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0013_672-122797-0021__T1__NBASIC__4992.wav
4992-41806-0013_672-122797-0021__T2__NBASIC__672,672,4992,-3.809183,13.150000,16.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0013_672-122797-0021__T2__NBASIC__672.wav
4992-41806-0014_1580-141083-0004__T2__NBASIC__1580,1580,4992,-6.308168,5.920000,12.220000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0014_1580-141083-0004__T2__NBASIC__1580.wav
4992-41806-0014_1580-141083-0004__T1__NBASIC__4992,4992,1580,6.139213,12.480000,6.350000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0014_1580-141083-0004__T1__NBASIC__4992.wav
4992-41806-0015_260-123440-0020__T2__NBASIC__260,260,4992,-4.754768,2.400000,7.140000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0015_260-123440-0020__T2__NBASIC__260.wav
4992-41806-0015_260-123440-0020__T1__NBASIC__4992,4992,260,4.782038,13.350000,8.580000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0015_260-123440-0020__T1__NBASIC__4992.wav
4992-41806-0016_8230-279154-0023__T1__NBASIC__4992,4992,8230,6.972458,17.410000,10.440000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0016_8230-279154-0023__T1__NBASIC__4992.wav
4992-41806-0016_8230-279154-0023__T2__NBASIC__8230,8230,4992,-7.063441,10.380000,17.440000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/4992-41806-0016_8230-279154-0023__T2__NBASIC__8230.wav
5105-28233-0000_1221-135767-0018__T2__NBASIC__1221,1221,5105,-0.087208,11.650000,11.740000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0000_1221-135767-0018__T2__NBASIC__1221.wav
5105-28233-0000_1221-135767-0018__T1__NBASIC__5105,5105,1221,0.267007,10.670000,10.410000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0000_1221-135767-0018__T1__NBASIC__5105.wav
5105-28233-0002_1089-134686-0021__T2__NBASIC__1089,1089,5105,6.827424,13.400000,6.570000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0002_1089-134686-0021__T2__NBASIC__1089.wav
5105-28233-0002_1089-134686-0021__T1__NBASIC__5105,5105,1089,-6.891256,5.180000,12.080000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0002_1089-134686-0021__T1__NBASIC__5105.wav
5105-28233-0005_4446-2275-0013__T2__NBASIC__4446,4446,5105,-3.459653,9.300000,12.760000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0005_4446-2275-0013__T2__NBASIC__4446.wav
5105-28233-0005_4446-2275-0013__T1__NBASIC__5105,5105,4446,3.374313,11.770000,8.390000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0005_4446-2275-0013__T1__NBASIC__5105.wav
5105-28233-0006_7021-85628-0012__T1__NBASIC__5105,5105,7021,3.826094,15.490000,11.670000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0006_7021-85628-0012__T1__NBASIC__5105.wav
5105-28233-0006_7021-85628-0012__T2__NBASIC__7021,7021,5105,-3.941397,11.590000,15.530000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28233-0006_7021-85628-0012__T2__NBASIC__7021.wav
5105-28240-0003_1995-1826-0026__T2__NBASIC__1995,1995,5105,3.490269,18.780000,15.290000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0003_1995-1826-0026__T2__NBASIC__1995.wav
5105-28240-0003_1995-1826-0026__T1__NBASIC__5105,5105,1995,-3.321036,15.200000,18.520000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0003_1995-1826-0026__T1__NBASIC__5105.wav
5105-28240-0004_2961-960-0021__T2__NBASIC__2961,2961,5105,-0.087042,15.760000,15.860000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0004_2961-960-0021__T2__NBASIC__2961.wav
5105-28240-0004_2961-960-0021__T1__NBASIC__5105,5105,2961,0.107021,15.640000,15.520000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0004_2961-960-0021__T1__NBASIC__5105.wav
5105-28240-0005_6829-68769-0010__T1__NBASIC__5105,5105,6829,-1.117006,11.990000,13.110000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0005_6829-68769-0010__T1__NBASIC__5105.wav
5105-28240-0005_6829-68769-0010__T2__NBASIC__6829,6829,5105,1.485899,13.100000,11.610000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0005_6829-68769-0010__T2__NBASIC__6829.wav
5105-28240-0006_2830-3979-0006__T2__NBASIC__2830,2830,5105,4.025738,13.230000,9.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0006_2830-3979-0006__T2__NBASIC__2830.wav
5105-28240-0006_2830-3979-0006__T1__NBASIC__5105,5105,2830,-3.652927,9.430000,13.090000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0006_2830-3979-0006__T1__NBASIC__5105.wav
5105-28240-0007_61-70970-0035__T1__NBASIC__5105,5105,61,-2.166986,9.260000,11.430000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0007_61-70970-0035__T1__NBASIC__5105.wav
5105-28240-0007_61-70970-0035__T2__NBASIC__61,61,5105,1.984937,12.110000,10.120000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0007_61-70970-0035__T2__NBASIC__61.wav
5105-28240-0017_6930-81414-0015__T1__NBASIC__5105,5105,6930,-1.896757,-14.800000,-12.900000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0017_6930-81414-0015__T1__NBASIC__5105.wav
5105-28240-0017_6930-81414-0015__T2__NBASIC__6930,6930,5105,1.877382,-15.270000,-17.150000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0017_6930-81414-0015__T2__NBASIC__6930.wav
5105-28240-0019_1284-1181-0020__T2__NBASIC__1284,1284,5105,-0.021013,5.990000,6.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0019_1284-1181-0020__T2__NBASIC__1284.wav
5105-28240-0019_1284-1181-0020__T1__NBASIC__5105,5105,1284,0.165722,8.550000,8.390000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0019_1284-1181-0020__T1__NBASIC__5105.wav
5105-28240-0022_4446-2275-0021__T2__NBASIC__4446,4446,5105,-4.327949,9.920000,14.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0022_4446-2275-0021__T2__NBASIC__4446.wav
5105-28240-0022_4446-2275-0021__T1__NBASIC__5105,5105,4446,4.576307,14.000000,9.430000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0022_4446-2275-0021__T1__NBASIC__5105.wav
5105-28240-0024_8230-279154-0014__T1__NBASIC__5105,5105,8230,-2.372841,10.530000,12.900000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0024_8230-279154-0014__T1__NBASIC__5105.wav
5105-28240-0024_8230-279154-0014__T2__NBASIC__8230,8230,5105,2.638664,13.550000,10.910000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28240-0024_8230-279154-0014__T2__NBASIC__8230.wav
5105-28241-0006_8463-294828-0019__T1__NBASIC__5105,5105,8463,0.512176,11.920000,11.410000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28241-0006_8463-294828-0019__T1__NBASIC__5105.wav
5105-28241-0006_8463-294828-0019__T2__NBASIC__8463,8463,5105,-0.537903,10.690000,11.220000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28241-0006_8463-294828-0019__T2__NBASIC__8463.wav
5105-28241-0008_1284-1180-0004__T2__NBASIC__1284,1284,5105,0.674467,8.670000,8.000000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28241-0008_1284-1180-0004__T2__NBASIC__1284.wav
5105-28241-0008_1284-1180-0004__T1__NBASIC__5105,5105,1284,-0.683162,9.320000,10.000000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/5105-28241-0008_1284-1180-0004__T1__NBASIC__5105.wav
