key,target_spk,interferer_spk,mix_sisnr,est_sisnr,sisnr_i,est_path
1995-1826-0011_8463-287645-0014__T2__NBASIC__8463,8463,1995,-2.718217,13.830000,16.530000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0011_8463-287645-0014__T2__NBASIC__8463.wav
1995-1826-0015_2830-3980-0020__T1__NBASIC__1995,1995,2830,-1.216036,13.440000,14.650000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0015_2830-3980-0020__T1__NBASIC__1995.wav
1995-1826-0015_2830-3980-0020__T2__NBASIC__2830,2830,1995,1.027529,11.100000,10.070000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0015_2830-3980-0020__T2__NBASIC__2830.wav
1995-1826-0017_5639-40744-0001__T1__NBASIC__1995,1995,5639,-2.056316,13.590000,15.650000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0017_5639-40744-0001__T1__NBASIC__1995.wav
1995-1826-0017_5639-40744-0001__T2__NBASIC__5639,5639,1995,1.920053,14.910000,12.990000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0017_5639-40744-0001__T2__NBASIC__5639.wav
1995-1826-0020_61-70970-0027__T1__NBASIC__1995,1995,61,0.022912,11.660000,11.630000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0020_61-70970-0027__T1__NBASIC__1995.wav
1995-1826-0020_61-70970-0027__T2__NBASIC__61,61,1995,0.070784,11.680000,11.610000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0020_61-70970-0027__T2__NBASIC__61.wav
1995-1826-0024_6829-68769-0033__T1__NBASIC__1995,1995,6829,-5.587370,6.900000,12.490000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0024_6829-68769-0033__T1__NBASIC__1995.wav
1995-1826-0024_6829-68769-0033__T2__NBASIC__6829,6829,1995,5.455840,15.480000,10.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0024_6829-68769-0033__T2__NBASIC__6829.wav
1995-1826-0025_7021-85628-0007__T1__NBASIC__1995,1995,7021,2.689555,17.380000,14.690000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0025_7021-85628-0007__T1__NBASIC__1995.wav
1995-1826-0025_7021-85628-0007__T2__NBASIC__7021,7021,1995,-2.850147,14.400000,17.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1826-0025_7021-85628-0007__T2__NBASIC__7021.wav
1995-1836-0001_8455-210777-0049__T1__NBASIC__1995,1995,8455,2.759886,15.500000,12.750000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0001_8455-210777-0049__T1__NBASIC__1995.wav
1995-1836-0001_8455-210777-0049__T2__NBASIC__8455,8455,1995,-2.701266,12.400000,15.090000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0001_8455-210777-0049__T2__NBASIC__8455.wav
1995-1836-0003_4992-41806-0011__T1__NBASIC__1995,1995,4992,2.239747,14.730000,12.490000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0003_4992-41806-0011__T1__NBASIC__1995.wav
1995-1836-0003_4992-41806-0011__T2__NBASIC__4992,4992,1995,-2.421035,12.530000,14.950000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0003_4992-41806-0011__T2__NBASIC__4992.wav
1995-1836-0005_2300-131720-0012__T1__NBASIC__1995,1995,2300,-1.921524,11.550000,13.470000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0005_2300-131720-0012__T1__NBASIC__1995.wav
1995-1836-0005_2300-131720-0012__T2__NBASIC__2300,2300,1995,2.403028,13.640000,11.240000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0005_2300-131720-0012__T2__NBASIC__2300.wav
1995-1836-0006_2094-142345-0036__T1__NBASIC__1995,1995,2094,-4.902821,8.760000,13.660000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0006_2094-142345-0036__T1__NBASIC__1995.wav
1995-1836-0006_2094-142345-0036__T2__NBASIC__2094,2094,1995,4.938176,-17.660000,-22.600000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0006_2094-142345-0036__T2__NBASIC__2094.wav
1995-1836-0009_7729-102255-0020__T1__NBASIC__1995,1995,7729,2.021254,12.890000,10.870000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0009_7729-102255-0020__T1__NBASIC__1995.wav
1995-1836-0009_7729-102255-0020__T2__NBASIC__7729,7729,1995,-2.289280,10.320000,12.610000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0009_7729-102255-0020__T2__NBASIC__7729.wav
1995-1836-0011_8463-294825-0015__T1__NBASIC__1995,1995,8463,3.225084,15.590000,12.370000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0011_8463-294825-0015__T1__NBASIC__1995.wav
1995-1836-0011_8463-294825-0015__T2__NBASIC__8463,8463,1995,-3.374768,11.660000,15.030000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0011_8463-294825-0015__T2__NBASIC__8463.wav
1995-1836-0012_4446-2275-0034__T1__NBASIC__1995,1995,4446,1.975099,14.940000,12.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0012_4446-2275-0034__T1__NBASIC__1995.wav
1995-1836-0012_4446-2275-0034__T2__NBASIC__4446,4446,1995,-2.143065,14.170000,16.310000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0012_4446-2275-0034__T2__NBASIC__4446.wav
1995-1836-0014_3570-5695-0002__T1__NBASIC__1995,1995,3570,0.406778,10.430000,10.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0014_3570-5695-0002__T1__NBASIC__1995.wav
1995-1836-0014_3570-5695-0002__T2__NBASIC__3570,3570,1995,-0.462181,8.390000,8.850000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1836-0014_3570-5695-0002__T2__NBASIC__3570.wav
1995-1837-0000_8224-274384-0013__T1__NBASIC__1995,1995,8224,1.305432,14.690000,13.380000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0000_8224-274384-0013__T1__NBASIC__1995.wav
1995-1837-0000_8224-274384-0013__T2__NBASIC__8224,8224,1995,-1.022665,9.100000,10.130000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0000_8224-274384-0013__T2__NBASIC__8224.wav
1995-1837-0001_672-122797-0001__T1__NBASIC__1995,1995,672,1.276788,16.200000,14.930000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0001_672-122797-0001__T1__NBASIC__1995.wav
1995-1837-0001_672-122797-0001__T2__NBASIC__672,672,1995,-1.199871,15.070000,16.270000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0001_672-122797-0001__T2__NBASIC__672.wav
1995-1837-0004_5639-40744-0007__T1__NBASIC__1995,1995,5639,2.672187,17.950000,15.280000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0004_5639-40744-0007__T1__NBASIC__1995.wav
1995-1837-0004_5639-40744-0007__T2__NBASIC__5639,5639,1995,-2.738012,15.310000,18.040000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0004_5639-40744-0007__T2__NBASIC__5639.wav
1995-1837-0009_6829-68769-0017__T1__NBASIC__1995,1995,6829,0.111651,12.820000,12.710000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0009_6829-68769-0017__T1__NBASIC__1995.wav
1995-1837-0009_6829-68769-0017__T2__NBASIC__6829,6829,1995,0.372017,12.060000,11.690000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0009_6829-68769-0017__T2__NBASIC__6829.wav
1995-1837-0013_260-123288-0016__T1__NBASIC__1995,1995,260,-0.837002,15.900000,16.730000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0013_260-123288-0016__T1__NBASIC__1995.wav
1995-1837-0013_260-123288-0016__T2__NBASIC__260,260,1995,1.051780,16.540000,15.490000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0013_260-123288-0016__T2__NBASIC__260.wav
1995-1837-0015_4077-13751-0001__T1__NBASIC__1995,1995,4077,-0.461345,13.980000,14.440000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0015_4077-13751-0001__T1__NBASIC__1995.wav
1995-1837-0015_4077-13751-0001__T2__NBASIC__4077,4077,1995,0.208950,13.740000,13.530000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0015_4077-13751-0001__T2__NBASIC__4077.wav
1995-1837-0016_8230-279154-0006__T1__NBASIC__1995,1995,8230,-0.530783,13.950000,14.480000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0016_8230-279154-0006__T1__NBASIC__1995.wav
1995-1837-0016_8230-279154-0006__T2__NBASIC__8230,8230,1995,0.678079,14.380000,13.700000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0016_8230-279154-0006__T2__NBASIC__8230.wav
1995-1837-0019_672-122797-0023__T1__NBASIC__1995,1995,672,-4.255715,13.390000,17.640000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0019_672-122797-0023__T1__NBASIC__1995.wav
1995-1837-0019_672-122797-0023__T2__NBASIC__672,672,1995,4.219993,17.190000,12.980000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0019_672-122797-0023__T2__NBASIC__672.wav
1995-1837-0020_5142-33396-0032__T1__NBASIC__1995,1995,5142,-2.806156,7.990000,10.800000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0020_5142-33396-0032__T1__NBASIC__1995.wav
1995-1837-0020_5142-33396-0032__T2__NBASIC__5142,5142,1995,2.931027,12.930000,10.000000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0020_5142-33396-0032__T2__NBASIC__5142.wav
1995-1837-0025_5142-36377-0017__T1__NBASIC__1995,1995,5142,-2.257418,12.040000,14.300000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0025_5142-36377-0017__T1__NBASIC__1995.wav
1995-1837-0025_5142-36377-0017__T2__NBASIC__5142,5142,1995,2.318763,16.510000,14.200000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0025_5142-36377-0017__T2__NBASIC__5142.wav
1995-1837-0027_4970-29095-0022__T1__NBASIC__1995,1995,4970,-2.395546,14.220000,16.610000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0027_4970-29095-0022__T1__NBASIC__1995.wav
1995-1837-0027_4970-29095-0022__T2__NBASIC__4970,4970,1995,2.424529,16.820000,14.390000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/1995-1837-0027_4970-29095-0022__T2__NBASIC__4970.wav
2094-142345-0001_1089-134691-0008__T2__NBASIC__1089,1089,2094,1.552295,7.750000,6.200000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0001_1089-134691-0008__T2__NBASIC__1089.wav
2094-142345-0001_1089-134691-0008__T1__NBASIC__2094,2094,1089,-1.608413,3.570000,5.180000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0001_1089-134691-0008__T1__NBASIC__2094.wav
2094-142345-0003_6930-81414-0004__T1__NBASIC__2094,2094,6930,8.849239,18.470000,9.620000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0003_6930-81414-0004__T1__NBASIC__2094.wav
2094-142345-0003_6930-81414-0004__T2__NBASIC__6930,6930,2094,-9.031290,7.780000,16.810000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0003_6930-81414-0004__T2__NBASIC__6930.wav
2094-142345-0009_8455-210777-0035__T1__NBASIC__2094,2094,8455,1.006093,13.050000,12.050000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0009_8455-210777-0035__T1__NBASIC__2094.wav
2094-142345-0009_8455-210777-0035__T2__NBASIC__8455,8455,2094,-0.688626,12.030000,12.710000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0009_8455-210777-0035__T2__NBASIC__8455.wav
2094-142345-0011_1580-141083-0001__T2__NBASIC__1580,1580,2094,2.371820,14.790000,12.410000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0011_1580-141083-0001__T2__NBASIC__1580.wav
2094-142345-0011_1580-141083-0001__T1__NBASIC__2094,2094,1580,-2.274030,12.470000,14.750000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0011_1580-141083-0001__T1__NBASIC__2094.wav
2094-142345-0012_4446-2275-0026__T1__NBASIC__2094,2094,4446,0.798407,11.180000,10.380000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0012_4446-2275-0026__T1__NBASIC__2094.wav
2094-142345-0012_4446-2275-0026__T2__NBASIC__4446,4446,2094,-0.834831,9.770000,10.600000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0012_4446-2275-0026__T2__NBASIC__4446.wav
2094-142345-0018_1320-122617-0018__T2__NBASIC__1320,1320,2094,0.447789,14.720000,14.280000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0018_1320-122617-0018__T2__NBASIC__1320.wav
2094-142345-0018_1320-122617-0018__T1__NBASIC__2094,2094,1320,-0.355494,10.180000,10.530000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0018_1320-122617-0018__T1__NBASIC__2094.wav
2094-142345-0023_4507-16021-0002__T1__NBASIC__2094,2094,4507,-2.295579,10.440000,12.740000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0023_4507-16021-0002__T1__NBASIC__2094.wav
2094-142345-0023_4507-16021-0002__T2__NBASIC__4507,4507,2094,3.311517,12.800000,9.490000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0023_4507-16021-0002__T2__NBASIC__4507.wav
2094-142345-0027_260-123288-0007__T1__NBASIC__2094,2094,260,-1.200139,11.830000,13.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0027_260-123288-0007__T1__NBASIC__2094.wav
2094-142345-0027_260-123288-0007__T2__NBASIC__260,260,2094,1.170740,13.900000,12.740000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0027_260-123288-0007__T2__NBASIC__260.wav
2094-142345-0028_8455-210777-0038__T1__NBASIC__2094,2094,8455,3.405633,15.210000,11.810000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0028_8455-210777-0038__T1__NBASIC__2094.wav
2094-142345-0028_8455-210777-0038__T2__NBASIC__8455,8455,2094,-3.436982,13.120000,16.560000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0028_8455-210777-0038__T2__NBASIC__8455.wav
2094-142345-0029_1995-1837-0012__T2__NBASIC__1995,1995,2094,-0.767383,11.670000,12.430000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0029_1995-1837-0012__T2__NBASIC__1995.wav
2094-142345-0029_1995-1837-0012__T1__NBASIC__2094,2094,1995,0.718778,-16.240000,-16.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0029_1995-1837-0012__T1__NBASIC__2094.wav
2094-142345-0030_5142-36377-0009__T1__NBASIC__2094,2094,5142,-2.295993,6.720000,9.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0030_5142-36377-0009__T1__NBASIC__2094.wav
2094-142345-0030_5142-36377-0009__T2__NBASIC__5142,5142,2094,2.167942,4.710000,2.540000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0030_5142-36377-0009__T2__NBASIC__5142.wav
2094-142345-0032_1284-1180-0025__T2__NBASIC__1284,1284,2094,6.875212,16.130000,9.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0032_1284-1180-0025__T2__NBASIC__1284.wav
2094-142345-0032_1284-1180-0025__T1__NBASIC__2094,2094,1284,-6.912920,-18.380000,-11.470000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0032_1284-1180-0025__T1__NBASIC__2094.wav
2094-142345-0034_4507-16021-0051__T1__NBASIC__2094,2094,4507,-4.699529,11.430000,16.130000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0034_4507-16021-0051__T1__NBASIC__2094.wav
2094-142345-0034_4507-16021-0051__T2__NBASIC__4507,4507,2094,4.706779,16.520000,11.810000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0034_4507-16021-0051__T2__NBASIC__4507.wav
2094-142345-0035_4507-16021-0022__T1__NBASIC__2094,2094,4507,4.881989,13.910000,9.030000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0035_4507-16021-0022__T1__NBASIC__2094.wav
2094-142345-0035_4507-16021-0022__T2__NBASIC__4507,4507,2094,-5.184604,8.690000,13.880000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0035_4507-16021-0022__T2__NBASIC__4507.wav
2094-142345-0039_6930-75918-0001__T1__NBASIC__2094,2094,6930,-3.326242,10.560000,13.890000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0039_6930-75918-0001__T1__NBASIC__2094.wav
2094-142345-0039_6930-75918-0001__T2__NBASIC__6930,6930,2094,3.184103,14.180000,11.000000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0039_6930-75918-0001__T2__NBASIC__6930.wav
2094-142345-0050_8463-287645-0006__T1__NBASIC__2094,2094,8463,-2.210566,9.670000,11.880000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0050_8463-287645-0006__T1__NBASIC__2094.wav
2094-142345-0050_8463-287645-0006__T2__NBASIC__8463,8463,2094,2.104537,-16.000000,-18.110000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0050_8463-287645-0006__T2__NBASIC__8463.wav
2094-142345-0053_4992-23283-0008__T1__NBASIC__2094,2094,4992,4.137887,10.850000,6.710000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0053_4992-23283-0008__T1__NBASIC__2094.wav
2094-142345-0053_4992-23283-0008__T2__NBASIC__4992,4992,2094,-4.590052,7.840000,12.440000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0053_4992-23283-0008__T2__NBASIC__4992.wav
2094-142345-0059_237-126133-0024__T1__NBASIC__2094,2094,237,4.534344,15.890000,11.360000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0059_237-126133-0024__T1__NBASIC__2094.wav
2094-142345-0059_237-126133-0024__T2__NBASIC__237,237,2094,-4.431103,10.570000,15.000000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2094-142345-0059_237-126133-0024__T2__NBASIC__237.wav
2300-131720-0000_3570-5694-0000__T1__NBASIC__2300,2300,3570,4.306059,14.500000,10.200000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0000_3570-5694-0000__T1__NBASIC__2300.wav
2300-131720-0000_3570-5694-0000__T2__NBASIC__3570,3570,2300,-4.232428,11.480000,15.710000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0000_3570-5694-0000__T2__NBASIC__3570.wav
2300-131720-0001_5683-32879-0012__T1__NBASIC__2300,2300,5683,2.780015,15.800000,13.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0001_5683-32879-0012__T1__NBASIC__2300.wav
2300-131720-0001_5683-32879-0012__T2__NBASIC__5683,5683,2300,-2.780146,12.630000,15.410000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0001_5683-32879-0012__T2__NBASIC__5683.wav
2300-131720-0002_8455-210777-0036__T1__NBASIC__2300,2300,8455,3.849898,14.320000,10.470000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0002_8455-210777-0036__T1__NBASIC__2300.wav
2300-131720-0002_8455-210777-0036__T2__NBASIC__8455,8455,2300,-3.834891,11.240000,15.080000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0002_8455-210777-0036__T2__NBASIC__8455.wav
2300-131720-0003_672-122797-0055__T1__NBASIC__2300,2300,672,1.661885,12.770000,11.110000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0003_672-122797-0055__T1__NBASIC__2300.wav
2300-131720-0003_672-122797-0055__T2__NBASIC__672,672,2300,-1.732079,9.480000,11.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0003_672-122797-0055__T2__NBASIC__672.wav
2300-131720-0006_8455-210777-0043__T1__NBASIC__2300,2300,8455,4.651178,9.080000,4.430000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0006_8455-210777-0043__T1__NBASIC__2300.wav
2300-131720-0006_8455-210777-0043__T2__NBASIC__8455,8455,2300,-4.862591,9.090000,13.950000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0006_8455-210777-0043__T2__NBASIC__8455.wav
2300-131720-0007_8224-274384-0007__T1__NBASIC__2300,2300,8224,3.691670,13.070000,9.380000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0007_8224-274384-0007__T1__NBASIC__2300.wav
2300-131720-0007_8224-274384-0007__T2__NBASIC__8224,8224,2300,-3.407867,-2.560000,0.840000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0007_8224-274384-0007__T2__NBASIC__8224.wav
2300-131720-0009_908-157963-0010__T1__NBASIC__2300,2300,908,2.551759,12.140000,9.590000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0009_908-157963-0010__T1__NBASIC__2300.wav
2300-131720-0009_908-157963-0010__T2__NBASIC__908,908,2300,-2.292796,7.440000,9.730000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0009_908-157963-0010__T2__NBASIC__908.wav
2300-131720-0010_8230-279154-0013__T1__NBASIC__2300,2300,8230,3.090159,11.080000,7.990000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0010_8230-279154-0013__T1__NBASIC__2300.wav
2300-131720-0010_8230-279154-0013__T2__NBASIC__8230,8230,2300,-3.046036,8.090000,11.140000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0010_8230-279154-0013__T2__NBASIC__8230.wav
2300-131720-0018_1188-133604-0018__T2__NBASIC__1188,1188,2300,-5.168139,4.460000,9.630000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0018_1188-133604-0018__T2__NBASIC__1188.wav
2300-131720-0018_1188-133604-0018__T1__NBASIC__2300,2300,1188,5.042432,8.620000,3.570000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0018_1188-133604-0018__T1__NBASIC__2300.wav
2300-131720-0020_61-70968-0061__T1__NBASIC__2300,2300,61,3.977865,11.570000,7.590000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0020_61-70968-0061__T1__NBASIC__2300.wav
2300-131720-0020_61-70968-0061__T2__NBASIC__61,61,2300,-4.142513,7.030000,11.170000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/context_ft13/est_wavs/2300-131720-0020_61-70968-0061__T2__NBASIC__61.wav
