key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
4077-13754-0001_5142-33396-0065__T2__5142-5142-33396-0065__HSIMV2__4970-4970-29095-0022__SIRm3,5142,4970,8,0.0,0.125,0.0,0.0,0.0,59.367815902179395,27.388013241919584
6930-76324-0027_5683-32879-0011__T2__5683-5683-32879-0011__HSIMV2__237-237-134500-0012__SIRm3,5683,237,17,0.0,0.11764705882352941,0.0,0.0,0.0,49.50188719568696,23.410414410190604
1188-133604-0025_4992-23283-0016__T2__4992-4992-23283-0016__HSIMV2__4446-4446-2275-0021__SIRm3,4992,4446,7,0.0,0.0,0.0,0.0,0.0,45.71942775271886,16.562393542941898
5683-32866-0012_121-121726-0001__T2__121-121-121726-0001__HSIMV2__237-237-134500-0040__SIRm3,121,237,6,0.0,1.0,0.0,0.0,0.0,55.49725806842816,27.3646600770848
1995-1837-0025_5142-36377-0017__T2__5142-5142-36377-0017__HSIMV2__4970-4970-29093-0013__SIRm3,5142,4970,8,0.25,0.125,0.125,0.0,0.0,53.71117633867917,21.906700078351243
2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__HSIMV2__4970-4970-29095-0020__SIRm3,8555,4970,10,0.0,0.2,0.0,0.3,0.0,27.05285573169017,3.3982196132308227
5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__HSIMV2__3729-3729-6852-0002__SIRm3,4507,3729,5,0.2,0.0,0.0,0.0,0.0,49.692440877258875,16.006572425332088
3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__HSIMV2__260-260-123288-0016__SIRm3,672,260,6,0.0,0.0,0.0,0.0,0.0,55.96262586251367,22.574028727418188
2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__HSIMV2__5683-5683-32866-0024__SIRm3,237,5683,6,0.16666666666666666,0.0,0.0,0.0,0.0,58.735418362444484,18.571968590516946
2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__HSIMV2__1284-1284-134647-0004__SIRm3,4446,1284,14,1.0,1.0,1.0,1.0,1.0,-54.486237872553666,-32.76894497398553
121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__HSIMV2__5105-5105-28240-0000__SIRm3,7021,5105,9,0.3333333333333333,0.0,0.0,0.0,0.0,45.105009589445544,20.2013463843374
1320-122617-0025_260-123440-0019__T2__260-260-123440-0019__HSIMV2__672-672-122797-0068__SIRm3,260,672,7,0.14285714285714285,0.0,0.0,0.0,0.0,43.33693743657708,16.988006322528822
2961-961-0007_6930-76324-0016__T2__6930-6930-76324-0016__HSIMV2__260-260-123286-0030__SIRm3,6930,260,14,0.07142857142857142,0.0,0.0,0.0,0.0,49.92581072793107,15.849555185794111
3729-6852-0038_8463-294828-0003__T2__8463-8463-294828-0003__HSIMV2__4992-4992-23283-0020__SIRm3,8463,4992,17,0.0,0.0,0.0,0.0,0.0,43.621647050663675,18.44323001068352
4992-41806-0016_8230-279154-0023__T2__8230-8230-279154-0023__HSIMV2__61-61-70968-0054__SIRm3,8230,61,11,0.0,0.0,0.0,0.0,0.0,53.89670841743077,19.56037350124576
8555-284447-0001_4077-13751-0003__T2__4077-4077-13751-0003__HSIMV2__8455-8455-210777-0024__SIRm3,4077,8455,14,0.0,0.0,0.0,0.0,0.0,44.69200515103718,18.00320835677497
260-123286-0015_237-134493-0001__T2__237-237-134493-0001__HSIMV2__5683-5683-32879-0013__SIRm3,237,5683,13,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.15384615384615385,29.063376765099182,2.4516903662385303
1580-141083-0006_7176-88083-0024__T2__7176-7176-88083-0024__HSIMV2__61-61-70968-0025__SIRm3,7176,61,7,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,23.89540713907441,7.392315880471427
260-123286-0005_237-126133-0000__T2__237-237-126133-0000__HSIMV2__5683-5683-32866-0018__SIRm3,237,5683,9,0.0,0.1111111111111111,0.0,0.0,0.0,56.79513672158098,23.90613933210805
4446-2271-0021_4970-29093-0013__T2__4970-4970-29093-0013__HSIMV2__6829-6829-68769-0017__SIRm3,4970,6829,6,0.0,0.0,0.0,0.0,0.0,53.7784243794988,21.826327140207503
5105-28233-0005_4446-2275-0013__T2__4446-4446-2275-0013__HSIMV2__1284-1284-1180-0018__SIRm3,4446,1284,6,0.0,0.0,0.0,0.0,0.0,46.04442224552508,21.130146787347613
1188-133604-0022_1221-135767-0019__T2__1221-1221-135767-0019__HSIMV2__4992-4992-41806-0011__SIRm3,1221,4992,6,0.0,0.0,0.0,0.0,0.0,65.34773435194654,21.77238426337702
1221-135766-0014_3729-6852-0011__T2__3729-3729-6852-0011__HSIMV2__4507-4507-16021-0018__SIRm3,3729,4507,5,0.0,0.0,0.0,0.0,0.0,40.28554443208526,15.186426191053052
1221-135766-0013_1284-1181-0013__T2__1284-1284-1181-0013__HSIMV2__4446-4446-2273-0015__SIRm3,1284,4446,8,0.0,0.0,0.0,0.0,0.0,60.880549981624114,21.813912604354165
121-123852-0004_7176-92135-0002__T2__7176-7176-92135-0002__HSIMV2__61-61-70970-0040__SIRm3,7176,61,5,0.2,0.0,0.0,0.0,0.0,49.93018886144439,17.918737234037476
2094-142345-0011_1580-141083-0001__T2__1580-1580-141083-0001__HSIMV2__237-237-134500-0018__SIRm3,1580,237,19,0.3157894736842105,0.0,0.0,0.0,0.0,56.57956568011451,25.524613150034966
61-70970-0000_121-121726-0002__T2__121-121-121726-0002__HSIMV2__237-237-134500-0040__SIRm3,121,237,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,45.582370409028705,16.050785188477803
7021-79730-0004_2830-3980-0009__T2__2830-2830-3980-0009__HSIMV2__1188-1188-133604-0016__SIRm3,2830,1188,6,1.0,1.0,1.0,1.0,1.0,-45.12063537531639,-30.80756694002857
61-70970-0028_2300-131720-0013__T2__2300-2300-131720-0013__HSIMV2__61-61-70968-0033__SIRm3,2300,61,10,0.1,0.0,0.0,0.0,0.0,53.82403168025938,19.456967423497616
7021-85628-0018_4507-16021-0039__T2__4507-4507-16021-0039__HSIMV2__3729-3729-6852-0046__SIRm3,4507,3729,24,0.20833333333333334,0.0,0.0,0.0,0.0,41.95286415261662,16.52329447132287
1580-141083-0041_8463-294828-0011__T2__8463-8463-294828-0011__HSIMV2__4992-4992-41797-0009__SIRm3,8463,4992,6,0.0,0.0,0.0,0.0,0.0,55.92780112850702,21.478981678879634
1580-141083-0038_4077-13754-0009__T2__4077-4077-13754-0009__HSIMV2__8455-8455-210777-0060__SIRm3,4077,8455,13,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,45.446587472833635,17.18852209479018
5639-40744-0033_4446-2273-0035__T2__4446-4446-2273-0035__HSIMV2__1284-1284-1181-0002__SIRm3,4446,1284,6,0.0,0.0,0.0,0.0,0.0,51.16593743240541,21.367778706258527
4446-2271-0014_3570-5694-0003__T2__3570-3570-5694-0003__HSIMV2__4507-4507-16021-0009__SIRm3,3570,4507,21,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,50.8437581873138,20.1714103690116
1995-1837-0027_4970-29095-0022__T2__4970-4970-29095-0022__HSIMV2__6829-6829-68771-0016__SIRm3,4970,6829,8,0.25,0.0,0.0,0.0,0.0,64.8598501237228,25.358837999884813
4446-2275-0008_2300-131720-0032__T2__2300-2300-131720-0032__HSIMV2__61-61-70970-0019__SIRm3,2300,61,6,0.0,0.0,0.0,0.0,0.0,43.9257307808406,17.444151763596924
4446-2273-0019_8555-284447-0022__T2__8555-8555-284447-0022__HSIMV2__4970-4970-29093-0022__SIRm3,8555,4970,6,0.0,0.0,0.0,0.0,0.0,43.483385099940364,16.919409007228907
3729-6852-0009_8455-210777-0059__T2__8455-8455-210777-0059__HSIMV2__1320-1320-122617-0034__SIRm3,8455,1320,10,0.0,0.1,0.0,0.0,0.0,46.736642688088786,20.49558643262677
8455-210777-0020_61-70968-0054__T2__61-61-70968-0054__HSIMV2__8230-8230-279154-0010__SIRm3,61,8230,14,0.07142857142857142,0.0,0.0,0.0,0.0,53.29560399620558,19.826270966963456
7729-102255-0023_61-70968-0033__T2__61-61-70968-0033__HSIMV2__8230-8230-279154-0015__SIRm3,61,8230,10,0.1,0.0,0.0,0.0,0.0,50.9387580814256,20.67739606835035
8463-287645-0002_260-123440-0015__T2__260-260-123440-0015__HSIMV2__672-672-122797-0001__SIRm3,260,672,10,0.0,0.0,0.0,0.0,0.0,53.35167802982727,18.72104076011524
6829-68771-0029_4992-41797-0011__T2__4992-4992-41797-0011__HSIMV2__4446-4446-2273-0018__SIRm3,4992,4446,5,0.0,0.0,0.0,0.0,0.0,54.18615402431383,21.18245785894417
260-123440-0017_7729-102255-0008__T2__7729-7729-102255-0008__HSIMV2__7176-7176-88083-0018__SIRm3,7729,7176,19,0.0,0.10526315789473684,0.0,0.0,0.0,44.19007871161088,18.386276694403147
260-123440-0011_1320-122617-0016__T2__1320-1320-122617-0016__HSIMV2__5105-5105-28240-0000__SIRm3,1320,5105,9,0.2222222222222222,0.0,0.0,0.0,0.0,44.70857439191306,17.85675571730758
8463-294828-0009_3570-5694-0015__T2__3570-3570-5694-0015__HSIMV2__4507-4507-16021-0039__SIRm3,3570,4507,15,0.0,0.13333333333333333,0.0,0.0,0.0,48.2750076631493,19.287027827375788
260-123286-0030_3729-6852-0004__T2__3729-3729-6852-0004__HSIMV2__4507-4507-16021-0040__SIRm3,3729,4507,6,0.5,0.0,0.0,0.0,0.0,46.131746449752846,18.21398150200785
