key,target_spk,interferer_spk,mix_sisnr,est_sisnr,sisnr_i,est_path
1320-122612-0000_6829-68769-0000__T2__NBASIC__6829,6829,1320,-0.970165,12.750000,13.720000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0000_6829-68769-0000__T2__NBASIC__6829.wav
1320-122612-0002_4507-16021-0038__T1__NBASIC__1320,1320,4507,8.388398,22.200000,13.840000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0002_4507-16021-0038__T1__NBASIC__1320.wav
1320-122612-0002_4507-16021-0038__T2__NBASIC__4507,4507,1320,-8.327737,13.650000,21.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0002_4507-16021-0038__T2__NBASIC__4507.wav
1320-122612-0003_7176-88083-0025__T1__NBASIC__1320,1320,7176,-7.237822,5.180000,12.420000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0003_7176-88083-0025__T1__NBASIC__1320.wav
1320-122612-0003_7176-88083-0025__T2__NBASIC__7176,7176,1320,7.368957,14.780000,7.400000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0003_7176-88083-0025__T2__NBASIC__7176.wav
1320-122612-0006_4446-2271-0018__T1__NBASIC__1320,1320,4446,-0.127387,14.730000,14.850000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0006_4446-2271-0018__T1__NBASIC__1320.wav
1320-122612-0006_4446-2271-0018__T2__NBASIC__4446,4446,1320,0.399177,0.890000,0.490000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0006_4446-2271-0018__T2__NBASIC__4446.wav
1320-122612-0007_2300-131720-0005__T1__NBASIC__1320,1320,2300,2.884755,-3.170000,-6.060000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0007_2300-131720-0005__T1__NBASIC__1320.wav
1320-122612-0007_2300-131720-0005__T2__NBASIC__2300,2300,1320,-2.559780,9.160000,11.720000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0007_2300-131720-0005__T2__NBASIC__2300.wav
1320-122612-0010_3570-5695-0003__T1__NBASIC__1320,1320,3570,-1.413330,13.250000,14.670000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0010_3570-5695-0003__T1__NBASIC__1320.wav
1320-122612-0010_3570-5695-0003__T2__NBASIC__3570,3570,1320,1.524992,14.770000,13.240000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0010_3570-5695-0003__T2__NBASIC__3570.wav
1320-122612-0013_908-157963-0025__T1__NBASIC__1320,1320,908,-0.223476,10.730000,10.950000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0013_908-157963-0025__T1__NBASIC__1320.wav
1320-122612-0013_908-157963-0025__T2__NBASIC__908,908,1320,0.088360,-0.690000,-0.770000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0013_908-157963-0025__T2__NBASIC__908.wav
1320-122612-0014_908-31957-0016__T1__NBASIC__1320,1320,908,-4.577030,4.830000,9.400000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0014_908-31957-0016__T1__NBASIC__1320.wav
1320-122612-0014_908-31957-0016__T2__NBASIC__908,908,1320,4.684348,13.400000,8.730000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0014_908-31957-0016__T2__NBASIC__908.wav
1320-122612-0015_6829-68771-0018__T1__NBASIC__1320,1320,6829,-2.946637,10.450000,13.400000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0015_6829-68771-0018__T1__NBASIC__1320.wav
1320-122612-0015_6829-68771-0018__T2__NBASIC__6829,6829,1320,3.106764,14.530000,11.420000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122612-0015_6829-68771-0018__T2__NBASIC__6829.wav
1320-122617-0003_1580-141084-0014__T1__NBASIC__1320,1320,1580,7.890112,17.250000,9.370000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0003_1580-141084-0014__T1__NBASIC__1320.wav
1320-122617-0003_1580-141084-0014__T2__NBASIC__1580,1580,1320,-7.980983,8.670000,16.650000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0003_1580-141084-0014__T2__NBASIC__1580.wav
1320-122617-0004_7127-75946-0003__T1__NBASIC__1320,1320,7127,4.114800,12.240000,8.130000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0004_7127-75946-0003__T1__NBASIC__1320.wav
1320-122617-0004_7127-75946-0003__T2__NBASIC__7127,7127,1320,-4.291072,7.030000,11.320000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0004_7127-75946-0003__T2__NBASIC__7127.wav
1320-122617-0005_3729-6852-0014__T1__NBASIC__1320,1320,3729,1.373644,13.950000,12.570000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0005_3729-6852-0014__T1__NBASIC__1320.wav
1320-122617-0005_3729-6852-0014__T2__NBASIC__3729,3729,1320,-1.293148,12.640000,13.940000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0005_3729-6852-0014__T2__NBASIC__3729.wav
1320-122617-0006_5105-28240-0001__T1__NBASIC__1320,1320,5105,3.248020,12.110000,8.870000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0006_5105-28240-0001__T1__NBASIC__1320.wav
1320-122617-0006_5105-28240-0001__T2__NBASIC__5105,5105,1320,-2.949116,7.930000,10.880000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0006_5105-28240-0001__T2__NBASIC__5105.wav
1320-122617-0008_1221-135767-0021__T2__NBASIC__1221,1221,1320,1.820783,14.770000,12.950000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0008_1221-135767-0021__T2__NBASIC__1221.wav
1320-122617-0008_1221-135767-0021__T1__NBASIC__1320,1320,1221,-1.942485,12.570000,14.510000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0008_1221-135767-0021__T1__NBASIC__1320.wav
1320-122617-0011_7127-75947-0003__T1__NBASIC__1320,1320,7127,-1.114749,11.680000,12.790000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0011_7127-75947-0003__T1__NBASIC__1320.wav
1320-122617-0011_7127-75947-0003__T2__NBASIC__7127,7127,1320,1.144069,10.510000,9.370000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0011_7127-75947-0003__T2__NBASIC__7127.wav
1320-122617-0012_4446-2273-0007__T1__NBASIC__1320,1320,4446,3.147609,14.980000,11.850000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0012_4446-2273-0007__T1__NBASIC__1320.wav
1320-122617-0012_4446-2273-0007__T2__NBASIC__4446,4446,1320,-2.909062,10.560000,13.450000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0012_4446-2273-0007__T2__NBASIC__4446.wav
1320-122617-0015_672-122797-0051__T1__NBASIC__1320,1320,672,-0.332311,11.180000,11.520000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0015_672-122797-0051__T1__NBASIC__1320.wav
1320-122617-0015_672-122797-0051__T2__NBASIC__672,672,1320,0.300454,-16.430000,-16.730000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0015_672-122797-0051__T2__NBASIC__672.wav
1320-122617-0020_6930-76324-0028__T1__NBASIC__1320,1320,6930,2.458610,14.920000,12.450000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0020_6930-76324-0028__T1__NBASIC__1320.wav
1320-122617-0020_6930-76324-0028__T2__NBASIC__6930,6930,1320,-2.454425,12.010000,14.470000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0020_6930-76324-0028__T2__NBASIC__6930.wav
1320-122617-0025_260-123440-0019__T1__NBASIC__1320,1320,260,-3.287646,8.070000,11.360000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0025_260-123440-0019__T1__NBASIC__1320.wav
1320-122617-0025_260-123440-0019__T2__NBASIC__260,260,1320,3.441232,9.750000,6.310000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0025_260-123440-0019__T2__NBASIC__260.wav
1320-122617-0027_1580-141084-0048__T1__NBASIC__1320,1320,1580,-5.016033,11.150000,16.160000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0027_1580-141084-0048__T1__NBASIC__1320.wav
1320-122617-0027_1580-141084-0048__T2__NBASIC__1580,1580,1320,5.196374,17.280000,12.090000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0027_1580-141084-0048__T2__NBASIC__1580.wav
1320-122617-0030_1089-134686-0013__T2__NBASIC__1089,1089,1320,1.964284,12.330000,10.370000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0030_1089-134686-0013__T2__NBASIC__1089.wav
1320-122617-0030_1089-134686-0013__T1__NBASIC__1320,1320,1089,-1.713650,9.560000,11.270000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0030_1089-134686-0013__T1__NBASIC__1320.wav
1320-122617-0033_4507-16021-0018__T1__NBASIC__1320,1320,4507,1.306215,14.670000,13.360000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0033_4507-16021-0018__T1__NBASIC__1320.wav
1320-122617-0033_4507-16021-0018__T2__NBASIC__4507,4507,1320,-1.429203,12.780000,14.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0033_4507-16021-0018__T2__NBASIC__4507.wav
1320-122617-0035_121-121726-0009__T2__NBASIC__121,121,1320,-10.037375,8.280000,18.320000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0035_121-121726-0009__T2__NBASIC__121.wav
1320-122617-0035_121-121726-0009__T1__NBASIC__1320,1320,121,10.144547,19.380000,9.230000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0035_121-121726-0009__T1__NBASIC__1320.wav
1320-122617-0036_237-134493-0012__T1__NBASIC__1320,1320,237,3.177197,14.750000,11.580000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0036_237-134493-0012__T1__NBASIC__1320.wav
1320-122617-0036_237-134493-0012__T2__NBASIC__237,237,1320,-2.972480,10.630000,13.600000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0036_237-134493-0012__T2__NBASIC__237.wav
1320-122617-0037_3570-5695-0009__T1__NBASIC__1320,1320,3570,6.263240,18.570000,12.300000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0037_3570-5695-0009__T1__NBASIC__1320.wav
1320-122617-0037_3570-5695-0009__T2__NBASIC__3570,3570,1320,-6.316156,11.730000,18.050000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0037_3570-5695-0009__T2__NBASIC__3570.wav
1320-122617-0040_8224-274381-0007__T1__NBASIC__1320,1320,8224,-3.649644,8.310000,11.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0040_8224-274381-0007__T1__NBASIC__1320.wav
1320-122617-0040_8224-274381-0007__T2__NBASIC__8224,8224,1320,3.680903,12.800000,9.120000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1320-122617-0040_8224-274381-0007__T2__NBASIC__8224.wav
1580-141083-0006_7176-88083-0024__T1__NBASIC__1580,1580,7176,-1.241054,12.310000,13.560000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0006_7176-88083-0024__T1__NBASIC__1580.wav
1580-141083-0006_7176-88083-0024__T2__NBASIC__7176,7176,1580,1.166672,13.100000,11.920000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0006_7176-88083-0024__T2__NBASIC__7176.wav
1580-141083-0008_5142-33396-0056__T1__NBASIC__1580,1580,5142,1.435932,14.930000,13.500000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0008_5142-33396-0056__T1__NBASIC__1580.wav
1580-141083-0008_5142-33396-0056__T2__NBASIC__5142,5142,1580,-1.466391,11.660000,13.130000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0008_5142-33396-0056__T2__NBASIC__5142.wav
1580-141083-0015_1995-1836-0008__T1__NBASIC__1580,1580,1995,-0.206203,13.240000,13.440000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0015_1995-1836-0008__T1__NBASIC__1580.wav
1580-141083-0015_1995-1836-0008__T2__NBASIC__1995,1995,1580,0.429084,12.990000,12.560000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0015_1995-1836-0008__T2__NBASIC__1995.wav
1580-141083-0016_61-70968-0024__T1__NBASIC__1580,1580,61,3.532948,9.240000,5.700000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0016_61-70968-0024__T1__NBASIC__1580.wav
1580-141083-0016_61-70968-0024__T2__NBASIC__61,61,1580,-3.495915,7.080000,10.580000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0016_61-70968-0024__T2__NBASIC__61.wav
1580-141083-0020_5105-28241-0008__T1__NBASIC__1580,1580,5105,-6.361904,8.420000,14.780000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0020_5105-28241-0008__T1__NBASIC__1580.wav
1580-141083-0020_5105-28241-0008__T2__NBASIC__5105,5105,1580,6.362030,15.240000,8.870000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0020_5105-28241-0008__T2__NBASIC__5105.wav
1580-141083-0022_4446-2271-0017__T1__NBASIC__1580,1580,4446,-7.965191,11.580000,19.550000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0022_4446-2271-0017__T1__NBASIC__1580.wav
1580-141083-0022_4446-2271-0017__T2__NBASIC__4446,4446,1580,8.078584,-23.770000,-31.850000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0022_4446-2271-0017__T2__NBASIC__4446.wav
1580-141083-0023_8455-210777-0048__T1__NBASIC__1580,1580,8455,-1.203063,10.870000,12.080000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0023_8455-210777-0048__T1__NBASIC__1580.wav
1580-141083-0023_8455-210777-0048__T2__NBASIC__8455,8455,1580,1.324425,12.420000,11.100000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0023_8455-210777-0048__T2__NBASIC__8455.wav
1580-141083-0025_4446-2275-0035__T1__NBASIC__1580,1580,4446,-8.032046,6.400000,14.440000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0025_4446-2275-0035__T1__NBASIC__1580.wav
1580-141083-0025_4446-2275-0035__T2__NBASIC__4446,4446,1580,7.990934,17.220000,9.220000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0025_4446-2275-0035__T2__NBASIC__4446.wav
1580-141083-0026_1188-133604-0037__T2__NBASIC__1188,1188,1580,4.524757,17.540000,13.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0026_1188-133604-0037__T2__NBASIC__1188.wav
1580-141083-0026_1188-133604-0037__T1__NBASIC__1580,1580,1188,-4.481095,12.840000,17.320000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0026_1188-133604-0037__T1__NBASIC__1580.wav
1580-141083-0027_4077-13751-0000__T1__NBASIC__1580,1580,4077,2.128838,12.620000,10.490000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0027_4077-13751-0000__T1__NBASIC__1580.wav
1580-141083-0027_4077-13751-0000__T2__NBASIC__4077,4077,1580,-2.208538,10.010000,12.220000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0027_4077-13751-0000__T2__NBASIC__4077.wav
1580-141083-0029_237-134500-0031__T1__NBASIC__1580,1580,237,-0.980178,10.490000,11.470000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0029_237-134500-0031__T1__NBASIC__1580.wav
1580-141083-0029_237-134500-0031__T2__NBASIC__237,237,1580,0.919231,7.930000,7.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0029_237-134500-0031__T2__NBASIC__237.wav
1580-141083-0030_1995-1837-0014__T1__NBASIC__1580,1580,1995,2.943086,15.580000,12.640000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0030_1995-1837-0014__T1__NBASIC__1580.wav
1580-141083-0030_1995-1837-0014__T2__NBASIC__1995,1995,1580,-2.943260,11.600000,14.540000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0030_1995-1837-0014__T2__NBASIC__1995.wav
1580-141083-0032_672-122797-0065__T1__NBASIC__1580,1580,672,-3.879233,9.020000,12.910000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0032_672-122797-0065__T1__NBASIC__1580.wav
1580-141083-0032_672-122797-0065__T2__NBASIC__672,672,1580,3.904180,10.720000,6.810000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0032_672-122797-0065__T2__NBASIC__672.wav
1580-141083-0034_4507-16021-0017__T1__NBASIC__1580,1580,4507,-6.029308,10.050000,16.080000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0034_4507-16021-0017__T1__NBASIC__1580.wav
1580-141083-0034_4507-16021-0017__T2__NBASIC__4507,4507,1580,5.733645,16.130000,10.400000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0034_4507-16021-0017__T2__NBASIC__4507.wav
1580-141083-0035_8463-294828-0006__T1__NBASIC__1580,1580,8463,-3.366244,9.100000,12.470000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0035_8463-294828-0006__T1__NBASIC__1580.wav
1580-141083-0035_8463-294828-0006__T2__NBASIC__8463,8463,1580,3.455808,12.230000,8.780000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0035_8463-294828-0006__T2__NBASIC__8463.wav
1580-141083-0037_61-70968-0048__T1__NBASIC__1580,1580,61,0.792794,12.000000,11.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0037_61-70968-0048__T1__NBASIC__1580.wav
1580-141083-0037_61-70968-0048__T2__NBASIC__61,61,1580,-0.895507,10.990000,11.890000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0037_61-70968-0048__T2__NBASIC__61.wav
1580-141083-0038_4077-13754-0009__T1__NBASIC__1580,1580,4077,-2.798783,10.000000,12.800000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0038_4077-13754-0009__T1__NBASIC__1580.wav
1580-141083-0038_4077-13754-0009__T2__NBASIC__4077,4077,1580,2.776313,11.930000,9.150000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0038_4077-13754-0009__T2__NBASIC__4077.wav
1580-141083-0039_3729-6852-0041__T1__NBASIC__1580,1580,3729,3.024474,12.240000,9.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0039_3729-6852-0041__T1__NBASIC__1580.wav
1580-141083-0039_3729-6852-0041__T2__NBASIC__3729,3729,1580,-2.893839,11.090000,13.980000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0039_3729-6852-0041__T2__NBASIC__3729.wav
1580-141083-0040_6930-81414-0012__T1__NBASIC__1580,1580,6930,5.344254,13.650000,8.260000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0040_6930-81414-0012__T1__NBASIC__1580.wav
1580-141083-0040_6930-81414-0012__T2__NBASIC__6930,6930,1580,-5.395372,8.090000,13.540000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0040_6930-81414-0012__T2__NBASIC__6930.wav
1580-141083-0041_8463-294828-0011__T1__NBASIC__1580,1580,8463,-2.110254,6.640000,8.750000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0041_8463-294828-0011__T1__NBASIC__1580.wav
1580-141083-0041_8463-294828-0011__T2__NBASIC__8463,8463,1580,2.327039,8.730000,6.410000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0041_8463-294828-0011__T2__NBASIC__8463.wav
1580-141083-0044_8555-284449-0016__T1__NBASIC__1580,1580,8555,0.448962,10.740000,10.290000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0044_8555-284449-0016__T1__NBASIC__1580.wav
1580-141083-0044_8555-284449-0016__T2__NBASIC__8555,8555,1580,-0.386548,9.780000,10.170000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0044_8555-284449-0016__T2__NBASIC__8555.wav
1580-141083-0046_121-127105-0007__T2__NBASIC__121,121,1580,-0.619646,10.070000,10.690000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0046_121-127105-0007__T2__NBASIC__121.wav
1580-141083-0046_121-127105-0007__T1__NBASIC__1580,1580,121,0.916917,11.570000,10.650000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0046_121-127105-0007__T1__NBASIC__1580.wav
1580-141083-0046_908-157963-0012__T1__NBASIC__1580,1580,908,-4.837259,9.390000,14.230000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0046_908-157963-0012__T1__NBASIC__1580.wav
1580-141083-0046_908-157963-0012__T2__NBASIC__908,908,1580,4.950708,14.200000,9.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0046_908-157963-0012__T2__NBASIC__908.wav
1580-141083-0052_1320-122617-0022__T2__NBASIC__1320,1320,1580,4.291373,14.280000,9.990000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0052_1320-122617-0022__T2__NBASIC__1320.wav
1580-141083-0052_1320-122617-0022__T1__NBASIC__1580,1580,1320,-4.242426,9.760000,14.000000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141083-0052_1320-122617-0022__T1__NBASIC__1580.wav
1580-141084-0001_260-123286-0029__T1__NBASIC__1580,1580,260,-8.196173,6.230000,14.430000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141084-0001_260-123286-0029__T1__NBASIC__1580.wav
1580-141084-0001_260-123286-0029__T2__NBASIC__260,260,1580,8.198196,13.070000,4.870000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141084-0001_260-123286-0029__T2__NBASIC__260.wav
1580-141084-0002_4992-41797-0004__T1__NBASIC__1580,1580,4992,-0.890393,10.280000,11.170000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141084-0002_4992-41797-0004__T1__NBASIC__1580.wav
1580-141084-0002_4992-41797-0004__T2__NBASIC__4992,4992,1580,1.031574,9.870000,8.840000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141084-0002_4992-41797-0004__T2__NBASIC__4992.wav
1580-141084-0015_5105-28233-0008__T1__NBASIC__1580,1580,5105,-5.882589,8.170000,14.050000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/1580-141084-0015_5105-28233-0008__T1__NBASIC__1580.wav
