key,target_spk,interferer_spk,speaker_similarity,chunks,ecapa_mismatch_rate,sb_mismatch_rate_enroll,sb_mismatch_rate_targetref,mv_mismatch_rate_enroll,mv_mismatch_rate_targetref,ecapa_true_swap_rate,mv_true_swap_rate_enroll,mv_true_swap_rate_targetref,sb_gap_enroll_mean,sb_gap_targetref_mean
4507-16021-0045_6829-68769-0012__T1__4507-4507-16021-0045__SIM__3729-3729-6852-0009,4507,3729,0.5184850692749023,8,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0009756535291671753,0.00044742971658706665
4507-16021-0045_6829-68769-0012__T2__6829-6829-68769-0012__SIM__4970-4970-29095-0028,6829,4970,0.40176182985305786,7,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0006983024733407157,0.0009442993572780064
4970-29095-0002_672-122797-0048__T1__4970-4970-29095-0002__SIM__6829-6829-68769-0000,4970,6829,0.40176182985305786,9,0.2222222222222222,1.0,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,-0.00037681394153171114,-0.0004119740592108832
4970-29095-0002_672-122797-0048__T2__672-672-122797-0048__SIM__260-260-123288-0006,672,260,0.5427588224411011,7,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0014643924576895578,0.0011154838970729283
1320-122617-0004_4507-16021-0005__T1__1320-1320-122617-0004__SIM__5105-5105-28233-0000,1320,5105,0.49767372012138367,8,0.5,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.00029699504375457764,0.0008997842669487
1320-122617-0004_4507-16021-0005__T2__4507-4507-16021-0005__SIM__3729-3729-6852-0001,4507,3729,0.5184850692749023,7,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007881947926112584,0.000975327832358224
5142-33396-0037_4446-2271-0010__T1__5142-5142-33396-0037__SIM__4970-4970-29093-0002,5142,4970,0.3367147445678711,6,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0011983017126719158,0.001806428035100301
5142-33396-0037_4446-2271-0010__T2__4446-4446-2271-0010__SIM__4992-4992-41797-0016,4446,4992,0.4965977966785431,5,0.4,1.0,0.6,0.4,0.0,0.2,0.2,0.0,-0.0033992409706115724,-0.0003151416778564453
5105-28240-0007_1089-134686-0001__T1__5105-5105-28240-0007__SIM__1320-1320-122612-0000,5105,1320,0.49767372012138367,8,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011191219091415405,0.002325095236301422
5105-28240-0007_1089-134686-0001__T2__1089-1089-134686-0001__SIM__8230-8230-279154-0003,1089,8230,0.4516007602214813,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008545398712158203,0.0016755104064941407
260-123286-0028_4446-2273-0035__T1__260-260-123286-0028__SIM__672-672-122797-0032,260,672,0.5427588224411011,7,0.8571428571428571,0.42857142857142855,1.0,0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.00015390770775931223,-0.000605165958404541
260-123286-0028_4446-2273-0035__T2__4446-4446-2273-0035__SIM__4992-4992-41797-0010,4446,4992,0.4965977966785431,11,0.18181818181818182,1.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,-0.0009288354353471236,0.0006695877421985973
1188-133604-0029_1284-1180-0013__T1__1188-1188-133604-0029__SIM__2830-2830-3980-0001,1188,2830,0.48153555393218994,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007346868515014648,0.0025254289309183755
1188-133604-0029_1284-1180-0013__T2__1284-1284-1180-0013__SIM__4446-4446-2271-0008,1284,4446,0.4268406331539154,6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0026510953903198242,-0.0010123153527577717
3570-5695-0008_7021-79759-0003__T1__3570-3570-5695-0008__SIM__2961-2961-961-0008,3570,2961,0.5091915130615234,12,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006546874841054281,0.001648371418317159
3570-5695-0008_7021-79759-0003__T2__7021-7021-79759-0003__SIM__5105-5105-28240-0012,7021,5105,0.4939168095588684,8,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,-0.0005352944135665894,0.0006416067481040955
5105-28240-0015_2094-142345-0029__T1__5105-5105-28240-0015__SIM__1320-1320-122612-0011,5105,1320,0.49767372012138367,16,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0003456324338912964,0.0010352954268455505
5105-28240-0015_2094-142345-0029__T2__2094-2094-142345-0029__SIM__1995-1995-1837-0004,2094,1995,0.399920254945755,11,0.2727272727272727,0.8181818181818182,1.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,-0.0001937909559770064,-0.0010429620742797852
1580-141083-0046_7021-79730-0005__T1__1580-1580-141083-0046__SIM__4446-4446-2273-0023,1580,4446,0.42495131492614746,6,0.5,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.00023626287778218588,0.0013531148433685303
1580-141083-0046_7021-79730-0005__T2__7021-7021-79730-0005__SIM__5105-5105-28240-0017,7021,5105,0.4939168095588684,10,0.2,1.0,0.6,0.2,0.2,0.0,0.0,0.0,-0.0015400707721710204,-2.7596950531005858e-06
4077-13751-0013_4970-29095-0024__T1__4077-4077-13751-0013__SIM__8455-8455-210777-0028,4077,8455,0.3561401963233948,6,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0003071526686350505,0.001306454340616862
4077-13751-0013_4970-29095-0024__T2__4970-4970-29095-0024__SIM__6829-6829-68771-0023,4970,6829,0.40176182985305786,9,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008299085828993055,0.0027712715996636283
7127-75946-0016_7176-92135-0006__T1__7127-7127-75946-0016__SIM__8455-8455-210777-0014,7127,8455,0.42511478066444397,7,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,-0.00012906108583722795,0.0008409449032374791
7127-75946-0016_7176-92135-0006__T2__7176-7176-92135-0006__SIM__61-61-70968-0034,7176,61,0.5299987196922302,7,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,-9.046282087053572e-05,0.00044074228831699917
61-70970-0022_237-134500-0034__T1__61-61-70970-0022__SIM__7176-7176-88083-0001,61,7176,0.5299987196922302,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007894933223724365,0.0012231071790059407
61-70970-0022_237-134500-0034__T2__237-237-134500-0034__SIM__5683-5683-32865-0017,237,5683,0.47831958532333374,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010881781578063964,0.0032721400260925294
61-70970-0030_1320-122617-0020__T1__61-61-70970-0030__SIM__7176-7176-92135-0014,61,7176,0.5299987196922302,5,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,-9.725093841552734e-05,0.0002959728240966797
61-70970-0030_1320-122617-0020__T2__1320-1320-122617-0020__SIM__5105-5105-28241-0016,1320,5105,0.49767372012138367,11,0.2727272727272727,0.6363636363636364,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,-8.896806023337625e-05,0.0010416399348865855
6930-76324-0016_4970-29095-0018__T1__6930-6930-76324-0016__SIM__260-260-123286-0004,6930,260,0.45737409591674805,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025745034217834473,0.0029693722724914553
6930-76324-0016_4970-29095-0018__T2__4970-4970-29095-0018__SIM__6829-6829-68769-0021,4970,6829,0.40176182985305786,14,0.35714285714285715,0.6428571428571429,0.5,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,-3.49879264831543e-05,7.677929741995675e-05
2830-3980-0006_7127-75946-0014__T1__2830-2830-3980-0006__SIM__1188-1188-133604-0014,2830,1188,0.48153555393218994,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.000578463077545166,0.0007579667227608817
2830-3980-0006_7127-75946-0014__T2__7127-7127-75946-0014__SIM__8455-8455-210777-0030,7127,8455,0.42511478066444397,19,0.10526315789473684,0.5263157894736842,0.5789473684210527,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0001050014244882684,-3.9094372799522e-05
237-126133-0004_8455-210777-0033__T1__237-237-126133-0004__SIM__5683-5683-32879-0007,237,5683,0.47831958532333374,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002569997310638428,0.0040587902069091795
237-126133-0004_8455-210777-0033__T2__8455-8455-210777-0033__SIM__1320-1320-122617-0022,8455,1320,0.4503328502178192,6,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,-0.0003398756186167399,0.0005645155906677246
5142-36377-0004_61-70970-0002__T1__5142-5142-36377-0004__SIM__4970-4970-29093-0012,5142,4970,0.3367147445678711,9,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012149612108866374,0.002241565121544732
5142-36377-0004_61-70970-0002__T2__61-61-70970-0002__SIM__7176-7176-92135-0044,61,7176,0.5299987196922302,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011587228093828475,0.0015698075294494629
1320-122612-0007_8463-287645-0013__T1__1320-1320-122612-0007__SIM__5105-5105-28241-0003,1320,5105,0.49767372012138367,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030527512232462567,0.0008975664774576823
1320-122612-0007_8463-287645-0013__T2__8463-8463-287645-0013__SIM__4992-4992-23283-0000,8463,4992,0.41076433658599854,12,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,-0.0016993234554926555,-0.0012973447640736897
6829-68769-0003_1188-133604-0040__T1__6829-6829-68769-0003__SIM__4970-4970-29093-0018,6829,4970,0.40176182985305786,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019614100456237793,0.0020076632499694824
6829-68769-0003_1188-133604-0040__T2__1188-1188-133604-0040__SIM__2830-2830-3980-0047,1188,2830,0.48153555393218994,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016721248626708984,0.002263474464416504
237-134500-0015_1089-134691-0004__T1__237-237-134500-0015__SIM__5683-5683-32866-0014,237,5683,0.47831958532333374,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014322400093078613,0.0016919175783793132
237-134500-0015_1089-134691-0004__T2__1089-1089-134691-0004__SIM__8230-8230-279154-0011,1089,8230,0.4516007602214813,9,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.00037354893154568144,0.0012507836023966472
8555-284449-0006_1580-141083-0009__T1__8555-8555-284449-0006__SIM__4970-4970-29093-0007,8555,4970,0.37955009937286377,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003187457720438639,0.004236926635106404
8555-284449-0006_1580-141083-0009__T2__1580-1580-141083-0009__SIM__4446-4446-2275-0040,1580,4446,0.42495131492614746,12,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0003713369369506836,0.0008257379134496053
8455-210777-0035_7176-92135-0008__T1__8455-8455-210777-0035__SIM__1320-1320-122617-0035,8455,1320,0.4503328502178192,8,0.75,0.625,0.125,0.375,0.125,0.0,0.0,0.0,-5.669891834259033e-05,0.0008516758680343628
8455-210777-0035_7176-92135-0008__T2__7176-7176-92135-0008__SIM__61-61-70970-0002,7176,61,0.5299987196922302,7,1.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,-0.0004974092755998884,-0.00016415970666067942
7127-75946-0025_2830-3980-0020__T1__7127-7127-75946-0025__SIM__8455-8455-210777-0013,7127,8455,0.42511478066444397,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011482338110605876,0.0020313262939453125
7127-75946-0025_2830-3980-0020__T2__2830-2830-3980-0020__SIM__1188-1188-133604-0014,2830,1188,0.48153555393218994,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008042693138122558,0.0018079638481140136
1284-1181-0011_4446-2273-0036__T1__1284-1284-1181-0011__SIM__4446-4446-2275-0022,1284,4446,0.4268406331539154,5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013821125030517578,0.00259474515914917
1284-1181-0011_4446-2273-0036__T2__4446-4446-2273-0036__SIM__4992-4992-41797-0006,4446,4992,0.4965977966785431,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0004006028175354004,0.0022103548049926757
908-31957-0023_5142-33396-0065__T1__908-908-31957-0023__SIM__7021-7021-79730-0008,908,7021,0.4000934958457947,16,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014364980161190033,0.0023857206106185913
908-31957-0023_5142-33396-0065__T2__5142-5142-33396-0065__SIM__4970-4970-29095-0036,5142,4970,0.3367147445678711,9,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-0.000815186235639784,0.002010504404703776
6930-76324-0001_7729-102255-0000__T1__6930-6930-76324-0001__SIM__260-260-123288-0016,6930,260,0.45737409591674805,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023135900497436523,0.002665424346923828
6930-76324-0001_7729-102255-0000__T2__7729-7729-102255-0000__SIM__7176-7176-92135-0023,7729,7176,0.3512346148490906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005715370178222656,0.0014062762260437013
8230-279154-0014_121-123859-0003__T1__8230-8230-279154-0014__SIM__61-61-70968-0043,8230,61,0.5174779295921326,12,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001242414116859436,0.0014498581488927205
8230-279154-0014_121-123859-0003__T2__121-121-123859-0003__SIM__3729-3729-6852-0046,121,3729,0.35364586114883423,19,0.6842105263157895,1.0,1.0,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,-0.005344205781033165,-0.0037485486582705847
237-126133-0016_7127-75947-0022__T1__237-237-126133-0016__SIM__5683-5683-32879-0022,237,5683,0.47831958532333374,7,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0008283512932913644,0.0024590917995997836
237-126133-0016_7127-75947-0022__T2__7127-7127-75947-0022__SIM__8455-8455-210777-0039,7127,8455,0.42511478066444397,10,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0004625976085662842,0.0013246655464172364
2094-142345-0053_1284-1180-0003__T1__2094-2094-142345-0053__SIM__1995-1995-1836-0000,2094,1995,0.399920254945755,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036003708839416502,0.0033380985260009766
2094-142345-0053_1284-1180-0003__T2__1284-1284-1180-0003__SIM__4446-4446-2275-0001,1284,4446,0.4268406331539154,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015090852975845337,0.0027746260166168213
8455-210777-0009_4970-29093-0004__T1__8455-8455-210777-0009__SIM__1320-1320-122617-0019,8455,1320,0.4503328502178192,8,0.375,0.75,0.0,0.25,0.0,0.0,0.0,0.0,-0.00016585737466812134,0.0008176565170288086
8455-210777-0009_4970-29093-0004__T2__4970-4970-29093-0004__SIM__6829-6829-68769-0006,4970,6829,0.40176182985305786,6,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,-0.0011740624904632568,-0.000902324914932251
260-123286-0005_3729-6852-0014__T1__260-260-123286-0005__SIM__672-672-122797-0072,260,672,0.5427588224411011,8,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0006920099258422852,0.0018194317817687988
260-123286-0005_3729-6852-0014__T2__3729-3729-6852-0014__SIM__4507-4507-16021-0043,3729,4507,0.5184850692749023,6,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002713501453399658,0.00238649050394694
672-122797-0044_7127-75946-0003__T1__672-672-122797-0044__SIM__260-260-123440-0008,672,260,0.5427588224411011,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0002733965714772542,0.002163112163543701
672-122797-0044_7127-75946-0003__T2__7127-7127-75946-0003__SIM__8455-8455-210777-0049,7127,8455,0.42511478066444397,7,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0012904490743364608,0.001638650894165039
5142-36377-0001_5683-32866-0012__T1__5142-5142-36377-0001__SIM__4970-4970-29095-0023,5142,4970,0.3367147445678711,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011418461799621582,0.00301399827003479
5142-36377-0001_5683-32866-0012__T2__5683-5683-32866-0012__SIM__237-237-126133-0008,5683,237,0.47831958532333374,6,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.0009826322396596272,0.0003712673981984456
7021-79759-0002_2830-3979-0011__T1__7021-7021-79759-0002__SIM__5105-5105-28240-0004,7021,5105,0.4939168095588684,9,0.1111111111111111,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,-0.00044484933217366535,0.0006200538741217719
7021-79759-0002_2830-3979-0011__T2__2830-2830-3979-0011__SIM__1188-1188-133604-0010,2830,1188,0.48153555393218994,11,0.09090909090909091,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,5.612590096213601e-05,0.0007213679226962003
4446-2271-0001_1995-1837-0025__T1__4446-4446-2271-0001__SIM__4992-4992-41806-0011,4446,4992,0.4965977966785431,11,0.2727272727272727,0.7272727272727273,0.0,0.18181818181818182,0.0,0.2727272727272727,0.18181818181818182,0.0,-0.0007056539708917791,0.0020966529846191406
4446-2271-0001_1995-1837-0025__T2__1995-1995-1837-0025__SIM__2094-2094-142345-0054,1995,2094,0.399920254945755,10,0.6,1.0,0.2,0.6,0.2,0.0,0.0,0.0,-0.0011975347995758056,0.000425565242767334
672-122797-0066_7127-75947-0035__T1__672-672-122797-0066__SIM__260-260-123286-0001,672,260,0.5427588224411011,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026953697204589845,0.003291165828704834
672-122797-0066_7127-75947-0035__T2__7127-7127-75947-0035__SIM__8455-8455-210777-0060,7127,8455,0.42511478066444397,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0008572084563119071,0.0010317904608590262
237-134500-0003_1188-133604-0041__T1__237-237-134500-0003__SIM__5683-5683-32879-0004,237,5683,0.47831958532333374,5,1.0,0.8,1.0,0.8,1.0,1.0,0.8,1.0,-0.0007345438003540039,-0.0014327645301818847
237-134500-0003_1188-133604-0041__T2__1188-1188-133604-0041__SIM__2830-2830-3980-0000,1188,2830,0.48153555393218994,6,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-5.7220458984375e-05,0.0011004904905954997
4077-13754-0003_8455-210777-0006__T1__4077-4077-13754-0003__SIM__8455-8455-210777-0016,4077,8455,0.3561401963233948,10,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0002653956413269043,0.0009150981903076171
4077-13754-0003_8455-210777-0006__T2__8455-8455-210777-0006__SIM__1320-1320-122612-0002,8455,1320,0.4503328502178192,8,0.625,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.000173129141330719,0.001886799931526184
672-122797-0003_1284-1180-0024__T1__672-672-122797-0003__SIM__260-260-123288-0024,672,260,0.5427588224411011,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005031004548072815,0.000547163188457489
672-122797-0003_1284-1180-0024__T2__1284-1284-1180-0024__SIM__4446-4446-2273-0025,1284,4446,0.4268406331539154,8,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0007399395108222961,0.001403719186782837
1089-134691-0025_8224-274384-0005__T1__1089-1089-134691-0025__SIM__8230-8230-279154-0030,1089,8230,0.4516007602214813,13,0.5384615384615384,0.6923076923076923,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,-0.0001552746846125676,0.0012180438408484827
1089-134691-0025_8224-274384-0005__T2__8224-8224-274384-0005__SIM__672-672-122797-0021,8224,672,0.2869231104850769,7,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.00032510076250348775,0.0013989806175231934
2300-131720-0040_5142-36586-0000__T1__2300-2300-131720-0040__SIM__8455-8455-210777-0009,2300,8455,0.32524049282073975,8,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0005887523293495178,0.0021409615874290466
2300-131720-0040_5142-36586-0000__T2__5142-5142-36586-0000__SIM__4970-4970-29095-0003,5142,4970,0.3367147445678711,6,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0004853506882985433,-0.00031811992327372235
4507-16021-0050_8555-284449-0012__T1__4507-4507-16021-0050__SIM__3729-3729-6852-0018,4507,3729,0.5184850692749023,6,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0001006325085957845,0.0016287167867024739
4507-16021-0050_8555-284449-0012__T2__8555-8555-284449-0012__SIM__4970-4970-29093-0008,8555,4970,0.37955009937286377,6,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,-0.0005989273389180502,0.0006103813648223877
1580-141084-0047_7176-88083-0008__T1__1580-1580-141084-0047__SIM__4446-4446-2275-0021,1580,4446,0.42495131492614746,9,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,5.2505069308810765e-05,0.0005650387869940863
1580-141084-0047_7176-88083-0008__T2__7176-7176-88083-0008__SIM__61-61-70968-0017,7176,61,0.5299987196922302,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001301729679107666,0.0010560154914855957
7127-75947-0019_6930-76324-0000__T1__7127-7127-75947-0019__SIM__8455-8455-210777-0052,7127,8455,0.42511478066444397,5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.000610196590423584,0.0013942599296569824
7127-75947-0019_6930-76324-0000__T2__6930-6930-76324-0000__SIM__260-260-123286-0006,6930,260,0.45737409591674805,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010138273239135743,0.0018393993377685547
7176-92135-0028_6930-81414-0022__T1__7176-7176-92135-0028__SIM__61-61-70970-0024,7176,61,0.5299987196922302,5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,-0.0007000088691711426,-0.0010125875473022462
7176-92135-0028_6930-81414-0022__T2__6930-6930-81414-0022__SIM__260-260-123288-0003,6930,260,0.45737409591674805,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009267330169677734,0.0013508711542401994
908-31957-0012_6829-68769-0025__T1__908-908-31957-0012__SIM__7021-7021-85628-0006,908,7021,0.4000934958457947,6,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.00020541747411092123,0.0015764236450195312
908-31957-0012_6829-68769-0025__T2__6829-6829-68769-0025__SIM__4970-4970-29093-0010,6829,4970,0.40176182985305786,10,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028195321559906007,0.003783738613128662
4992-41797-0017_1995-1836-0006__T1__4992-4992-41797-0017__SIM__4446-4446-2271-0013,4992,4446,0.4965977966785431,7,0.2857142857142857,1.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,-0.000715885843549456,0.0006404689380100795
4992-41797-0017_1995-1836-0006__T2__1995-1995-1836-0006__SIM__2094-2094-142345-0058,1995,2094,0.399920254945755,8,0.875,0.875,0.25,0.875,0.25,0.0,0.0,0.0,-0.000444166362285614,0.0002680867910385132
1995-1837-0017_7176-88083-0011__T1__1995-1995-1837-0017__SIM__2094-2094-142345-0015,1995,2094,0.399920254945755,5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.172325134277344e-07,0.0010013580322265625
1995-1837-0017_7176-88083-0011__T2__7176-7176-88083-0011__SIM__61-61-70970-0022,7176,61,0.5299987196922302,6,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011016527811686199,0.00231860081354777
2830-3980-0036_1284-1180-0001__T1__2830-2830-3980-0036__SIM__1188-1188-133604-0003,2830,1188,0.48153555393218994,10,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0002416670322418213,0.0003396749496459961
2830-3980-0036_1284-1180-0001__T2__1284-1284-1180-0001__SIM__4446-4446-2275-0001,1284,4446,0.4268406331539154,8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014577507972717285,0.002388566732406616
5105-28240-0005_7127-75946-0011__T1__5105-5105-28240-0005__SIM__1320-1320-122617-0013,5105,1320,0.49767372012138367,13,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009780296912560095,0.002012926798600417
5105-28240-0005_7127-75946-0011__T2__7127-7127-75946-0011__SIM__8455-8455-210777-0052,7127,8455,0.42511478066444397,5,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,-0.0001403212547302246,0.001432621479034424
121-127105-0006_8455-210777-0045__T1__121-121-127105-0006__SIM__3729-3729-6852-0004,121,3729,0.35364586114883423,8,0.125,1.0,1.0,0.125,0.125,0.0,0.0,0.0,-0.0036031529307365417,-0.001972012221813202
121-127105-0006_8455-210777-0045__T2__8455-8455-210777-0045__SIM__1320-1320-122617-0032,8455,1320,0.4503328502178192,21,0.42857142857142855,0.2857142857142857,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.00024501482645670575,0.0011290907859802246
6930-76324-0017_4446-2275-0001__T1__6930-6930-76324-0017__SIM__260-260-123288-0007,6930,260,0.45737409591674805,9,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0003846022817823622,0.0004481607013278537
6930-76324-0017_4446-2275-0001__T2__4446-4446-2275-0001__SIM__4992-4992-41797-0018,4446,4992,0.4965977966785431,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0015582442283630371,-0.0009442567825317383
1188-133604-0017_5142-33396-0001__T1__1188-1188-133604-0017__SIM__2830-2830-3980-0006,1188,2830,0.48153555393218994,8,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0018322095274925232,0.0018873363733291626
1188-133604-0017_5142-33396-0001__T2__5142-5142-33396-0001__SIM__4970-4970-29093-0001,5142,4970,0.3367147445678711,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020216902097066245,0.0028019282552931043
2300-131720-0029_2830-3980-0067__T1__2300-2300-131720-0029__SIM__8455-8455-210777-0028,2300,8455,0.32524049282073975,11,0.0,0.36363636363636365,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0003556392409584739,-3.9442019029097125e-05
2300-131720-0029_2830-3980-0067__T2__2830-2830-3980-0067__SIM__1188-1188-133604-0037,2830,1188,0.48153555393218994,15,0.3333333333333333,0.6,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,5.5003166198730466e-05,0.00011283953984578451
121-127105-0036_2961-960-0012__T1__121-121-127105-0036__SIM__3729-3729-6852-0029,121,3729,0.35364586114883423,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004363902977534703,-0.0034070100103105816
