key,target_spk,interferer_spk,speaker_similarity,chunks,ecapa_mismatch_rate,sb_mismatch_rate_enroll,sb_mismatch_rate_targetref,mv_mismatch_rate_enroll,mv_mismatch_rate_targetref,ecapa_true_swap_rate,mv_true_swap_rate_enroll,mv_true_swap_rate_targetref,sb_gap_enroll_mean,sb_gap_targetref_mean
7729-102255-0021_61-70968-0050__T1__7729-7729-102255-0021__SIM__7176-7176-92135-0041,7729,7176,0.3512346148490906,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011272132396697998,0.0016835927963256836
7729-102255-0021_61-70968-0050__T2__61-61-70968-0050__SIM__7176-7176-92135-0006,61,7176,0.5299987196922302,10,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0007787942886352539,0.000918734073638916
1320-122612-0013_908-157963-0025__T1__1320-1320-122612-0013__SIM__5105-5105-28233-0010,1320,5105,0.49767372012138367,12,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.00035508473714192707,0.0006429851055145264
1320-122612-0013_908-157963-0025__T2__908-908-157963-0025__SIM__7021-7021-79740-0012,908,7021,0.4000934958457947,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014525413513183593,0.002614843845367432
1188-133604-0033_7127-75947-0027__T1__1188-1188-133604-0033__SIM__2830-2830-3980-0039,1188,2830,0.48153555393218994,9,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0006554789013332791,0.001693321598900689
1188-133604-0033_7127-75947-0027__T2__7127-7127-75947-0027__SIM__8455-8455-210777-0039,7127,8455,0.42511478066444397,10,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0010485291481018067,0.001394122838973999
4077-13751-0009_908-31957-0007__T1__4077-4077-13751-0009__SIM__8455-8455-210777-0060,4077,8455,0.3561401963233948,13,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.000501861939063439,0.0013184318175682654
4077-13751-0009_908-31957-0007__T2__908-908-31957-0007__SIM__7021-7021-79730-0007,908,7021,0.4000934958457947,10,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009959876537322999,0.0020268261432647705
3570-5694-0017_61-70970-0016__T1__3570-3570-5694-0017__SIM__2961-2961-961-0015,3570,2961,0.5091915130615234,12,0.08333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.00012333691120147705,0.00018303096294403076
3570-5694-0017_61-70970-0016__T2__61-61-70970-0016__SIM__7176-7176-88083-0011,61,7176,0.5299987196922302,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.00035719360624040874,0.000741124153137207
7176-92135-0045_4970-29095-0033__T1__7176-7176-92135-0045__SIM__61-61-70968-0035,7176,61,0.5299987196922302,9,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001787265141805013,0.0023537675539652505
7176-92135-0045_4970-29095-0033__T2__4970-4970-29095-0033__SIM__6829-6829-68769-0044,4970,6829,0.40176182985305786,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013816237449645996,0.001339864730834961
6829-68771-0028_2300-131720-0007__T1__6829-6829-68771-0028__SIM__4970-4970-29093-0001,6829,4970,0.40176182985305786,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003134608268737793,0.0035466154416402182
6829-68771-0028_2300-131720-0007__T2__2300-2300-131720-0007__SIM__8455-8455-210777-0034,2300,8455,0.32524049282073975,14,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.00019749573298863003,0.00039939795221601216
6829-68771-0032_7729-102255-0019__T1__6829-6829-68771-0032__SIM__4970-4970-29095-0022,6829,4970,0.40176182985305786,8,0.25,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0007922500371932983,0.0005469620227813721
6829-68771-0032_7729-102255-0019__T2__7729-7729-102255-0019__SIM__7176-7176-88083-0004,7729,7176,0.3512346148490906,13,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0004520874757033128,0.000995791875399076
8555-284449-0008_4077-13751-0012__T1__8555-8555-284449-0008__SIM__4970-4970-29095-0037,8555,4970,0.37955009937286377,11,0.6363636363636364,1.0,1.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,-0.001270305026661266,-0.0017800439487804067
8555-284449-0008_4077-13751-0012__T2__4077-4077-13751-0012__SIM__8455-8455-210777-0053,4077,8455,0.3561401963233948,12,0.16666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,-3.283222516377767e-06,0.0012192527453104656
7021-79759-0000_7729-102255-0016__T1__7021-7021-79759-0000__SIM__5105-5105-28233-0004,7021,5105,0.4939168095588684,8,0.125,1.0,0.0,0.125,0.0,0.0,0.0,0.0,-0.0006639063358306885,0.001139916479587555
7021-79759-0000_7729-102255-0016__T2__7729-7729-102255-0016__SIM__7176-7176-88083-0025,7729,7176,0.3512346148490906,13,0.23076923076923078,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0009182278926555926,0.001985481152167687
3570-5694-0018_1188-133604-0041__T1__3570-3570-5694-0018__SIM__2961-2961-960-0004,3570,2961,0.5091915130615234,14,0.0,0.5,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.00013909595353262766,0.0006728427750723702
3570-5694-0018_1188-133604-0041__T2__1188-1188-133604-0041__SIM__2830-2830-3980-0047,1188,2830,0.48153555393218994,14,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007851123809814453,0.0019075487341199601
7176-92135-0042_7021-79730-0001__T1__7176-7176-92135-0042__SIM__61-61-70968-0053,7176,61,0.5299987196922302,7,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007574984005519322,0.0010158419609069824
7176-92135-0042_7021-79730-0001__T2__7021-7021-79730-0001__SIM__5105-5105-28240-0017,7021,5105,0.4939168095588684,10,0.1,0.9,0.2,0.1,0.1,0.0,0.0,0.0,-0.0009167015552520752,0.0007469832897186279
61-70968-0037_1221-135766-0008__T1__61-61-70968-0037__SIM__7176-7176-88083-0000,61,7176,0.5299987196922302,7,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007652725492204938,0.0018610358238220215
61-70968-0037_1221-135766-0008__T2__1221-1221-135766-0008__SIM__4992-4992-23283-0000,1221,4992,0.4118971824645996,12,0.3333333333333333,0.9166666666666666,0.9166666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,-0.0007603317499160767,-0.000341335932413737
5142-36586-0003_5683-32879-0017__T1__5142-5142-36586-0003__SIM__4970-4970-29095-0026,5142,4970,0.3367147445678711,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001795457469092475,0.002082440588209364
5142-36586-0003_5683-32879-0017__T2__5683-5683-32879-0017__SIM__237-237-134500-0039,5683,237,0.47831958532333374,8,0.375,0.75,0.75,0.25,0.25,0.0,0.0,0.0,-0.0008239299058914185,-0.00043492764234542847
1188-133604-0029_8455-210777-0003__T1__1188-1188-133604-0029__SIM__2830-2830-3979-0007,1188,2830,0.48153555393218994,6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.00020676851272583008,0.0021319985389709473
1188-133604-0029_8455-210777-0003__T2__8455-8455-210777-0003__SIM__1320-1320-122612-0007,8455,1320,0.4503328502178192,10,0.7,0.7,0.0,0.5,0.0,0.0,0.0,0.0,-0.00023599863052368165,0.0013314127922058106
1284-1180-0020_3570-5696-0005__T1__1284-1284-1180-0020__SIM__4446-4446-2273-0002,1284,4446,0.4268406331539154,5,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.00029488801956176756,0.0013026833534240724
1284-1180-0020_3570-5696-0005__T2__3570-3570-5696-0005__SIM__2961-2961-961-0021,3570,2961,0.5091915130615234,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0006411820650100708,0.0018905550241470337
4446-2273-0016_8230-279154-0000__T1__4446-4446-2273-0016__SIM__4992-4992-41797-0015,4446,4992,0.4965977966785431,16,0.4375,0.875,0.625,0.375,0.375,0.0,0.0,0.0,-0.00041656196117401123,-5.430355668067932e-05
4446-2273-0016_8230-279154-0000__T2__8230-8230-279154-0000__SIM__61-61-70970-0007,8230,61,0.5174779295921326,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.00035832609449114116,0.00019743612834385464
2830-3980-0049_672-122797-0069__T1__2830-2830-3980-0049__SIM__1188-1188-133604-0031,2830,1188,0.48153555393218994,5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.00033479928970336914,0.00033191442489624026
2830-3980-0049_672-122797-0069__T2__672-672-122797-0069__SIM__260-260-123286-0000,672,260,0.5427588224411011,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026636653476291234,0.002784291903177897
3575-170457-0041_3570-5695-0010__T1__3575-3575-170457-0041__SIM__5683-5683-32866-0024,3575,5683,0.3456377685070038,18,0.16666666666666666,0.3333333333333333,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.00033215350574917265,0.0002970596154530843
3575-170457-0041_3570-5695-0010__T2__3570-3570-5695-0010__SIM__2961-2961-960-0020,3570,2961,0.5091915130615234,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0007388442754745483,0.0017329230904579163
6930-81414-0022_908-157963-0006__T1__6930-6930-81414-0022__SIM__260-260-123440-0010,6930,260,0.45737409591674805,7,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0002607362610953195,0.0006899322782244001
6930-81414-0022_908-157963-0006__T2__908-908-157963-0006__SIM__7021-7021-85628-0010,908,7021,0.4000934958457947,15,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011076688766479491,0.0018460512161254882
2830-3980-0076_237-126133-0009__T1__2830-2830-3980-0076__SIM__1188-1188-133604-0033,2830,1188,0.48153555393218994,8,0.125,0.875,0.5,0.125,0.125,0.0,0.0,0.0,-0.0002719387412071228,5.364418029785156e-06
2830-3980-0076_237-126133-0009__T2__237-237-126133-0009__SIM__5683-5683-32866-0028,237,5683,0.47831958532333374,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000681618849436442,0.0026588141918182373
6829-68769-0030_2094-142345-0037__T1__6829-6829-68769-0030__SIM__4970-4970-29095-0006,6829,4970,0.40176182985305786,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017959645816258021,0.0018424306597028459
6829-68769-0030_2094-142345-0037__T2__2094-2094-142345-0037__SIM__1995-1995-1836-0005,2094,1995,0.399920254945755,19,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019463771267941123,0.0017977796102824964
1995-1836-0014_3570-5695-0002__T1__1995-1995-1836-0014__SIM__2094-2094-142345-0024,1995,2094,0.399920254945755,9,1.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0005910396575927734,0.0013211766878763835
1995-1836-0014_3570-5695-0002__T2__3570-3570-5695-0002__SIM__2961-2961-960-0001,3570,2961,0.5091915130615234,14,0.21428571428571427,0.8571428571428571,0.5714285714285714,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,-0.000312234674181257,-0.00010138750076293945
4446-2275-0006_1284-134647-0002__T1__4446-4446-2275-0006__SIM__4992-4992-41806-0007,4446,4992,0.4965977966785431,6,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0003693997859954834,0.0006981591383616129
4446-2275-0006_1284-134647-0002__T2__1284-1284-134647-0002__SIM__4446-4446-2275-0019,1284,4446,0.4268406331539154,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019168108701705933,0.003477916121482849
908-157963-0003_1221-135766-0005__T1__908-908-157963-0003__SIM__7021-7021-79740-0010,908,7021,0.4000934958457947,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017247915267944336,0.002814936637878418
908-157963-0003_1221-135766-0005__T2__1221-1221-135766-0005__SIM__4992-4992-41797-0015,1221,4992,0.4118971824645996,16,0.3125,0.5625,0.3125,0.1875,0.125,0.0,0.0,0.0,8.540600538253784e-05,0.00037141144275665283
6930-76324-0001_8455-210777-0030__T1__6930-6930-76324-0001__SIM__260-260-123440-0008,6930,260,0.45737409591674805,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016416668891906737,0.002019643783569336
6930-76324-0001_8455-210777-0030__T2__8455-8455-210777-0030__SIM__1320-1320-122617-0033,8455,1320,0.4503328502178192,21,0.6190476190476191,0.23809523809523808,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.00031206153687976653,0.0013520660854521253
1580-141084-0040_5639-40744-0022__T1__1580-1580-141084-0040__SIM__4446-4446-2275-0019,1580,4446,0.42495131492614746,8,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0004889369010925293,0.0008645951747894287
1580-141084-0040_5639-40744-0022__T2__5639-5639-40744-0022__SIM__3570-3570-5695-0006,5639,3570,0.3402653634548187,13,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018539841358478253,0.0028692025404710034
4970-29095-0001_61-70968-0015__T1__4970-4970-29095-0001__SIM__6829-6829-68771-0027,4970,6829,0.40176182985305786,9,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,-0.00027706225713094074,-0.00014138221740722656
4970-29095-0001_61-70968-0015__T2__61-61-70968-0015__SIM__7176-7176-92135-0002,61,7176,0.5299987196922302,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006746768951416016,0.0021216154098510744
2961-960-0020_2094-142345-0006__T1__2961-2961-960-0020__SIM__3570-3570-5696-0005,2961,3570,0.5091915130615234,18,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011478993627760145,0.0014863875177171496
2961-960-0020_2094-142345-0006__T2__2094-2094-142345-0006__SIM__1995-1995-1836-0005,2094,1995,0.399920254945755,20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020176172256469727,0.0017496168613433838
8224-274381-0010_5105-28240-0000__T1__8224-8224-274381-0010__SIM__672-672-122797-0047,8224,672,0.2869231104850769,5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0006701946258544922,0.0016994237899780273
8224-274381-0010_5105-28240-0000__T2__5105-5105-28240-0000__SIM__1320-1320-122617-0031,5105,1320,0.49767372012138367,9,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00016597906748453775,0.0012660026550292969
4992-23283-0002_672-122797-0073__T1__4992-4992-23283-0002__SIM__4446-4446-2275-0021,4992,4446,0.4965977966785431,5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016896367073059083,0.0024844646453857423
4992-23283-0002_672-122797-0073__T2__672-672-122797-0073__SIM__260-260-123440-0002,672,260,0.5427588224411011,15,0.2,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.00037195682525634763,0.00044750372568766277
8455-210777-0067_2830-3979-0009__T1__8455-8455-210777-0067__SIM__1320-1320-122612-0004,8455,1320,0.4503328502178192,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006968080997467041,0.002398232618967692
8455-210777-0067_2830-3979-0009__T2__2830-2830-3979-0009__SIM__1188-1188-133604-0036,2830,1188,0.48153555393218994,14,0.07142857142857142,0.6428571428571429,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,-0.00033779655184064595,-6.343637193952288e-05
4970-29095-0017_3575-170457-0052__T1__4970-4970-29095-0017__SIM__6829-6829-68771-0001,4970,6829,0.40176182985305786,6,0.16666666666666666,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,-0.0012715856234232585,-0.0005313257376352946
4970-29095-0017_3575-170457-0052__T2__3575-3575-170457-0052__SIM__5683-5683-32866-0021,3575,5683,0.3456377685070038,5,0.2,0.6,0.2,0.2,0.2,0.0,0.0,0.0,-6.481409072875977e-05,0.0004516720771789551
8463-287645-0010_3575-170457-0039__T1__8463-8463-287645-0010__SIM__4992-4992-41797-0022,8463,4992,0.41076433658599854,7,0.42857142857142855,1.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,-0.0017786281449454172,-0.0006079673767089844
8463-287645-0010_3575-170457-0039__T2__3575-3575-170457-0039__SIM__5683-5683-32879-0010,3575,5683,0.3456377685070038,14,0.2857142857142857,0.2857142857142857,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.00040399176733834404,-0.00022227423531668528
2830-3980-0037_4970-29095-0020__T1__2830-2830-3980-0037__SIM__1188-1188-133604-0015,2830,1188,0.48153555393218994,11,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010584701191295278,0.0011501583186062899
2830-3980-0037_4970-29095-0020__T2__4970-4970-29095-0020__SIM__6829-6829-68769-0025,4970,6829,0.40176182985305786,10,0.1,1.0,0.1,0.1,0.0,0.0,0.0,0.0,-0.0008523464202880859,0.0004998743534088135
3575-170457-0024_61-70968-0041__T1__3575-3575-170457-0024__SIM__5683-5683-32865-0011,3575,5683,0.3456377685070038,11,0.36363636363636365,0.36363636363636365,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,0.00020957534963434392,-0.0005920475179498845
3575-170457-0024_61-70968-0041__T2__61-61-70968-0041__SIM__7176-7176-92135-0031,61,7176,0.5299987196922302,12,0.5,1.0,0.8333333333333334,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0008736153443654379,-0.000829160213470459
1320-122617-0006_5105-28240-0001__T1__1320-1320-122617-0006__SIM__5105-5105-28241-0009,1320,5105,0.49767372012138367,10,0.3,0.6,0.1,0.3,0.1,0.0,0.0,0.0,-7.244348526000977e-05,0.0007683634757995605
1320-122617-0006_5105-28240-0001__T2__5105-5105-28240-0001__SIM__1320-1320-122612-0010,5105,1320,0.49767372012138367,19,0.47368421052631576,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0006341589124579178,0.0016503553641469854
1089-134686-0026_8224-274384-0010__T1__1089-1089-134686-0026__SIM__8230-8230-279154-0023,1089,8230,0.4516007602214813,7,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0011637125696454728,0.0016360878944396973
1089-134686-0026_8224-274384-0010__T2__8224-8224-274384-0010__SIM__672-672-122797-0058,8224,672,0.2869231104850769,7,0.0,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,-0.0012581603867667063,0.00018228803362165178
2830-3980-0053_1995-1837-0007__T1__2830-2830-3980-0053__SIM__1188-1188-133604-0010,2830,1188,0.48153555393218994,9,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0005609459347195096,0.0006270805994669596
2830-3980-0053_1995-1837-0007__T2__1995-1995-1837-0007__SIM__2094-2094-142345-0006,1995,2094,0.399920254945755,16,0.5,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0005840621888637543,0.0013559535145759583
3575-170457-0006_5639-40744-0025__T1__3575-3575-170457-0006__SIM__5683-5683-32879-0018,3575,5683,0.3456377685070038,13,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0007448930006760817,0.0009708312841562125
3575-170457-0006_5639-40744-0025__T2__5639-5639-40744-0025__SIM__3570-3570-5696-0000,5639,3570,0.3402653634548187,16,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002164062112569809,0.0023194290697574615
260-123286-0020_2830-3979-0008__T1__260-260-123286-0020__SIM__672-672-122797-0034,260,672,0.5427588224411011,5,0.2,1.0,1.0,0.2,0.2,0.0,0.0,0.0,-0.000369715690612793,-0.0017735838890075683
260-123286-0020_2830-3979-0008__T2__2830-2830-3979-0008__SIM__1188-1188-133604-0031,2830,1188,0.48153555393218994,7,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,-0.00031750542776925225,0.00026720762252807617
260-123288-0005_5683-32879-0014__T1__260-260-123288-0005__SIM__672-672-122797-0073,260,672,0.5427588224411011,15,0.6,0.06666666666666667,0.3333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,0.000514523188273112,0.00037114222844441733
260-123288-0005_5683-32879-0014__T2__5683-5683-32879-0014__SIM__237-237-126133-0019,5683,237,0.47831958532333374,13,0.6153846153846154,0.7692307692307693,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.0,0.0,0.0,-0.0004028173593374399,0.00013520625921396108
1995-1826-0017_5639-40744-0001__T1__1995-1995-1826-0017__SIM__2094-2094-142345-0012,1995,2094,0.399920254945755,11,0.6363636363636364,0.45454545454545453,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,9.452212940562855e-05,0.0010621439326893199
1995-1826-0017_5639-40744-0001__T2__5639-5639-40744-0001__SIM__3570-3570-5695-0006,5639,3570,0.3402653634548187,13,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015288728934067946,0.0018408436041611892
908-157963-0011_8230-279154-0024__T1__908-908-157963-0011__SIM__7021-7021-79740-0003,908,7021,0.4000934958457947,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020237043499946594,0.00259573757648468
908-157963-0011_8230-279154-0024__T2__8230-8230-279154-0024__SIM__61-61-70968-0013,8230,61,0.5174779295921326,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001476747649056571,0.002364584377833775
7021-79730-0007_908-157963-0028__T1__7021-7021-79730-0007__SIM__5105-5105-28233-0005,7021,5105,0.4939168095588684,21,0.19047619047619047,0.9523809523809523,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.0,-0.0005395639510381789,0.0005363055637904576
7021-79730-0007_908-157963-0028__T2__908-908-157963-0028__SIM__7021-7021-85628-0002,908,7021,0.4000934958457947,8,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.00040274858474731445,0.0010760501027107239
6829-68769-0015_1580-141084-0011__T1__6829-6829-68769-0015__SIM__4970-4970-29095-0006,6829,4970,0.40176182985305786,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018150040081569127,0.0021294781139918734
6829-68769-0015_1580-141084-0011__T2__1580-1580-141084-0011__SIM__4446-4446-2275-0012,1580,4446,0.42495131492614746,9,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0007946954833136664,0.002146906322903103
8555-284449-0017_6829-68771-0022__T1__8555-8555-284449-0017__SIM__4970-4970-29095-0023,8555,4970,0.37955009937286377,6,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,-8.828441301981609e-05,-0.0006345510482788086
8555-284449-0017_6829-68771-0022__T2__6829-6829-68771-0022__SIM__4970-4970-29093-0000,6829,4970,0.40176182985305786,5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004760611057281494,0.004630875587463379
8230-279154-0007_8555-292519-0007__T1__8230-8230-279154-0007__SIM__61-61-70970-0023,8230,61,0.5174779295921326,6,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0004354616006215413,0.0001815656820933024
8230-279154-0007_8555-292519-0007__T2__8555-8555-292519-0007__SIM__4970-4970-29095-0012,8555,4970,0.37955009937286377,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001506224274635315,0.002369612455368042
4446-2271-0024_61-70970-0025__T1__4446-4446-2271-0024__SIM__4992-4992-23283-0018,4446,4992,0.4965977966785431,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012838125228881836,0.002778613567352295
4446-2271-0024_61-70970-0025__T2__61-61-70970-0025__SIM__7176-7176-92135-0012,61,7176,0.5299987196922302,13,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0005219807991614708,0.0006581315627464881
237-126133-0023_672-122797-0005__T1__237-237-126133-0023__SIM__5683-5683-32879-0004,237,5683,0.47831958532333374,12,0.3333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0009323656558990479,0.002458492914835612
237-126133-0023_672-122797-0005__T2__672-672-122797-0005__SIM__260-260-123440-0015,672,260,0.5427588224411011,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001626265048980713,0.002687501907348633
1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__SIM__8230-8230-279154-0032,1089,8230,0.4516007602214813,6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.000959773858388265,0.0018098056316375732
1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__SIM__3729-3729-6852-0011,121,3729,0.35364586114883423,13,0.23076923076923078,1.0,0.8461538461538461,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,-0.004034060698289137,-0.0008052816757789025
908-157963-0029_3729-6852-0024__T1__908-908-157963-0029__SIM__7021-7021-79740-0009,908,7021,0.4000934958457947,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013887186845143635,0.0029255847136179605
908-157963-0029_3729-6852-0024__T2__3729-3729-6852-0024__SIM__4507-4507-16021-0015,3729,4507,0.5184850692749023,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009533166885375977,0.002112150192260742
3575-170457-0017_237-126133-0011__T1__3575-3575-170457-0017__SIM__5683-5683-32866-0008,3575,5683,0.3456377685070038,5,0.2,0.6,0.8,0.2,0.2,0.0,0.0,0.0,-0.00019419193267822266,-0.00044907331466674804
3575-170457-0017_237-126133-0011__T2__237-237-126133-0011__SIM__5683-5683-32879-0018,237,5683,0.47831958532333374,12,0.5,0.5833333333333334,0.9166666666666666,0.3333333333333333,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667,-0.00033874809741973877,-0.0007683982451756796
7176-88083-0023_2300-131720-0040__T1__7176-7176-88083-0023__SIM__61-61-70968-0037,7176,61,0.5299987196922302,7,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0006599085671561104,0.0007400682994297572
7176-88083-0023_2300-131720-0040__T2__2300-2300-131720-0040__SIM__8455-8455-210777-0039,2300,8455,0.32524049282073975,9,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.00021802054511176216,0.0008324583371480306
8455-210777-0056_6829-68771-0008__T1__8455-8455-210777-0056__SIM__1320-1320-122617-0027,8455,1320,0.4503328502178192,10,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.00019835829734802247,0.0015277981758117676
8455-210777-0056_6829-68771-0008__T2__6829-6829-68771-0008__SIM__4970-4970-29093-0009,6829,4970,0.40176182985305786,13,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002174780919001653,0.0017282458452078013
