key,target_spk,interferer_spk,content_similarity,sisnr_i,num_chunks,content_mismatch_rate,waveform_interferer_rate,joint_content_waveform_rate,mean_content_gap,min_content_gap,mean_local_si_sdr_gap,content_segment_count,content_max_duration,content_mean_duration,content_first_position,bundle,layer_idx
1089-134686-0000_121-127105-0031__T1__SCV3FIX__VOICE-1089_CONTENT-121-121-127105-0031,1089,121,,14.920805904303236,18,0.0,0.0,0.0,0.15541967175158844,0.03684735774784231,54.560313098323896,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0000_121-127105-0031__T2__SCV3FIX__VOICE-121_CONTENT-1089-1089-134686-0000,121,1089,,19.11513777227209,18,0.0,0.0,0.0,0.13390125240968617,0.08808994403106685,48.23127985082082,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0000_260-123440-0016__T1__SCV3FIX__VOICE-1089_CONTENT-260-260-123440-0016,1089,260,,14.90287893237197,8,0.0,0.0,0.0,0.12853193541674945,0.09351063702370566,54.37909597074318,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0000_260-123440-0016__T2__SCV3FIX__VOICE-260_CONTENT-1089-1089-134686-0000,260,1089,,20.974339844925783,8,0.0,0.0,0.0,0.1329412365524517,0.10144192382119077,41.794592141477395,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0000_61-70968-0047__T1__SCV3FIX__VOICE-1089_CONTENT-61-61-70968-0047,1089,61,,8.53856067802879,8,0.0,0.0,0.0,0.11025810888699114,0.048778768494666336,38.21510339670482,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0000_61-70968-0047__T2__SCV3FIX__VOICE-61_CONTENT-1089-1089-134686-0000,61,1089,,13.404756300344465,8,0.0,0.0,0.0,0.15154456953983814,0.09127820488027116,42.418226432911524,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0002_7729-102255-0037__T1__SCV3FIX__VOICE-1089_CONTENT-7729-7729-102255-0037,1089,7729,,13.756903854793975,12,0.0,0.0,0.0,0.12384996674647265,0.06233232904381125,39.39521735808921,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0002_7729-102255-0037__T2__SCV3FIX__VOICE-7729_CONTENT-1089-1089-134686-0002,7729,1089,,13.117448457073213,12,0.0,0.0,0.0,0.12918199989530021,0.08441127384335634,41.0132059316987,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0004_1284-1180-0027__T1__SCV3FIX__VOICE-1089_CONTENT-1284-1284-1180-0027,1089,1284,,17.526447814855885,5,0.0,0.0,0.0,0.16078402161945385,0.09815872064904041,57.613578503639246,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0004_1284-1180-0027__T2__SCV3FIX__VOICE-1284_CONTENT-1089-1089-134686-0004,1284,1089,,18.14508530774188,5,0.0,0.0,0.0,0.18882807865216222,0.07785029061159399,52.35373074939506,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0004_6829-68771-0005__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0005,1089,6829,,18.23783490324596,9,0.0,0.0,0.0,0.1210610875598151,0.0824145636680953,44.82239310372541,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0004_6829-68771-0005__T2__SCV3FIX__VOICE-6829_CONTENT-1089-1089-134686-0004,6829,1089,,12.753860036854489,9,0.0,0.0,0.0,0.1518514278338859,0.10100943312758581,47.700563163392616,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0004_8463-294828-0016__T1__SCV3FIX__VOICE-1089_CONTENT-8463-8463-294828-0016,1089,8463,,19.97573164942491,5,0.0,0.0,0.0,0.12570705540612379,0.06115615610096192,67.67931117076213,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0004_8463-294828-0016__T2__SCV3FIX__VOICE-8463_CONTENT-1089-1089-134686-0004,8463,1089,,18.07072382872133,5,0.0,0.0,0.0,0.14584378395048822,0.07475650161003355,61.978257066267304,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0005_7176-92135-0020__T1__SCV3FIX__VOICE-1089_CONTENT-7176-7176-92135-0020,1089,7176,,19.453138963608545,13,0.0,0.0,0.0,0.1781159612336759,0.07305955740721704,54.9960813910587,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0005_7176-92135-0020__T2__SCV3FIX__VOICE-7176_CONTENT-1089-1089-134686-0005,7176,1089,,17.936812113957828,13,0.0,0.0,0.0,0.17447571001621012,0.08881040092383641,57.78781189003938,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0006_1580-141083-0022__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0022,1089,1580,,18.20072632436758,5,0.0,0.0,0.0,0.12560767282612822,0.10500828617356539,54.9327671422951,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0006_1580-141083-0022__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0006,1580,1089,,21.68181007356715,5,0.0,0.0,0.0,0.1333870211662854,0.07516742050322422,50.92618220200465,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0006_4446-2271-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2271-0018,1089,4446,,18.718570142112576,10,0.0,0.0,0.0,0.17354900582794236,0.10354155822852174,53.985782252864794,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0006_4446-2271-0018__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134686-0006,4446,1089,,19.90647105091588,10,0.0,0.0,0.0,0.16004233525530936,0.10922282715743192,54.18665950109873,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0007_1995-1836-0000__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0000,1089,1995,,20.169357332356068,7,0.0,0.0,0.0,0.14259746627251946,0.09182369525367506,53.88675618199706,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0007_1995-1836-0000__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0007,1995,1089,,20.15685553565924,7,0.0,0.0,0.0,0.12507833716955447,0.07002055922302952,54.41858210802299,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0007_7021-85628-0018__T1__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0018,1089,7021,,19.430020159690585,7,0.0,0.0,0.0,0.17731906263407993,0.11421848030710713,55.386155094340076,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0007_7021-85628-0018__T2__SCV3FIX__VOICE-7021_CONTENT-1089-1089-134686-0007,7021,1089,,18.70673187751297,7,0.0,0.0,0.0,0.17628065735747273,0.08120704180533633,56.88716623102222,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0007_8455-210777-0052__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0052,1089,8455,,15.673804788730768,6,0.0,0.0,0.0,0.154481952196616,0.06435662762893002,51.871538589210964,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0007_8455-210777-0052__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0007,8455,1089,,19.533479173984027,6,0.0,0.0,0.0,0.14869753316783627,0.062346814815991025,48.6307827608538,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0008_672-122797-0007__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0007,1089,672,,17.08676408892821,11,0.0,0.0,0.0,0.16291775459525903,0.08217214194640865,57.52140347698625,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0008_672-122797-0007__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134686-0008,672,1089,,18.682172942072384,11,0.0,0.0,0.0,0.163395267526917,0.09494316619428989,54.23605525745027,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0008_8230-279154-0012__T1__SCV3FIX__VOICE-1089_CONTENT-8230-8230-279154-0012,1089,8230,,16.78065613438278,6,0.0,0.0,0.0,0.11577522402959768,0.09745347730347309,51.46631132407296,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0008_8230-279154-0012__T2__SCV3FIX__VOICE-8230_CONTENT-1089-1089-134686-0008,8230,1089,,16.161034369934658,6,0.0,0.0,0.0,0.07188713574037037,0.058459099617597765,49.24658252911789,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0010_4507-16021-0023__T1__SCV3FIX__VOICE-1089_CONTENT-4507-4507-16021-0023,1089,4507,,18.565295066297946,7,0.0,0.0,0.0,0.11990161584100799,0.08623195090360469,56.31289350126309,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0010_4507-16021-0023__T2__SCV3FIX__VOICE-4507_CONTENT-1089-1089-134686-0010,4507,1089,,21.66333573245596,7,0.0,0.0,0.0,0.10135850795510667,0.0770947963730142,49.86543476933549,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0011_1320-122612-0004__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122612-0004,1089,1320,,20.098048737822573,11,0.0,0.0,0.0,0.10987997472002921,0.05749357132715105,48.96650959487174,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0013_3570-5695-0000__T1__SCV3FIX__VOICE-1089_CONTENT-3570-3570-5695-0000,1089,3570,,20.053008941017094,8,0.0,0.0,0.0,0.12324268372400926,0.090881235017095,59.79465597868435,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0013_3570-5695-0000__T2__SCV3FIX__VOICE-3570_CONTENT-1089-1089-134686-0013,3570,1089,,19.02354746993939,8,0.0,0.0,0.0,0.12717544782276435,0.08160317377271042,60.99196316853235,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0013_7127-75946-0007__T1__SCV3FIX__VOICE-1089_CONTENT-7127-7127-75946-0007,1089,7127,,10.359552463602968,8,0.0,0.0,0.0,0.14159837778930354,0.08191735106156861,39.52209156542613,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0013_7127-75946-0007__T2__SCV3FIX__VOICE-7127_CONTENT-1089-1089-134686-0013,7127,1089,,14.438513862741146,8,0.0,0.0,0.0,0.14347573320341672,0.05896037586673353,40.216925258458815,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0015_4970-29093-0003__T2__SCV3FIX__VOICE-4970_CONTENT-1089-1089-134686-0015,4970,1089,,24.58849496207492,10,0.0,0.0,0.0,0.11470960050003878,0.0515906831192805,66.98988159683614,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0015_5142-33396-0067__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0067,1089,5142,,17.542289331205204,10,0.0,0.0,0.0,0.15316875952904668,0.12295133385007118,62.59772166987657,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0015_5142-33396-0067__T2__SCV3FIX__VOICE-5142_CONTENT-1089-1089-134686-0015,5142,1089,,21.53039905733169,10,0.0,0.0,0.0,0.13860888447080372,0.03757147588282239,57.9589874367213,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0016_672-122797-0004__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0004,1089,672,,14.302085725974178,5,0.0,0.0,0.0,0.18416438847936428,0.09071416022035717,45.618822414156625,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0016_672-122797-0004__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134686-0016,672,1089,,19.663485296531626,5,0.0,0.0,0.0,0.16479407050351286,0.006259625355450105,46.00680975271346,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0017_1580-141084-0045__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141084-0045,1089,1580,,16.588132023154852,6,0.0,0.0,0.0,0.1396549896988609,0.07439744323708775,51.459025806055344,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0017_1580-141084-0045__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0017,1580,1089,,18.339093712712867,6,0.0,0.0,0.0,0.1544071448980601,0.09966480532634503,50.28445599619974,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0019_5142-33396-0021__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0021,1089,5142,,14.654252574048346,6,0.0,0.0,0.0,0.14452799990025253,0.10595679036489636,66.71189657002869,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0021_4992-41797-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4992-4992-41797-0018,1089,4992,,19.54375943449642,12,0.0,0.0,0.0,0.1543688607841989,0.0919479697503921,59.65882307795328,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0021_4992-41797-0018__T2__SCV3FIX__VOICE-4992_CONTENT-1089-1089-134686-0021,4992,1089,,18.87188298320727,12,0.0,0.0,0.0,0.16296601881823647,0.07924104236508334,61.48807278775038,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0022_1580-141083-0044__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0044,1089,1580,,19.677145112018582,10,0.0,0.0,0.0,0.11567447887643376,0.04028814716952889,54.40879574816786,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0022_1580-141083-0044__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0022,1580,1089,,19.052956530597385,10,0.0,0.0,0.0,0.13373270963872572,0.09294379161114208,57.212606333136456,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0022_8455-210777-0023__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0023,1089,8455,,16.791284992743222,8,0.0,0.0,0.0,0.12916985451409396,0.0599572646547365,49.569498331990744,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0022_8455-210777-0023__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0022,8455,1089,,17.981801245567663,8,0.0,0.0,0.0,0.14117831614671672,0.06798422200609922,53.107292596052304,0,0.0,0.0,-1.0,HUBERT_BASE,6
1089-134686-0023_6829-68771-0020__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0020,1089,6829,,17.733790371224536,8,0.0,0.0,0.0,0.13189543365652887,0.09106123166584934,57.46950285243371,0,0.0,0.0,-1.0,HUBERT_BASE,6
