case_category,case_rank,key,chunk_idx,start_sec,end_sec,sb_sim_target_enroll,sb_sim_target_ref,sb_sim_interferer,sb_gap_enroll_vs_interferer,sb_gap_targetref_vs_interferer,sb_mismatch_enroll,sb_mismatch_targetref,ecapa_speaker_mismatch_rate,ecapa_speaker_gap_mean,sisnr_i
true_local_swap,5,3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__SIM__260-260-123440-0017,4,2.0,3.0,0.9936144153236347,0.9944174686866324,0.9956945577800482,-0.002080142456413525,-0.0012770890934158396,True,True,1.0,-0.0653854618689744,-51.2836867190805
local_identity_ambiguity,1,1284-1180-0031_8230-279154-0021__T1__1284-1284-1180-0031__SIM__4446-4446-2275-0031,0,0.0,1.0,0.9934491912516218,0.9950797358814865,0.993198314901368,0.0002508763502537814,0.0018814209801184534,False,False,1.0,-0.057292054564539494,20.60857053792841
local_identity_ambiguity,1,1284-1180-0031_8230-279154-0021__T1__1284-1284-1180-0031__SIM__4446-4446-2275-0031,1,0.5,1.5,0.9931092659692662,0.9949283996914284,0.9927928840915489,0.00031638187771731996,0.002135515599879567,False,False,1.0,-0.057292054564539494,20.60857053792841
local_identity_ambiguity,1,1284-1180-0031_8230-279154-0021__T1__1284-1284-1180-0031__SIM__4446-4446-2275-0031,2,1.0,2.0,0.9945885340137165,0.9959772626045638,0.9938602841124605,0.0007282499012559729,0.0021169784921032386,False,False,1.0,-0.057292054564539494,20.60857053792841
local_identity_ambiguity,1,1284-1180-0031_8230-279154-0021__T1__1284-1284-1180-0031__SIM__4446-4446-2275-0031,3,1.5,2.5,0.9937300483321863,0.9952428141863303,0.9931908047158289,0.0005392436163573766,0.002052009470501437,False,False,1.0,-0.057292054564539494,20.60857053792841
local_identity_ambiguity,1,1284-1180-0031_8230-279154-0021__T1__1284-1284-1180-0031__SIM__4446-4446-2275-0031,4,2.0,3.0,0.9940764705206924,0.9956077734189909,0.9930865561879879,0.0009899143327044557,0.002521217231002959,False,False,1.0,-0.057292054564539494,20.60857053792841
local_identity_ambiguity,2,4077-13751-0006_8555-292519-0011__T2__8555-8555-292519-0011__SIM__4970-4970-29095-0003,0,0.0,1.0,0.9941351214899784,0.9951103726682883,0.9925232927181988,0.0016118287717795665,0.0025870799500894437,False,False,1.0,-0.05789076718262178,22.011688628228303
local_identity_ambiguity,2,4077-13751-0006_8555-292519-0011__T2__8555-8555-292519-0011__SIM__4970-4970-29095-0003,1,0.5,1.5,0.9950866500201421,0.9957886735122662,0.9932858745282035,0.0018007754919385777,0.002502798984062693,False,False,1.0,-0.05789076718262178,22.011688628228303
local_identity_ambiguity,2,4077-13751-0006_8555-292519-0011__T2__8555-8555-292519-0011__SIM__4970-4970-29095-0003,2,1.0,2.0,0.9939904610200017,0.9952744046474296,0.9929528037798601,0.0010376572401415984,0.0023216008675694955,False,False,1.0,-0.05789076718262178,22.011688628228303
local_identity_ambiguity,2,4077-13751-0006_8555-292519-0011__T2__8555-8555-292519-0011__SIM__4970-4970-29095-0003,3,1.5,2.5,0.9940835038686352,0.9952515760689371,0.9934755365040856,0.0006079673645495998,0.001776039564851506,False,False,1.0,-0.05789076718262178,22.011688628228303
