key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
4077-13754-0001_5142-33396-0065__T1__4077-4077-13754-0001__HSIMV2__8455-8455-210777-0022__SIRm3,4077,8455,6,0.0,0.0,0.0,0.0,0.0,51.54932945299956,19.373562248086625
6930-76324-0027_5683-32879-0011__T1__6930-6930-76324-0027__HSIMV2__260-260-123286-0013__SIRm3,6930,260,8,0.0,0.0,0.0,0.0,0.0,53.23775107018736,18.027821437571745
1188-133604-0025_4992-23283-0016__T1__1188-1188-133604-0025__HSIMV2__2830-2830-3980-0009__SIRm3,1188,2830,6,0.0,0.16666666666666666,0.0,0.0,0.0,61.81547668305215,24.024053684196804
5683-32866-0012_121-121726-0001__T1__5683-5683-32866-0012__HSIMV2__237-237-134493-0003__SIRm3,5683,237,15,0.0,0.0,0.0,0.0,0.0,54.27795395647434,24.620830272732263
1995-1837-0025_5142-36377-0017__T1__1995-1995-1837-0025__HSIMV2__2094-2094-142345-0006__SIRm3,1995,2094,18,0.4444444444444444,0.05555555555555555,0.0,0.0,0.0,48.545287100576815,17.589354569082907
2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__HSIMV2__1188-1188-133604-0001__SIRm3,2830,1188,4,0.0,0.0,0.0,0.0,0.0,62.68416415653097,15.67431046271014
5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__HSIMV2__1089-1089-134691-0018__SIRm3,5639,1089,5,0.0,0.0,0.0,0.0,0.0,61.66168546162444,25.653812812216348
3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__HSIMV2__4507-4507-16021-0040__SIRm3,3729,4507,6,0.16666666666666666,0.0,0.0,0.0,0.0,32.68471066159366,15.663702273856067
2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__HSIMV2__1188-1188-133604-0032__SIRm3,2830,1188,12,0.16666666666666666,0.0,0.0,0.0,0.0,54.121881668069754,17.560356408667296
2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__HSIMV2__61-61-70968-0032__SIRm3,2300,61,7,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,46.00673026140374,18.05654655469264
