key,mix_path,target_path,aux_path,est_path,sample_rate,num_samples,sisnr_mix,sisnr_est,sisnr_i,si_sdr_mix,si_sdr_est,si_sdri
260-123286-0003_2094-142345-0048__T1__SCV3FIX__VOICE-260_CONTENT-2094-2094-142345-0048,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0003_2094-142345-0048.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0003_2094-142345-0048.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0003_2094-142345-0048__T1__SCV3FIX__VOICE-260_CONTENT-2094-2094-142345-0048.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0003_2094-142345-0048__T1__SCV3FIX__VOICE-260_CONTENT-2094-2094-142345-0048.wav,8000,51072,0.9527338670521658,-36.98803790589889,-37.94077177295106,0.9527545902150342,-37.01751374266189,-37.97026833287693
260-123286-0003_7127-75947-0014__T1__SCV3FIX__VOICE-260_CONTENT-7127-7127-75947-0014,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0003_7127-75947-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0003_7127-75947-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0003_7127-75947-0014__T1__SCV3FIX__VOICE-260_CONTENT-7127-7127-75947-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0003_7127-75947-0014__T1__SCV3FIX__VOICE-260_CONTENT-7127-7127-75947-0014.wav,8000,58944,-5.343568989165252,-6.04915185850543,-0.7055828693401773,-5.343569324258805,-5.6485121535795795,-0.3049428293207743
260-123286-0003_7127-75947-0014__T2__SCV3FIX__VOICE-7127_CONTENT-260-260-123286-0003,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0003_7127-75947-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0003_7127-75947-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0003_7127-75947-0014__T2__SCV3FIX__VOICE-7127_CONTENT-260-260-123286-0003.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0003_7127-75947-0014__T2__SCV3FIX__VOICE-7127_CONTENT-260-260-123286-0003.wav,8000,58944,5.1592366911798,21.133742588468177,15.974505897288378,5.159237062324494,17.679162618507597,12.519925556183104
260-123286-0004_5142-33396-0011__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0011,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0004_5142-33396-0011.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0004_5142-33396-0011.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0004_5142-33396-0011__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0011.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0004_5142-33396-0011__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0011.wav,8000,27712,0.8167961909150322,2.7411284434066783,1.924332252491646,0.8167959117898994,2.741135832503076,1.9243399207131766
260-123286-0004_5142-33396-0011__T2__SCV3FIX__VOICE-5142_CONTENT-260-260-123286-0004,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0004_5142-33396-0011.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0004_5142-33396-0011.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0004_5142-33396-0011__T2__SCV3FIX__VOICE-5142_CONTENT-260-260-123286-0004.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0004_5142-33396-0011__T2__SCV3FIX__VOICE-5142_CONTENT-260-260-123286-0004.wav,8000,27712,-0.8167506610110885,20.943578112986224,21.760328773997312,-0.816750454136866,20.913705853648903,21.73045630778577
260-123286-0004_6930-75918-0019__T1__SCV3FIX__VOICE-260_CONTENT-6930-6930-75918-0019,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0004_6930-75918-0019.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0004_6930-75918-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0004_6930-75918-0019__T1__SCV3FIX__VOICE-260_CONTENT-6930-6930-75918-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0004_6930-75918-0019__T1__SCV3FIX__VOICE-260_CONTENT-6930-6930-75918-0019.wav,8000,27712,2.9502510642059123,19.136460059113784,16.186208994907872,2.9492211896720377,19.096287409799192,16.147066220127154
260-123286-0004_6930-75918-0019__T2__SCV3FIX__VOICE-6930_CONTENT-260-260-123286-0004,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0004_6930-75918-0019.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0004_6930-75918-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0004_6930-75918-0019__T2__SCV3FIX__VOICE-6930_CONTENT-260-260-123286-0004.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0004_6930-75918-0019__T2__SCV3FIX__VOICE-6930_CONTENT-260-260-123286-0004.wav,8000,27712,-2.7271927808309773,14.45462011431518,17.18181289514616,-2.7261978799630304,14.454639814839794,17.180837694802825
260-123286-0005_237-134500-0039__T1__SCV3FIX__VOICE-260_CONTENT-237-237-134500-0039,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0005_237-134500-0039.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0005_237-134500-0039.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0005_237-134500-0039__T1__SCV3FIX__VOICE-260_CONTENT-237-237-134500-0039.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0005_237-134500-0039__T1__SCV3FIX__VOICE-260_CONTENT-237-237-134500-0039.wav,8000,36992,0.6347176412328299,-17.87087086754521,-18.50558850877804,0.6347164256740383,-17.870223058309872,-18.50493948398391
260-123286-0005_3729-6852-0014__T1__SCV3FIX__VOICE-260_CONTENT-3729-3729-6852-0014,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0005_3729-6852-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0005_3729-6852-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0005_3729-6852-0014__T1__SCV3FIX__VOICE-260_CONTENT-3729-3729-6852-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0005_3729-6852-0014__T1__SCV3FIX__VOICE-260_CONTENT-3729-3729-6852-0014.wav,8000,38464,2.879805796972453,-42.17629184741525,-45.056097644387705,2.8797931939678727,-42.17448411093618,-45.05427730490405
260-123286-0005_3729-6852-0014__T2__SCV3FIX__VOICE-3729_CONTENT-260-260-123286-0005,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0005_3729-6852-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0005_3729-6852-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0005_3729-6852-0014__T2__SCV3FIX__VOICE-3729_CONTENT-260-260-123286-0005.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0005_3729-6852-0014__T2__SCV3FIX__VOICE-3729_CONTENT-260-260-123286-0005.wav,8000,38464,-2.910898076126358,17.8727117515812,20.78360982770756,-2.9108855279320527,17.86853345963618,20.77941898756823
260-123286-0006_4992-41797-0000__T1__SCV3FIX__VOICE-260_CONTENT-4992-4992-41797-0000,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0006_4992-41797-0000.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0006_4992-41797-0000.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0006_4992-41797-0000__T1__SCV3FIX__VOICE-260_CONTENT-4992-4992-41797-0000.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0006_4992-41797-0000__T1__SCV3FIX__VOICE-260_CONTENT-4992-4992-41797-0000.wav,8000,43840,2.7063923875481883,-35.15663569625723,-37.86302808380542,2.713359175426118,-34.9299386953727,-37.64329787079882
260-123286-0006_4992-41797-0000__T2__SCV3FIX__VOICE-4992_CONTENT-260-260-123286-0006,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0006_4992-41797-0000.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0006_4992-41797-0000.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0006_4992-41797-0000__T2__SCV3FIX__VOICE-4992_CONTENT-260-260-123286-0006.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0006_4992-41797-0000__T2__SCV3FIX__VOICE-4992_CONTENT-260-260-123286-0006.wav,8000,43840,-2.5896436474147007,18.55559544674205,21.14523909415675,-2.596792103890113,17.771838154834,20.368630258724114
260-123286-0007_5142-33396-0019__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0019,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0007_5142-33396-0019.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0007_5142-33396-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0007_5142-33396-0019__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0007_5142-33396-0019__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0019.wav,8000,36352,0.1789573539556096,-58.00089053730071,-58.17984789125632,0.17655116266532056,-57.99773203417957,-58.17428319684489
260-123286-0007_5142-33396-0019__T2__SCV3FIX__VOICE-5142_CONTENT-260-260-123286-0007,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0007_5142-33396-0019.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0007_5142-33396-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0007_5142-33396-0019__T2__SCV3FIX__VOICE-5142_CONTENT-260-260-123286-0007.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0007_5142-33396-0019__T2__SCV3FIX__VOICE-5142_CONTENT-260-260-123286-0007.wav,8000,36352,-0.3761231377068353,21.363643218668336,21.73976635637517,-0.37366025844651213,21.363644304976287,21.7373045634228
260-123286-0008_3570-5695-0013__T1__SCV3FIX__VOICE-260_CONTENT-3570-3570-5695-0013,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0008_3570-5695-0013.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0008_3570-5695-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0008_3570-5695-0013__T1__SCV3FIX__VOICE-260_CONTENT-3570-3570-5695-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0008_3570-5695-0013__T1__SCV3FIX__VOICE-260_CONTENT-3570-3570-5695-0013.wav,8000,29824,2.095188073891808,7.470294149656182,5.375106075764374,2.088297781287916,7.206033813445545,5.117736032157629
260-123286-0008_3570-5695-0013__T2__SCV3FIX__VOICE-3570_CONTENT-260-260-123286-0008,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0008_3570-5695-0013.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0008_3570-5695-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0008_3570-5695-0013__T2__SCV3FIX__VOICE-3570_CONTENT-260-260-123286-0008.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0008_3570-5695-0013__T2__SCV3FIX__VOICE-3570_CONTENT-260-260-123286-0008.wav,8000,29824,-2.332912416338268,16.81038248722848,19.143294903566748,-2.325784352601819,16.809978286410846,19.135762639012665
260-123286-0008_4970-29095-0017__T1__SCV3FIX__VOICE-260_CONTENT-4970-4970-29095-0017,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0008_4970-29095-0017.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0008_4970-29095-0017.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0008_4970-29095-0017__T1__SCV3FIX__VOICE-260_CONTENT-4970-4970-29095-0017.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0008_4970-29095-0017__T1__SCV3FIX__VOICE-260_CONTENT-4970-4970-29095-0017.wav,8000,29824,0.7279154670349403,16.10536616470543,15.37745069767049,0.727915257908325,14.673364226150765,13.94544896824244
260-123286-0008_4970-29095-0017__T2__SCV3FIX__VOICE-4970_CONTENT-260-260-123286-0008,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0008_4970-29095-0017.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0008_4970-29095-0017.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0008_4970-29095-0017__T2__SCV3FIX__VOICE-4970_CONTENT-260-260-123286-0008.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0008_4970-29095-0017__T2__SCV3FIX__VOICE-4970_CONTENT-260-260-123286-0008.wav,8000,29824,-0.9232390206928808,21.210286403566705,22.133525424259588,-0.92323892966445,11.983089243712282,12.906328173376732
260-123286-0008_4992-23283-0000__T1__SCV3FIX__VOICE-260_CONTENT-4992-4992-23283-0000,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0008_4992-23283-0000.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0008_4992-23283-0000.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0008_4992-23283-0000__T1__SCV3FIX__VOICE-260_CONTENT-4992-4992-23283-0000.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0008_4992-23283-0000__T1__SCV3FIX__VOICE-260_CONTENT-4992-4992-23283-0000.wav,8000,29824,-0.3584834876672404,-36.24043135413918,-35.88194786647194,-0.3587672055391588,-36.33530730693818,-35.97654010139902
260-123286-0008_4992-23283-0000__T2__SCV3FIX__VOICE-4992_CONTENT-260-260-123286-0008,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0008_4992-23283-0000.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0008_4992-23283-0000.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0008_4992-23283-0000__T2__SCV3FIX__VOICE-4992_CONTENT-260-260-123286-0008.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0008_4992-23283-0000__T2__SCV3FIX__VOICE-4992_CONTENT-260-260-123286-0008.wav,8000,29824,0.3283342841370389,-24.3664347764802,-24.69476906061724,0.3286186553286779,-24.36376647222434,-24.69238512755302
260-123286-0009_1284-1181-0002__T1__SCV3FIX__VOICE-260_CONTENT-1284-1284-1181-0002,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0009_1284-1181-0002.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0009_1284-1181-0002.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0009_1284-1181-0002__T1__SCV3FIX__VOICE-260_CONTENT-1284-1284-1181-0002.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0009_1284-1181-0002__T1__SCV3FIX__VOICE-260_CONTENT-1284-1284-1181-0002.wav,8000,30656,-4.917504253497748,-46.726716610386674,-41.80921235688893,-4.917268271997676,-48.642014526473304,-43.724746254475626
260-123286-0009_1284-1181-0002__T2__SCV3FIX__VOICE-1284_CONTENT-260-260-123286-0009,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0009_1284-1181-0002.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0009_1284-1181-0002.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0009_1284-1181-0002__T2__SCV3FIX__VOICE-1284_CONTENT-260-260-123286-0009.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0009_1284-1181-0002__T2__SCV3FIX__VOICE-1284_CONTENT-260-260-123286-0009.wav,8000,30656,4.6064153795281895,21.158057194644226,16.55164181511603,4.606217891049601,19.613604180978122,15.00738628992852
260-123286-0013_3729-6852-0026__T1__SCV3FIX__VOICE-260_CONTENT-3729-3729-6852-0026,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0013_3729-6852-0026.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0013_3729-6852-0026.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0013_3729-6852-0026__T1__SCV3FIX__VOICE-260_CONTENT-3729-3729-6852-0026.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0013_3729-6852-0026__T1__SCV3FIX__VOICE-260_CONTENT-3729-3729-6852-0026.wav,8000,37504,-3.226847884783504,12.515716619805533,15.742564504589035,-3.22685259365336,12.515700410713503,15.742553004366863
260-123286-0013_3729-6852-0026__T2__SCV3FIX__VOICE-3729_CONTENT-260-260-123286-0013,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0013_3729-6852-0026.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0013_3729-6852-0026.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0013_3729-6852-0026__T2__SCV3FIX__VOICE-3729_CONTENT-260-260-123286-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0013_3729-6852-0026__T2__SCV3FIX__VOICE-3729_CONTENT-260-260-123286-0013.wav,8000,37504,3.374418001007877,16.594109444771775,13.219691443763898,3.374422355805195,15.705175994490517,12.330753638685323
260-123286-0015_237-134493-0001__T1__SCV3FIX__VOICE-260_CONTENT-237-237-134493-0001,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0015_237-134493-0001.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0015_237-134493-0001.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0015_237-134493-0001__T1__SCV3FIX__VOICE-260_CONTENT-237-237-134493-0001.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0015_237-134493-0001__T1__SCV3FIX__VOICE-260_CONTENT-237-237-134493-0001.wav,8000,41664,0.1460984330904507,-25.82427278020624,-25.970371213296687,0.14609686744474995,-25.810082699002454,-25.956179566447204
260-123286-0016_3575-170457-0009__T1__SCV3FIX__VOICE-260_CONTENT-3575-3575-170457-0009,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0016_3575-170457-0009.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0016_3575-170457-0009.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0016_3575-170457-0009__T1__SCV3FIX__VOICE-260_CONTENT-3575-3575-170457-0009.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0016_3575-170457-0009__T1__SCV3FIX__VOICE-260_CONTENT-3575-3575-170457-0009.wav,8000,53824,3.381262816150809,-35.66255565214684,-39.04381846829765,3.381251863643249,-35.65137323587794,-39.03262509952119
260-123286-0016_3575-170457-0009__T2__SCV3FIX__VOICE-3575_CONTENT-260-260-123286-0016,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0016_3575-170457-0009.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/260-123286-0016_3575-170457-0009.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0016_3575-170457-0009__T2__SCV3FIX__VOICE-3575_CONTENT-260-260-123286-0016.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0016_3575-170457-0009__T2__SCV3FIX__VOICE-3575_CONTENT-260-260-123286-0016.wav,8000,53824,-3.258389113727857,16.462101758739994,19.72049087246785,-3.2583723773837256,16.441482751252735,19.69985512863646
260-123286-0017_5142-33396-0019__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0019,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/260-123286-0017_5142-33396-0019.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/260-123286-0017_5142-33396-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/260-123286-0017_5142-33396-0019__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0019.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/pretrained_usef_tfgridnet_scv3_quality/full_infer/est_wavs/260-123286-0017_5142-33396-0019__T1__SCV3FIX__VOICE-260_CONTENT-5142-5142-33396-0019.wav,8000,31744,-3.627658738729267,-2.51646524146597,1.1111934972632969,-3.6292319107093713,-2.5400139357037177,1.0892179750056536
