key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
4077-13754-0001_5142-33396-0065__T1__4077-4077-13754-0001__HSIMV2__8455-8455-210777-0038__SIR0,4077,8455,6,0.0,0.0,0.0,0.0,0.0,44.26344205940044,17.504448265973537
4077-13754-0001_5142-33396-0065__T2__5142-5142-33396-0065__HSIMV2__4970-4970-29095-0038__SIR0,5142,4970,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,65.83771692643717,23.62917921552089
6930-76324-0027_5683-32879-0011__T1__6930-6930-76324-0027__HSIMV2__260-260-123440-0009__SIR0,6930,260,5,0.0,0.0,0.0,0.0,0.0,47.06535868373719,12.97449354722734
6930-76324-0027_5683-32879-0011__T2__5683-5683-32879-0011__HSIMV2__237-237-126133-0025__SIR0,5683,237,6,0.0,0.0,0.0,0.0,0.0,45.99343296433653,20.68998820674145
1188-133604-0025_4992-23283-0016__T1__1188-1188-133604-0025__HSIMV2__2830-2830-3979-0010__SIR0,1188,2830,5,0.0,0.0,0.0,0.0,0.0,56.64445602081158,19.536812189111625
1188-133604-0025_4992-23283-0016__T2__4992-4992-23283-0016__HSIMV2__4446-4446-2275-0026__SIR0,4992,4446,7,0.0,0.0,0.0,0.0,0.0,63.171090035073426,18.61397180523541
5683-32866-0012_121-121726-0001__T1__5683-5683-32866-0012__HSIMV2__237-237-126133-0006__SIR0,5683,237,11,0.0,0.0,0.0,0.0,0.0,47.88410505495487,21.72762242837732
5683-32866-0012_121-121726-0001__T2__121-121-121726-0001__HSIMV2__237-237-134493-0006__SIR0,121,237,6,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,54.06906389254751,22.89763705839855
1995-1837-0025_5142-36377-0017__T1__1995-1995-1837-0025__HSIMV2__2094-2094-142345-0006__SIR0,1995,2094,18,0.5,0.0,0.0,0.0,0.0,48.99878415801075,16.152281025232543
1995-1837-0025_5142-36377-0017__T2__5142-5142-36377-0017__HSIMV2__4970-4970-29095-0006__SIR0,5142,4970,7,0.14285714285714285,0.0,0.0,0.0,0.0,59.46393718797351,22.5893837705532
2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__HSIMV2__1188-1188-133604-0040__SIR0,2830,1188,5,0.0,0.0,0.0,0.0,0.0,42.06529488068261,15.132326221874024
2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__HSIMV2__4970-4970-29095-0002__SIR0,8555,4970,9,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,3.2583915806902897,0.5291100575603164
5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__HSIMV2__1089-1089-134691-0005__SIR0,5639,1089,9,0.1111111111111111,0.0,0.0,0.0,0.0,62.57915906045082,22.526820099218245
5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__HSIMV2__3729-3729-6852-0022__SIR0,4507,3729,5,0.0,0.0,0.0,0.0,0.0,43.236740667488206,12.576482267195864
3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__HSIMV2__4507-4507-16021-0046__SIR0,3729,4507,8,0.0,0.0,0.0,0.0,0.0,53.1985559202449,18.060809106607
3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__HSIMV2__260-260-123288-0006__SIR0,672,260,6,0.0,0.0,0.0,0.0,0.0,59.50026247666028,19.11801950965577
2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__HSIMV2__1188-1188-133604-0036__SIR0,2830,1188,13,0.0,0.0,0.0,0.0,0.0,53.85240969059642,16.973231676491622
2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__HSIMV2__5683-5683-32879-0012__SIR0,237,5683,6,0.0,0.0,0.0,0.3333333333333333,0.0,18.708054578990506,-3.805024625843973
2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__HSIMV2__61-61-70968-0014__SIR0,2300,61,13,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.0,0.0,46.829700808046184,15.94261558687188
2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__HSIMV2__1284-1284-1180-0009__SIR0,4446,1284,11,0.9090909090909091,1.0,0.9090909090909091,1.0,0.9090909090909091,-60.738830490901485,-38.13217688941018
121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__HSIMV2__237-237-126133-0015__SIR0,121,237,5,0.2,1.0,0.2,0.0,0.0,61.4411534134891,27.17326655269152
121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__HSIMV2__5105-5105-28240-0024__SIR0,7021,5105,15,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,52.66923936227308,18.9689903843239
1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__HSIMV2__5105-5105-28240-0019__SIR0,1320,5105,11,0.0,0.0,0.0,0.0,0.0,53.06887239729653,17.739827926814442
