chunks_1s,chunks_2s,ecapa_mismatch_rate_1s,ecapa_mismatch_rate_2s,interferer_spk,key,local_sisdr_gap_mean_1s,local_sisdr_gap_mean_2s,mv_mismatch_rate_1s,mv_mismatch_rate_2s,mv_true_swap_rate_1s,mv_true_swap_rate_2s,target_spk,utterance_si_sdr_gap,utterance_si_sdr_interferer,utterance_si_sdr_target,verifier_instability_rate_1s,verifier_instability_rate_2s
7,3,0.0,0.0,121,61-70970-0000_121-121726-0002,37.21669679984579,38.3055855190598,0.0,0.0,0.0,0.0,61,38.7865836828383,-26.41183201813229,12.374751664706011,0.0,0.0
7,3,0.0,0.0,61,61-70970-0000_121-121726-0002,41.3505846756279,42.729365986065034,0.0,0.0,0.0,0.0,121,42.56216782607522,-26.942544845018194,15.619622981057024,0.8571428571428571,1.0
6,2,0.5,0.0,2830,7021-79730-0004_2830-3980-0009,16.184635667798773,13.249601252231074,0.5,0.0,0.16666666666666666,0.0,7021,11.478999330527872,-7.687883934946341,3.79111539558153,0.16666666666666666,0.5
6,2,0.0,0.0,7021,7021-79730-0004_2830-3980-0009,19.31733609856874,19.248366606662852,0.0,0.0,0.0,0.0,2830,20.7767337875973,-13.348851018219111,7.427882769378189,0.0,0.0
12,5,0.0,0.0,2300,61-70970-0028_2300-131720-0013,29.784639000728276,30.815233339957047,0.0,0.0,0.0,0.0,61,30.877918128116512,-20.781705999154667,10.096212128961843,0.08333333333333333,0.0
12,5,0.0,0.0,61,61-70970-0028_2300-131720-0013,32.29788588083187,32.79421638035621,0.0,0.0,0.0,0.0,2300,32.83070847155563,-21.24855292400083,11.5821555475548,0.0,0.0
15,7,0.06666666666666667,0.0,4507,7021-85628-0018_4507-16021-0039,42.825283875124995,42.777854793615816,0.0,0.0,0.0,0.0,7021,43.017909672563775,-27.32167247475683,15.696237197806946,0.13333333333333333,0.0
15,7,0.0,0.0,7021,7021-85628-0018_4507-16021-0039,39.516348517211114,35.25699675640981,0.0,0.0,0.0,0.0,4507,35.43411509849742,-24.962387759596897,10.471727338900525,0.06666666666666667,0.0
6,2,0.0,0.0,8463,1580-141083-0041_8463-294828-0011,23.578832413951826,20.036370001167533,0.0,0.0,0.0,0.0,1580,22.60968603968032,-15.973786713556368,6.635899326123952,0.16666666666666666,0.0
6,2,0.0,0.0,1580,1580-141083-0041_8463-294828-0011,26.61328285524891,26.50793339151629,0.0,0.0,0.0,0.0,8463,26.971240206772293,-18.236465377573406,8.734774829198887,0.0,0.0
14,6,0.0,0.0,4077,1580-141083-0038_4077-13754-0009,32.34816610703801,32.85740205478777,0.0,0.0,0.0,0.0,1580,32.44549512049849,-22.442841866945283,10.002653253553206,0.0,0.0
14,6,0.0,0.0,1580,1580-141083-0038_4077-13754-0009,34.85572466891746,35.59922960661273,0.0,0.0,0.0,0.0,4077,34.46811854485644,-22.54204430629697,11.926074238559472,0.0,0.0
11,5,0.0,0.0,4446,5639-40744-0033_4446-2273-0035,43.07674454767949,43.94366564367332,0.0,0.0,0.0,0.0,5639,46.052869721045184,-33.60381322993718,12.449056491108003,0.09090909090909091,0.0
11,5,0.0,0.0,5639,5639-40744-0033_4446-2273-0035,44.723997883926,45.708663186558816,0.0,0.0,0.0,0.0,4446,48.65512488498625,-30.45810217208477,18.197022712901482,0.0,0.0
9,4,0.1111111111111111,0.0,3570,4446-2271-0014_3570-5694-0003,20.899973864200035,20.01369142734986,0.1111111111111111,0.0,0.0,0.0,4446,19.97537536341094,-13.792377729831799,6.1829976335791414,0.2222222222222222,0.0
9,4,0.8888888888888888,1.0,4446,4446-2271-0014_3570-5694-0003,-24.32809309816751,-24.097696231636665,0.5555555555555556,1.0,0.5555555555555556,1.0,3570,-24.171785801472048,7.499493161704751,-16.672292639767296,0.3333333333333333,0.0
8,3,0.0,0.0,4970,1995-1837-0027_4970-29095-0022,41.064523853415075,38.51798084149112,0.0,0.0,0.0,0.0,1995,35.18471574214132,-25.120078493040406,10.064637249100915,0.0,0.0
8,3,0.0,0.0,1995,1995-1837-0027_4970-29095-0022,43.576370508620165,44.12424093748803,0.0,0.0,0.0,0.0,4970,38.509365743639975,-25.091435235009993,13.417930508629984,0.0,0.0
7,3,0.0,0.0,2300,4446-2275-0008_2300-131720-0032,32.50147979782626,31.548696132214502,0.0,0.0,0.0,0.0,4446,32.84872824219535,-24.043190905656203,8.805537336539146,0.0,0.0
7,3,0.0,0.0,4446,4446-2275-0008_2300-131720-0032,44.21015248728529,43.88293518604048,0.0,0.0,0.0,0.0,2300,43.68678698241789,-26.97144014636627,16.715346836051623,0.0,0.0
5,2,0.0,0.0,8555,4446-2273-0019_8555-284447-0022,23.519450564933088,28.80151627361309,0.0,0.0,0.0,0.0,4446,25.979075851836825,-16.371063528006687,9.60801232383014,0.4,0.0
5,2,0.2,0.0,4446,4446-2273-0019_8555-284447-0022,3.419873472225863,3.799905542774747,0.2,0.0,0.2,0.0,8555,7.874280586506407,-4.884672002929372,2.9896085835770347,0.4,1.0
10,4,0.0,0.0,8455,3729-6852-0009_8455-210777-0059,33.25421505425554,32.197702924782995,0.0,0.0,0.0,0.0,3729,34.525875437679815,-24.88044768133937,9.64542775634045,0.0,0.0
10,4,0.0,0.0,3729,3729-6852-0009_8455-210777-0059,37.34752276506534,38.654979019606245,0.0,0.0,0.0,0.0,8455,39.933053014941535,-24.92710239480291,15.005950620138623,0.0,0.0
5,2,0.2,0.0,61,8455-210777-0020_61-70968-0054,13.38422402354341,14.08429657863201,0.0,0.0,0.0,0.0,8455,13.719111108213777,-10.717621792086227,3.0014893161275493,0.2,0.0
5,2,0.0,0.0,8455,8455-210777-0020_61-70968-0054,35.83489955078694,37.4372335192474,0.0,0.0,0.0,0.0,61,35.78848343358466,-23.80336344600336,11.985119987581296,0.0,0.0
9,4,0.0,0.0,61,7729-102255-0023_61-70968-0033,21.614065210562348,22.166508511784684,0.0,0.0,0.0,0.0,7729,21.71584851991645,-17.290590412907,4.425258107009446,0.2222222222222222,0.0
9,4,0.0,0.0,7729,7729-102255-0023_61-70968-0033,24.53899408417339,25.673885705371518,0.0,0.0,0.0,0.0,61,26.133852462052936,-16.377906315034895,9.755946147018038,0.0,0.0
11,5,0.9090909090909091,1.0,260,8463-287645-0002_260-123440-0015,-21.440527977392833,-21.76009738650481,0.9090909090909091,1.0,0.9090909090909091,1.0,8463,-16.862492279146224,5.6512720601916975,-11.211220218954526,0.0,0.0
11,5,0.0,0.0,8463,8463-287645-0002_260-123440-0015,36.26694974361356,35.817538542234885,0.0,0.0,0.0,0.0,260,33.17412468056254,-21.312690973002965,11.86143370755958,0.0,0.0
9,4,0.3333333333333333,0.25,4992,6829-68771-0029_4992-41797-0011,28.774491821272633,27.98278479515849,0.2222222222222222,0.0,0.0,0.0,6829,27.639648247102123,-19.275879231878676,8.363769015223447,0.4444444444444444,1.0
9,4,0.0,0.0,6829,6829-68771-0029_4992-41797-0011,16.605230924427403,16.449836420522853,0.0,0.0,0.0,0.0,4992,15.188220771390943,-8.264894609633235,6.923326161757709,0.1111111111111111,0.0
5,2,0.0,0.0,7729,260-123440-0017_7729-102255-0008,25.62554639736883,24.273990908393465,0.0,0.0,0.0,0.0,260,22.53665741714355,-16.073143576843243,6.46351384030031,0.0,0.0
5,2,0.0,0.0,260,260-123440-0017_7729-102255-0008,29.192416277022982,29.12217221898203,0.0,0.0,0.0,0.0,7729,27.79997702557378,-17.647899299046944,10.152077726526835,0.0,0.0
8,3,0.25,0.0,1320,260-123440-0011_1320-122617-0016,38.46691432289751,39.202866353230746,0.0,0.0,0.0,0.0,260,38.05372160815778,-28.15550307382034,9.89821853433744,0.5,0.0
