key,target_spk,interferer_spk,num_chunks,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_true_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
1089-134686-0037_4446-2271-0000__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134686-0037,4446,1089,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.71093356872685,21.18972183715912
1089-134691-0001_1320-122617-0013__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122617-0013,1089,1320,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82586254914108,22.983303088646483
1089-134691-0001_1320-122617-0013__T2__SCV3FIX__VOICE-1320_CONTENT-1089-1089-134691-0001,1320,1089,9,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,1.1599600656678897,-10.392388836452358
1089-134691-0002_4507-16021-0036__T1__SCV3FIX__VOICE-1089_CONTENT-4507-4507-16021-0036,1089,4507,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7721526715225,19.707469899731468
1089-134691-0002_4507-16021-0036__T2__SCV3FIX__VOICE-4507_CONTENT-1089-1089-134691-0002,4507,1089,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.91973647194982,21.31116866048372
1089-134691-0002_8455-210777-0005__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0005,1089,8455,10,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,46.40021506569754,18.70651076455401
1089-134691-0005_908-157963-0011__T1__SCV3FIX__VOICE-1089_CONTENT-908-908-157963-0011,1089,908,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.423335401729894,19.7200333732588
1089-134691-0005_908-157963-0011__T2__SCV3FIX__VOICE-908_CONTENT-1089-1089-134691-0005,908,1089,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.477030121178096,16.108990646304523
1089-134691-0006_4446-2275-0012__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2275-0012,1089,4446,10,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,51.81485885651015,18.8592853582987
1089-134691-0006_4446-2275-0012__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134691-0006,4446,1089,10,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,32.14429526784734,5.870518455425971
1089-134691-0006_4446-2275-0026__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2275-0026,1089,4446,9,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,57.51252391692079,21.62172590886548
1089-134691-0006_4446-2275-0026__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134691-0006,4446,1089,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79088167586998,22.21224841396481
1089-134691-0012_1320-122612-0015__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122612-0015,1089,1320,11,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,55.68383872094091,23.482630235986573
1089-134691-0013_4992-23283-0007__T1__SCV3FIX__VOICE-1089_CONTENT-4992-4992-23283-0007,1089,4992,7,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,48.57824835754262,18.833833168941613
1089-134691-0014_237-134500-0012__T1__SCV3FIX__VOICE-1089_CONTENT-237-237-134500-0012,1089,237,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.42341691952716,25.572682173726783
1089-134691-0014_2830-3980-0041__T1__SCV3FIX__VOICE-1089_CONTENT-2830-2830-3980-0041,1089,2830,8,0.0,0.25,0.5,0.125,0.125,0.0,0.125,0.0,25.138227812859963,6.426471446738676
1089-134691-0014_2830-3980-0041__T2__SCV3FIX__VOICE-2830_CONTENT-1089-1089-134691-0014,2830,1089,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.81158565436886,19.74852517994006
1089-134691-0014_7127-75947-0023__T1__SCV3FIX__VOICE-1089_CONTENT-7127-7127-75947-0023,1089,7127,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.86311895700235,20.712553102864256
1089-134691-0014_7127-75947-0023__T2__SCV3FIX__VOICE-7127_CONTENT-1089-1089-134691-0014,7127,1089,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,54.007398162349716,20.88743654846135
1089-134691-0015_3575-170457-0015__T2__SCV3FIX__VOICE-3575_CONTENT-1089-1089-134691-0015,3575,1089,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2448403076357,22.20512900010485
1089-134691-0015_5683-32879-0011__T1__SCV3FIX__VOICE-1089_CONTENT-5683-5683-32879-0011,1089,5683,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.99256378919665,19.077034372991086
1089-134691-0015_5683-32879-0011__T2__SCV3FIX__VOICE-5683_CONTENT-1089-1089-134691-0015,5683,1089,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.710498594750575,23.09617673334728
1089-134691-0015_672-122797-0050__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0050,1089,672,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.42753699883472,15.354602386003704
1089-134691-0015_672-122797-0050__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134691-0015,672,1089,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-53.161515749572516,-28.20982144029918
1089-134691-0016_260-123286-0009__T1__SCV3FIX__VOICE-1089_CONTENT-260-260-123286-0009,1089,260,10,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,52.335250172549856,22.10160914462192
1089-134691-0016_260-123286-0009__T2__SCV3FIX__VOICE-260_CONTENT-1089-1089-134691-0016,260,1089,10,1.0,0.7,1.0,1.0,0.7,0.7,0.7,0.7,-49.10500621160721,-42.90830272774883
1089-134691-0017_5142-36586-0004__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-36586-0004,1089,5142,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.50728351259635,17.35986570766749
