key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIR0,1089,121,19,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,43.17368817410726,6.406675200434084
1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV3__237-237-126133-0024__SIR0,121,1089,17,0.0,0.0,0.0,0.0,0.0,49.71416106665373,17.57166612606195
1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIR0,1089,260,19,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,43.18823267723308,6.448001812232346
1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV3__672-672-122797-0017__SIR0,260,1089,8,0.0,0.0,0.0,0.0,0.0,61.73507174603987,17.89361019094697
1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIR0,1089,61,19,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,43.16796321648218,6.389027352603628
1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV3__8230-8230-279154-0039__SIR0,61,1089,8,0.0,0.0,0.0,0.0,0.0,47.5728675859292,16.149384444654796
1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV3__8230-8230-279154-0021__SIR0,1089,7729,12,0.0,0.0,0.0,0.0,0.0,49.51840120356976,15.430847698104072
1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV3__7176-7176-88083-0018__SIR0,7729,1089,19,0.0,0.0,0.0,0.0,0.0,43.97952303286231,14.500385631669545
1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0,1089,1284,8,0.0,0.0,0.0,0.0,0.0,58.1889232875368,19.79743030543486
1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV3__4446-4446-2271-0005__SIR0,1284,1089,5,0.0,0.0,0.0,0.0,0.0,49.23337494740375,16.674135838645558
1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0,1089,6829,8,0.0,0.0,0.0,0.0,0.0,58.193474247459406,19.797450624945007
1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV3__4970-4970-29093-0022__SIR0,6829,1089,11,0.0,0.0,0.0,0.0,0.0,51.390635820906716,17.138709300380466
