system,n,si_snri_mean,si_snri_median,drift_col,drift_mean,any_drift_case_rate,high_drift_case_rate,high10_any_n,high10_any_rate,high10_any_si_mean,high10_any_drift_mean,high10_high_n,high10_high_rate,high5_high_n,high5_high_rate,high5_high_si_mean,high5_high_drift_mean,low0_any_n,low0_any_rate,low0_any_si_mean,low0_any_drift_mean,low0_high_n,low0_high_rate,low0_high_si_mean,low0_high_drift_mean,low5_high_n,low5_high_rate,low5_high_si_mean,low5_high_drift_mean,high10_high_si_mean,high10_high_drift_mean
pretrained_usef_tfgridnet_scv3_quality,5256,12.243418074134931,18.26997364142306,two_verifier_true_drift_rate,0.10683971769675661,0.1280441400304414,0.12271689497716895,1,0.0001902587519025875,10.93847865061825,0.0909090909090909,0,0.0,3,0.0005707762557077625,5.704034049411352,0.2074074074074074,646,0.12290715372907153,-31.57587042849999,0.8611299267302857,633,0.1204337899543379,-32.15490858339686,0.8759035709678015,642,0.12214611872146118,-31.686061530801684,0.8678111636455217,,
pretrained_tfmap_context_scv3_quality,5256,15.265340152059062,17.182607948666096,two_verifier_true_drift_rate,0.037378906277804436,0.043949771689497714,0.042427701674277014,1,0.0001902587519025875,10.358032536960508,0.1428571428571428,0,0.0,2,0.000380517503805175,6.897094301976931,0.2,221,0.04204718417047184,-26.285819207124103,0.8801448196588862,217,0.04128614916286149,-26.708191372530386,0.8935475836748127,221,0.04204718417047184,-26.188882411079792,0.8820002166500298,,
bsrnn_usef_scv3_quality,5256,-0.20809170471841706,4.15,two_verifier_true_drift_rate,0.2917378644701525,0.4474885844748858,0.4001141552511416,1,0.0001902587519025875,10.92,0.0769230769230769,0,0.0,12,0.00228310502283105,6.220833333333334,0.2857804232804233,2059,0.3917427701674277,-14.729067508499272,0.7122551875578423,1963,0.3734779299847793,-15.26633723892002,0.7403636986218067,2091,0.3978310502283105,-14.225762792922048,0.7164146972634514,,
bsrnn_tfmap_scv3_quality,5256,-1.3057267884322679,5.415,two_verifier_true_drift_rate,0.3374686387480027,0.4568112633181126,0.4231354642313546,7,0.0013318112633181126,11.852857142857143,0.14090505767524397,1,0.0001902587519025875,9,0.0017123287671232876,6.78,0.3434405101071768,2198,0.4181887366818874,-17.735905368516832,0.7861346538118463,2136,0.4063926940639269,-18.140121722846445,0.8050775444347397,2215,0.4214231354642314,-17.423516930022572,0.7894014851427803,13.09,0.2
bsrnn_context_scv3_quality,5256,-1.9657248858447485,4.02,two_verifier_true_drift_rate,0.34599307802855417,0.4655631659056317,0.4328386605783866,3,0.0005707762557077625,10.733333333333333,0.15498575498575498,1,0.0001902587519025875,8,0.0015220700152207,7.5925,0.25277777777777777,2261,0.4301750380517504,-17.68185758513932,0.7873263827636273,2187,0.4160958904109589,-18.163228166438042,0.8093327495747912,2267,0.4313165905631659,-17.45499338332598,0.7916084029380656,10.48,0.2
