key,target_spk,interferer_spk,content_similarity,sisnr_i,num_chunks,content_mismatch_rate,waveform_interferer_rate,joint_content_waveform_rate,mean_content_gap,min_content_gap,mean_local_si_sdr_gap,content_segment_count,content_max_duration,content_mean_duration,content_first_position
4970-29093-0009_672-122797-0032__T2__SCV3FIX__VOICE-672_CONTENT-4970-4970-29093-0009,672,4970,,-21.27,7,1.0,1.0,1.0,-0.271988391444379,-0.49403544272358507,-37.142911277897625,1,3.5,3.5,0.0
4970-29095-0032_1188-133604-0041__T1__SCV3FIX__VOICE-4970_CONTENT-1188-1188-133604-0041,4970,1188,,-25.72,12,1.0,1.0,1.0,-0.2148481580988311,-0.3716137863213228,-34.62433687170313,1,6.0,6.0,0.0
1320-122617-0022_1284-1180-0025__T1__SCV3FIX__VOICE-1320_CONTENT-1284-1284-1180-0025,1320,1284,,12.9,6,0.0,0.0,0.0,0.26707456753727415,0.06607464035274757,37.233267780782654,0,0.0,0.0,-1.0
2830-3980-0050_260-123286-0000__T1__SCV3FIX__VOICE-2830_CONTENT-260-260-123286-0000,2830,260,,-4.95,13,0.3076923076923077,0.8461538461538461,0.3076923076923077,0.06996477041361632,-0.26777493418154963,-14.181361931521574,2,1.0,1.0,1.0
1320-122617-0003_8230-279154-0039__T1__SCV3FIX__VOICE-1320_CONTENT-8230-8230-279154-0039,1320,8230,,8.38,8,0.0,0.0,0.0,0.20421913722732896,0.057391179235444345,23.723673663771688,0,0.0,0.0,-1.0
4970-29095-0011_6930-75918-0006__T1__SCV3FIX__VOICE-4970_CONTENT-6930-6930-75918-0006,4970,6930,,-25.49,5,1.0,1.0,1.0,-0.24142462254161465,-0.4149566805817869,-30.918357951327984,1,2.5,2.5,0.0
1284-1180-0001_1580-141083-0003__T2__SCV3FIX__VOICE-1580_CONTENT-1284-1284-1180-0001,1580,1284,,17.07,12,0.08333333333333333,0.0,0.0,0.11638974129663819,-0.04557001771207192,29.91632920755786,0,0.0,0.0,-1.0
3570-5694-0008_7021-79740-0002__T1__SCV3FIX__VOICE-3570_CONTENT-7021-7021-79740-0002,3570,7021,,-30.66,17,0.8823529411764706,1.0,0.8823529411764706,-0.12270642594396056,-0.3186738617268001,-42.379314288604654,1,7.0,7.0,1.5
1995-1837-0020_5142-33396-0032__T1__SCV3FIX__VOICE-1995_CONTENT-5142-5142-33396-0032,1995,5142,,-15.49,5,1.0,1.0,1.0,-0.08930709985176111,-0.17620245149560942,-30.164017478942903,1,2.5,2.5,0.0
5105-28233-0005_5683-32865-0003__T1__SCV3FIX__VOICE-5105_CONTENT-5683-5683-32865-0003,5105,5683,,10.34,6,0.16666666666666666,0.0,0.0,0.17095251179795037,-0.31218935295557926,46.621722251798936,0,0.0,0.0,-1.0
4970-29093-0012_7729-102255-0033__T2__SCV3FIX__VOICE-7729_CONTENT-4970-4970-29093-0012,7729,4970,,12.26,12,0.0,0.0,0.0,0.2899080577990968,0.027598788508623517,39.89840627380962,0,0.0,0.0,-1.0
1284-1181-0002_3570-5694-0002__T1__SCV3FIX__VOICE-1284_CONTENT-3570-3570-5694-0002,1284,3570,,9.72,6,0.0,0.0,0.0,0.150690511552774,0.0053906442869808835,26.958896517309352,0,0.0,0.0,-1.0
61-70970-0039_5105-28233-0001__T2__SCV3FIX__VOICE-5105_CONTENT-61-61-70970-0039,5105,61,,-22.04,7,0.7142857142857143,1.0,0.7142857142857143,-0.14551637199404027,-0.33688324016098636,-34.56192647633512,1,2.0,2.0,1.5
4992-41797-0010_7021-79740-0011__T2__SCV3FIX__VOICE-7021_CONTENT-4992-4992-41797-0010,7021,4992,,10.59,12,0.08333333333333333,0.0,0.0,0.046785663293067,-0.5511436099415796,28.053258576168222,0,0.0,0.0,-1.0
8455-210777-0001_237-126133-0021__T1__SCV3FIX__VOICE-8455_CONTENT-237-237-126133-0021,8455,237,,13.55,7,0.0,0.0,0.0,0.16753272088827914,0.009598135756218373,41.07287580383364,0,0.0,0.0,-1.0
4992-23283-0000_121-127105-0011__T2__SCV3FIX__VOICE-121_CONTENT-4992-4992-23283-0000,121,4992,,10.29,10,0.0,0.0,0.0,0.1600940928312861,0.06635713444556246,28.96517066756362,0,0.0,0.0,-1.0
5683-32879-0018_260-123288-0022__T1__SCV3FIX__VOICE-5683_CONTENT-260-260-123288-0022,5683,260,,12.98,6,0.0,0.0,0.0,0.26270773656828955,0.013619126240517643,36.25342362563777,0,0.0,0.0,-1.0
121-121726-0010_260-123286-0031__T2__SCV3FIX__VOICE-260_CONTENT-121-121-121726-0010,260,121,,13.45,8,0.125,0.0,0.0,0.20355491492213224,-0.025306951305317904,37.60251992007845,0,0.0,0.0,-1.0
7127-75947-0019_8463-294825-0003__T2__SCV3FIX__VOICE-8463_CONTENT-7127-7127-75947-0019,8463,7127,,-27.91,5,1.0,1.0,1.0,-0.11871362289274631,-0.24093983897360582,-30.55487920750965,1,2.5,2.5,0.0
3570-5696-0008_4446-2271-0005__T2__SCV3FIX__VOICE-4446_CONTENT-3570-3570-5696-0008,4446,3570,,10.92,5,0.0,0.0,0.0,0.10924472888748397,0.012537360687882915,18.514744066654707,0,0.0,0.0,-1.0
6829-68769-0015_3575-170457-0050__T2__SCV3FIX__VOICE-3575_CONTENT-6829-6829-68769-0015,3575,6829,,-8.13,11,0.6363636363636364,0.9090909090909091,0.6363636363636364,-0.058995506522857295,-0.18793246157482912,-17.840187721948496,2,2.0,1.5,2.0
7127-75946-0027_6930-76324-0011__T1__SCV3FIX__VOICE-7127_CONTENT-6930-6930-76324-0011,7127,6930,,11.21,17,0.11764705882352941,0.0,0.0,0.1405081648272685,-0.13951928540529812,34.52735894701395,0,0.0,0.0,-1.0
3570-5695-0015_6829-68771-0036__T2__SCV3FIX__VOICE-6829_CONTENT-3570-3570-5695-0015,6829,3570,,-23.77,9,0.8888888888888888,1.0,0.8888888888888888,-0.13686989894215257,-0.28262556718541176,-42.546128373736934,1,3.5,3.5,1.0
7176-92135-0041_7127-75947-0037__T2__SCV3FIX__VOICE-7127_CONTENT-7176-7176-92135-0041,7127,7176,,-5.07,8,0.5,0.875,0.5,0.03588648972988574,-0.1312816195029508,-8.899182499909536,1,1.5,1.5,1.5
61-70970-0040_7729-102255-0019__T1__SCV3FIX__VOICE-61_CONTENT-7729-7729-102255-0019,61,7729,,8.65,7,0.0,0.0,0.0,0.21756720448401085,0.13246691751589756,28.75937917364314,0,0.0,0.0,-1.0
7021-85628-0015_4992-41797-0013__T1__SCV3FIX__VOICE-7021_CONTENT-4992-4992-41797-0013,7021,4992,,12.04,18,0.05555555555555555,0.0,0.0,0.24182362132849544,-0.06968256647910831,44.76610858992214,0,0.0,0.0,-1.0
1320-122617-0034_7127-75947-0007__T1__SCV3FIX__VOICE-1320_CONTENT-7127-7127-75947-0007,1320,7127,,-16.02,9,0.7777777777777778,1.0,0.7777777777777778,-0.08963853290509476,-0.2927673400499572,-29.489939420643243,2,2.5,1.75,0.5
6829-68769-0001_7127-75946-0011__T1__SCV3FIX__VOICE-6829_CONTENT-7127-7127-75946-0011,6829,7127,,-30.3,5,1.0,1.0,1.0,-0.12144670944100913,-0.21006520686413233,-31.79321063245151,1,2.5,2.5,0.0
260-123286-0009_1284-1181-0002__T1__SCV3FIX__VOICE-260_CONTENT-1284-1284-1181-0002,260,1284,,-13.75,6,1.0,1.0,1.0,-0.20593942683393748,-0.39378915163544265,-32.7283975931557,1,3.0,3.0,0.0
121-127105-0013_260-123288-0009__T1__SCV3FIX__VOICE-121_CONTENT-260-260-123288-0009,121,260,,7.3,5,0.0,0.0,0.0,0.20396089365324127,0.0002479553173064808,31.52970632211975,0,0.0,0.0,-1.0
237-126133-0007_5683-32865-0004__T2__SCV3FIX__VOICE-5683_CONTENT-237-237-126133-0007,5683,237,,-23.25,13,1.0,1.0,1.0,-0.13428843046256278,-0.21354803551896306,-33.61482268295897,1,6.5,6.5,0.0
61-70968-0000_8555-292519-0000__T1__SCV3FIX__VOICE-61_CONTENT-8555-8555-292519-0000,61,8555,,4.48,8,0.0,0.0,0.0,0.2015544634793806,0.1460237115905748,14.518806506982756,0,0.0,0.0,-1.0
1188-133604-0005_1580-141083-0020__T2__SCV3FIX__VOICE-1580_CONTENT-1188-1188-133604-0005,1580,1188,,-23.59,9,0.8888888888888888,1.0,0.8888888888888888,-0.20508801798769885,-0.33497690484526177,-37.73361984410204,1,3.5,3.5,1.0
3575-170457-0006_5639-40744-0025__T2__SCV3FIX__VOICE-5639_CONTENT-3575-3575-170457-0006,5639,3575,,14.45,15,0.13333333333333333,0.0,0.0,0.18461898320192782,-0.0561399235476252,41.088966974157856,0,0.0,0.0,-1.0
1188-133604-0019_8224-274384-0008__T2__SCV3FIX__VOICE-8224_CONTENT-1188-1188-133604-0019,8224,1188,,12.98,23,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.1500885327822739,-0.21292675384762239,27.274773617644225,0,0.0,0.0,-1.0
672-122797-0021_4446-2273-0032__T2__SCV3FIX__VOICE-4446_CONTENT-672-672-122797-0021,4446,672,,-6.81,7,0.8571428571428571,1.0,0.8571428571428571,-0.10405755937769312,-0.2506473014293148,-23.721851732103925,2,2.0,1.5,0.0
8463-294828-0013_8224-274381-0004__T2__SCV3FIX__VOICE-8224_CONTENT-8463-8463-294828-0013,8224,8463,,14.94,12,0.0,0.0,0.0,0.14838589923541112,0.009922671878843436,40.37971949127129,0,0.0,0.0,-1.0
7176-88083-0025_1089-134686-0033__T2__SCV3FIX__VOICE-1089_CONTENT-7176-7176-88083-0025,1089,7176,,-1.95,5,0.6,1.0,0.6,-0.06573984859388102,-0.19685144011968725,-12.729284609306934,1,1.0,1.0,1.0
2961-961-0015_5683-32865-0015__T1__SCV3FIX__VOICE-2961_CONTENT-5683-5683-32865-0015,2961,5683,,10.46,6,0.3333333333333333,0.0,0.0,0.03223408269928052,-0.1540001095727831,19.78745632687114,1,1.0,1.0,1.0
7127-75946-0007_1580-141084-0034__T1__SCV3FIX__VOICE-7127_CONTENT-1580-1580-141084-0034,7127,1580,,12.74,7,0.0,0.0,0.0,0.2355822037998804,0.16363867713709024,39.87527514065628,0,0.0,0.0,-1.0
4077-13751-0013_908-31957-0023__T2__SCV3FIX__VOICE-908_CONTENT-4077-4077-13751-0013,908,4077,,11.18,7,0.14285714285714285,0.0,0.0,0.06403807417567879,-0.19716870390422114,20.373763488744153,0,0.0,0.0,-1.0
1995-1826-0002_7176-92135-0045__T1__SCV3FIX__VOICE-1995_CONTENT-7176-7176-92135-0045,1995,7176,,4.62,8,0.625,0.125,0.125,-0.002363342841913682,-0.07274013612225416,7.861649081417495,1,1.5,1.5,1.5
4077-13754-0010_4507-16021-0010__T1__SCV3FIX__VOICE-4077_CONTENT-4507-4507-16021-0010,4077,4507,,12.53,22,0.0,0.0,0.0,0.29964027913332997,0.10747712054893876,50.02055144888929,0,0.0,0.0,-1.0
2830-3980-0041_237-126133-0008__T1__SCV3FIX__VOICE-2830_CONTENT-237-237-126133-0008,2830,237,,7.44,6,0.0,0.0,0.0,0.21999082945927798,0.13548236814377668,27.1630566939441,0,0.0,0.0,-1.0
61-70970-0023_908-31957-0009__T2__SCV3FIX__VOICE-908_CONTENT-61-61-70970-0023,908,61,,-14.04,6,1.0,1.0,1.0,-0.20488734713800283,-0.257519218860792,-19.658109297693045,1,3.0,3.0,0.0
