key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
4077-13754-0001_5142-33396-0065__T1__4077-4077-13754-0001__HSIMV3__8455-8455-210777-0049__SIRm5,4077,8455,6,0.0,0.0,0.0,0.0,0.0,41.46137866232629,19.95978914597056
6930-76324-0027_5683-32879-0011__T1__6930-6930-76324-0027__HSIMV3__260-260-123440-0010__SIRm5,6930,260,15,0.0,0.0,0.0,0.0,0.0,48.434534252030566,16.322840517960923
1188-133604-0025_4992-23283-0016__T1__1188-1188-133604-0025__HSIMV3__2830-2830-3980-0050__SIRm5,1188,2830,13,0.0,0.15384615384615385,0.0,0.0,0.0,31.69819751583712,14.3368437600488
5683-32866-0012_121-121726-0001__T1__5683-5683-32866-0012__HSIMV3__237-237-134500-0037__SIRm5,5683,237,13,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.0,0.0,40.02149031913833,20.3364427991817
1995-1837-0025_5142-36377-0017__T1__1995-1995-1837-0025__HSIMV3__2094-2094-142345-0037__SIRm5,1995,2094,18,0.2777777777777778,0.05555555555555555,0.0,0.0,0.0,65.21146893476859,24.745625971766195
2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__HSIMV3__1188-1188-133604-0040__SIRm5,2830,1188,5,0.0,0.0,0.0,0.0,0.0,40.377981971528435,17.13324654183289
5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__HSIMV3__1089-1089-134686-0023__SIRm5,5639,1089,24,0.0,0.0,0.0,0.0,0.0,60.936728053387675,25.390248750674704
3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__HSIMV3__4507-4507-16021-0023__SIRm5,3729,4507,23,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,36.2393715992784,17.38844615131156
2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__HSIMV3__1188-1188-133604-0025__SIRm5,2830,1188,13,0.15384615384615385,0.0,0.0,0.0,0.0,49.939957544325914,19.652574772419527
2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__HSIMV3__61-61-70970-0004__SIRm5,2300,61,20,0.35,0.15,0.1,0.0,0.0,43.413255308921094,20.15140600391051
121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__HSIMV3__237-237-134500-0027__SIRm5,121,237,5,0.2,0.8,0.2,0.0,0.0,55.661344132117925,25.659659620984336
1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__HSIMV3__5105-5105-28240-0019__SIRm5,1320,5105,11,0.0,0.0,0.0,0.0,0.0,54.73249187588106,19.243121495737395
2961-961-0007_6930-76324-0016__T1__2961-2961-961-0007__HSIMV3__3570-3570-5694-0005__SIRm5,2961,3570,15,0.13333333333333333,0.0,0.0,0.0,0.0,54.224169282670104,22.12969475518112
3729-6852-0038_8463-294828-0003__T1__3729-3729-6852-0038__HSIMV3__4507-4507-16021-0014__SIRm5,3729,4507,10,0.2,0.2,0.1,0.0,0.0,35.20056604615401,15.893370466692565
4992-41806-0016_8230-279154-0023__T1__4992-4992-41806-0016__HSIMV3__4446-4446-2271-0004__SIRm5,4992,4446,23,0.34782608695652173,0.30434782608695654,0.043478260869565216,0.0,0.0,48.34824621565918,19.773340949530585
8555-284447-0001_4077-13751-0003__T1__8555-8555-284447-0001__HSIMV3__4970-4970-29095-0038__SIRm5,8555,4970,16,0.3125,0.0,0.0,0.0,0.0,58.975618245370306,25.595544483178
260-123286-0015_237-134493-0001__T1__260-260-123286-0015__HSIMV3__672-672-122797-0034__SIRm5,260,672,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,38.40264833768219,13.697941333833494
1580-141083-0006_7176-88083-0024__T1__1580-1580-141083-0006__HSIMV3__237-237-126133-0001__SIRm5,1580,237,20,0.0,0.1,0.0,0.0,0.0,57.90256215500735,24.52133901825819
260-123286-0005_237-126133-0000__T1__260-260-123286-0005__HSIMV3__672-672-122797-0046__SIRm5,260,672,8,0.0,0.0,0.0,0.0,0.0,41.01752733688404,17.96420889818426
4446-2271-0021_4970-29093-0013__T1__4446-4446-2271-0021__HSIMV3__1284-1284-1180-0027__SIRm5,4446,1284,5,1.0,1.0,1.0,1.0,1.0,-40.68851500286583,-23.25142749049196
