key,target_spk,interferer_spk,num_chunks,mean_local_target_interferer_si_sdr_gap,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_si_sdr_confirmed_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_si_sdr_confirmed_drift_rate,any_two_verifier_content_mismatch,any_two_verifier_si_sdr_confirmed_drift,any_tri_verifier_content_mismatch,any_tri_verifier_si_sdr_confirmed_drift,two_verifier_content_mismatch_ge20pct,two_verifier_si_sdr_confirmed_drift_ge20pct,tri_verifier_content_mismatch_ge20pct,tri_verifier_si_sdr_confirmed_drift_ge20pct
1089-134691-0015_3575-170457-0015__T2__NBASIC__3575,3575,1089,4,36.79389406016951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0020_7021-85628-0000__T1__NBASIC__1089,1089,7021,5,-38.78737528558963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1
1089-134691-0020_7021-85628-0000__T2__NBASIC__7021,7021,1089,5,42.78968742114668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0023_1580-141083-0000__T1__NBASIC__1089,1089,1580,14,35.83035493615944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0023_1580-141083-0000__T2__NBASIC__1580,1580,1089,14,29.091630262796944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0025_4970-29095-0012__T1__NBASIC__1089,1089,4970,8,36.14292453498591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0025_4970-29095-0012__T2__NBASIC__4970,4970,1089,8,36.727684032690135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0001_1995-1826-0012__T1__NBASIC__1188,1188,1995,10,38.10073465591535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0001_1995-1826-0012__T2__NBASIC__1995,1995,1188,10,39.730333679879855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0004_672-122797-0017__T1__NBASIC__1188,1188,672,8,33.28703098914035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0004_672-122797-0017__T2__NBASIC__672,672,1188,8,-29.177521265796678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1
1188-133604-0005_4446-2271-0003__T1__NBASIC__1188,1188,4446,6,36.17173140853632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0005_4446-2271-0003__T2__NBASIC__4446,4446,1188,6,27.433919506590115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0011_4970-29095-0008__T1__NBASIC__1188,1188,4970,5,31.076834664855358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0011_4970-29095-0008__T2__NBASIC__4970,4970,1188,5,27.33348266206553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0012_5105-28241-0016__T1__NBASIC__1188,1188,5105,11,32.30514166271168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0012_5105-28241-0016__T2__NBASIC__5105,5105,1188,11,33.38090605687894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0016_7176-88083-0018__T1__NBASIC__1188,1188,7176,19,21.796245628018696,0.0,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.0,1,0,1,0,0,0,0,0
1188-133604-0016_7176-88083-0018__T2__NBASIC__7176,7176,1188,19,15.896423202051494,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0017_6930-81414-0007__T1__NBASIC__1188,1188,6930,7,45.97957344512284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0017_6930-81414-0007__T2__NBASIC__6930,6930,1188,7,38.51040088362236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0019_8224-274384-0008__T1__NBASIC__1188,1188,8224,23,38.4111900440984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0019_8224-274384-0008__T2__NBASIC__8224,8224,1188,23,-2.791928050228266,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6521739130434783,0.5652173913043478,0.6086956521739131,0.5652173913043478,1,1,1,1,1,1,1,1
1188-133604-0020_3729-6852-0044__T1__NBASIC__1188,1188,3729,12,41.17424818205261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
