condition,cue,n,sisnri_mean,sisnri_median,sisnri_p10,sisnri_p90,sisnri_lt0_rate,sisnri_lt0_count,utterance_si_sdr_target_mean,mixture_si_sdr_target_mean
normal-basic-clean-test fixed-enroll,USEF,2000,10.996691986895451,11.685271110662237,7.101564012275995,15.213247498205723,0.0285,57,10.999162981217813,0.002470994322362128
normal-basic-clean-test fixed-enroll,TFMap,2000,8.98297317531311,10.31847045730687,2.971689370746503,14.280921910496787,0.064,128,8.985444169635473,0.002470994322362128
normal-basic-clean-test fixed-enroll,Context,2000,9.932546461818438,11.656802745867992,3.6394451295491406,15.47136190268928,0.0665,133,9.9350174561408,0.002470994322362128
