cue,key,target_spk,mix_path,target_path,est_path,mix_sisnr,est_sisnr,sisnr_i
TFMap,2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__SIM__1188-1188-133604-0022,2830,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__SIM__1188-1188-133604-0022.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__SIM__1188-1188-133604-0022.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt2643-2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__SIM__1188-1188-133604-0022-T2830.wav,-0.03434284124888086,-3.677457603116268,-3.643114761867387
TFMap,2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__SIM__4970-4970-29093-0023,8555,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__SIM__4970-4970-29093-0023.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__SIM__4970-4970-29093-0023.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt3795-2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__SIM__4970-4970-29093-0023-T8555.wav,0.018002997295283468,10.83787990248112,10.819876905185836
TFMap,5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__SIM__1089-1089-134691-0017,5639,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__SIM__1089-1089-134691-0017.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__SIM__1089-1089-134691-0017.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt253-5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__SIM__1089-1089-134691-0017-T5639.wav,-0.007636546993851184,10.666136665089512,10.673773212083363
TFMap,5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__SIM__3729-3729-6852-0027,4507,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__SIM__3729-3729-6852-0027.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__SIM__3729-3729-6852-0027.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt3807-5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__SIM__3729-3729-6852-0027-T4507.wav,0.09395071062275663,10.176450635063501,10.082499924440745
TFMap,3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__SIM__4507-4507-16021-0050,3729,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__SIM__4507-4507-16021-0050.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__SIM__4507-4507-16021-0050.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt4649-3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__SIM__4507-4507-16021-0050-T3729.wav,-0.12045331191210193,11.83160270901408,11.952056020926182
TFMap,3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__SIM__260-260-123440-0017,672,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__SIM__260-260-123440-0017.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__SIM__260-260-123440-0017.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt4677-3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__SIM__260-260-123440-0017-T672.wav,-0.17772502624561123,1.340211417519519,1.5179364437651302
TFMap,2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__SIM__1188-1188-133604-0036,2830,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__SIM__1188-1188-133604-0036.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__SIM__1188-1188-133604-0036.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt4805-2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__SIM__1188-1188-133604-0036-T2830.wav,-0.10857666484846873,5.7790325204877435,5.8876091853362125
TFMap,2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__SIM__5683-5683-32866-0008,237,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__SIM__5683-5683-32866-0008.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__SIM__5683-5683-32866-0008.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt3399-2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__SIM__5683-5683-32866-0008-T237.wav,-0.07338804854430425,1.7352914072829837,1.808679455827288
TFMap,2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__SIM__61-61-70968-0027,2300,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__SIM__61-61-70968-0027.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__SIM__61-61-70968-0027.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt951-2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__SIM__61-61-70968-0027-T2300.wav,-0.012774956506892048,7.517278384769455,7.530053341276346
TFMap,2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__SIM__1284-1284-134647-0001,4446,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__SIM__1284-1284-134647-0001.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__SIM__1284-1284-134647-0001.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt3721-2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__SIM__1284-1284-134647-0001-T4446.wav,0.023645065173842867,-23.10027167000918,-23.123916735183023
TFMap,121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__SIM__237-237-126133-0002,121,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__SIM__237-237-126133-0002.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__SIM__237-237-126133-0002.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt197-121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__SIM__237-237-126133-0002-T121.wav,-0.043715490479302704,13.386751522503136,13.430467012982438
TFMap,121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__SIM__5105-5105-28240-0008,7021,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__SIM__5105-5105-28240-0008.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__SIM__5105-5105-28240-0008.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt4367-121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__SIM__5105-5105-28240-0008-T7021.wav,0.028974616517126447,10.449109903666818,10.42013528714969
TFMap,1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__SIM__5105-5105-28241-0003,1320,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__SIM__5105-5105-28241-0003.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__SIM__5105-5105-28241-0003.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt225-1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__SIM__5105-5105-28241-0003-T1320.wav,-0.015605004234504932,8.449394719411043,8.464999723645548
TFMap,1320-122617-0025_260-123440-0019__T2__260-260-123440-0019__SIM__672-672-122797-0061,260,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/1320-122617-0025_260-123440-0019__T2__260-260-123440-0019__SIM__672-672-122797-0061.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/1320-122617-0025_260-123440-0019__T2__260-260-123440-0019__SIM__672-672-122797-0061.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt5753-1320-122617-0025_260-123440-0019__T2__260-260-123440-0019__SIM__672-672-122797-0061-T260.wav,-0.04026611763239644,11.309540933921259,11.349807051553656
TFMap,2961-961-0007_6930-76324-0016__T1__2961-2961-961-0007__SIM__3570-3570-5695-0012,2961,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2961-961-0007_6930-76324-0016__T1__2961-2961-961-0007__SIM__3570-3570-5695-0012.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2961-961-0007_6930-76324-0016__T1__2961-2961-961-0007__SIM__3570-3570-5695-0012.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt2691-2961-961-0007_6930-76324-0016__T1__2961-2961-961-0007__SIM__3570-3570-5695-0012-T2961.wav,-0.006328756220482139,13.037134328847861,13.043463085068343
TFMap,2961-961-0007_6930-76324-0016__T2__6930-6930-76324-0016__SIM__260-260-123288-0008,6930,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/2961-961-0007_6930-76324-0016__T2__6930-6930-76324-0016__SIM__260-260-123288-0008.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/2961-961-0007_6930-76324-0016__T2__6930-6930-76324-0016__SIM__260-260-123288-0008.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt1013-2961-961-0007_6930-76324-0016__T2__6930-6930-76324-0016__SIM__260-260-123288-0008-T6930.wav,-0.01326565927068019,11.489813400804817,11.503079060075496
TFMap,3729-6852-0038_8463-294828-0003__T1__3729-3729-6852-0038__SIM__4507-4507-16021-0054,3729,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/3729-6852-0038_8463-294828-0003__T1__3729-3729-6852-0038__SIM__4507-4507-16021-0054.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/3729-6852-0038_8463-294828-0003__T1__3729-3729-6852-0038__SIM__4507-4507-16021-0054.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt947-3729-6852-0038_8463-294828-0003__T1__3729-3729-6852-0038__SIM__4507-4507-16021-0054-T3729.wav,-0.04122414170465035,5.416217736918442,5.457441878623093
TFMap,3729-6852-0038_8463-294828-0003__T2__8463-8463-294828-0003__SIM__4992-4992-41797-0020,8463,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/3729-6852-0038_8463-294828-0003__T2__8463-8463-294828-0003__SIM__4992-4992-41797-0020.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/3729-6852-0038_8463-294828-0003__T2__8463-8463-294828-0003__SIM__4992-4992-41797-0020.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt2481-3729-6852-0038_8463-294828-0003__T2__8463-8463-294828-0003__SIM__4992-4992-41797-0020-T8463.wav,-0.03199935306523993,9.4990412196351,9.53104057270034
TFMap,4992-41806-0016_8230-279154-0023__T1__4992-4992-41806-0016__SIM__4446-4446-2271-0009,4992,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/4992-41806-0016_8230-279154-0023__T1__4992-4992-41806-0016__SIM__4446-4446-2271-0009.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/4992-41806-0016_8230-279154-0023__T1__4992-4992-41806-0016__SIM__4446-4446-2271-0009.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt157-4992-41806-0016_8230-279154-0023__T1__4992-4992-41806-0016__SIM__4446-4446-2271-0009-T4992.wav,-0.002051382220142842,4.205680813274574,4.207732195494716
TFMap,4992-41806-0016_8230-279154-0023__T2__8230-8230-279154-0023__SIM__61-61-70968-0027,8230,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/4992-41806-0016_8230-279154-0023__T2__8230-8230-279154-0023__SIM__61-61-70968-0027.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/4992-41806-0016_8230-279154-0023__T2__8230-8230-279154-0023__SIM__61-61-70968-0027.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt2155-4992-41806-0016_8230-279154-0023__T2__8230-8230-279154-0023__SIM__61-61-70968-0027-T8230.wav,0.09647720534683007,2.999019064233392,2.902541858886562
TFMap,8555-284447-0001_4077-13751-0003__T1__8555-8555-284447-0001__SIM__4970-4970-29095-0022,8555,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/8555-284447-0001_4077-13751-0003__T1__8555-8555-284447-0001__SIM__4970-4970-29095-0022.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/8555-284447-0001_4077-13751-0003__T1__8555-8555-284447-0001__SIM__4970-4970-29095-0022.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt4967-8555-284447-0001_4077-13751-0003__T1__8555-8555-284447-0001__SIM__4970-4970-29095-0022-T8555.wav,0.000326747588949441,-6.889799556713198,-6.8901263043021475
TFMap,8555-284447-0001_4077-13751-0003__T2__4077-4077-13751-0003__SIM__8455-8455-210777-0027,4077,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/8555-284447-0001_4077-13751-0003__T2__4077-4077-13751-0003__SIM__8455-8455-210777-0027.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/8555-284447-0001_4077-13751-0003__T2__4077-4077-13751-0003__SIM__8455-8455-210777-0027.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt1519-8555-284447-0001_4077-13751-0003__T2__4077-4077-13751-0003__SIM__8455-8455-210777-0027-T4077.wav,-0.011389401883750257,5.945675237366819,5.95706463925057
TFMap,260-123286-0015_237-134493-0001__T1__260-260-123286-0015__SIM__672-672-122797-0017,260,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/260-123286-0015_237-134493-0001__T1__260-260-123286-0015__SIM__672-672-122797-0017.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/260-123286-0015_237-134493-0001__T1__260-260-123286-0015__SIM__672-672-122797-0017.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt2279-260-123286-0015_237-134493-0001__T1__260-260-123286-0015__SIM__672-672-122797-0017-T260.wav,-0.08618879389103996,12.5189937745272,12.60518256841824
TFMap,260-123286-0015_237-134493-0001__T2__237-237-134493-0001__SIM__5683-5683-32866-0006,237,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/260-123286-0015_237-134493-0001__T2__237-237-134493-0001__SIM__5683-5683-32866-0006.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/260-123286-0015_237-134493-0001__T2__237-237-134493-0001__SIM__5683-5683-32866-0006.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt1929-260-123286-0015_237-134493-0001__T2__237-237-134493-0001__SIM__5683-5683-32866-0006-T237.wav,-0.047904739488414456,7.149666425612108,7.1975711651005225
TFMap,1580-141083-0006_7176-88083-0024__T1__1580-1580-141083-0006__SIM__237-237-134493-0003,1580,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/1580-141083-0006_7176-88083-0024__T1__1580-1580-141083-0006__SIM__237-237-134493-0003.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/1580-141083-0006_7176-88083-0024__T1__1580-1580-141083-0006__SIM__237-237-134493-0003.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt5507-1580-141083-0006_7176-88083-0024__T1__1580-1580-141083-0006__SIM__237-237-134493-0003-T1580.wav,0.10512338234037552,11.395558825118794,11.290435442778419
TFMap,1580-141083-0006_7176-88083-0024__T2__7176-7176-88083-0024__SIM__61-61-70970-0031,7176,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/mix_clean/1580-141083-0006_7176-88083-0024__T2__7176-7176-88083-0024__SIM__61-61-70970-0031.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_speaker_clean/wav16k/min/test/s1/1580-141083-0006_7176-88083-0024__T2__7176-7176-88083-0024__SIM__61-61-70970-0031.wav,/data/tse_cue_project/diagnostics/stage2_p0_20260604/simspk_sisnri_full/tfmap_part0/audio/Utt4109-1580-141083-0006_7176-88083-0024__T2__7176-7176-88083-0024__SIM__61-61-70970-0031-T7176.wav,-0.01116576022844212,1.7208366155992725,1.7320023758277145
