condition,cue,key,target_spk,utterance_si_sdr_target,mixture_si_sdr_target,traditional_sisnri
normal-basic-clean-test fixed-enroll,USEF,8455-210777-0039_1580-141083-0033,8455,11.27525135751966,-2.9473624383371217,14.22261379585678
normal-basic-clean-test fixed-enroll,USEF,8455-210777-0039_1580-141083-0033,1580,14.583443965941632,3.027971471381086,11.555472494560545
normal-basic-clean-test fixed-enroll,USEF,237-134500-0006_908-157963-0000,237,14.282855701511393,2.593059557715992,11.689796143795402
normal-basic-clean-test fixed-enroll,USEF,237-134500-0006_908-157963-0000,908,10.904770895593908,-2.7847414690331727,13.689512364627081
normal-basic-clean-test fixed-enroll,USEF,4446-2273-0033_8230-279154-0028,4446,11.452414053130486,-2.6358640963371793,14.088278149467666
normal-basic-clean-test fixed-enroll,USEF,4446-2273-0033_8230-279154-0028,8230,14.497476217964664,2.618916169490812,11.878560048473851
normal-basic-clean-test fixed-enroll,USEF,3575-170457-0029_8463-287645-0004,3575,11.606045425969022,-2.909422503129178,14.5154679290982
normal-basic-clean-test fixed-enroll,USEF,3575-170457-0029_8463-287645-0004,8463,-8.430379601828987,2.8171275125413455,-11.247507114370332
normal-basic-clean-test fixed-enroll,USEF,8463-294828-0031_6829-68769-0051,8463,13.695966154503186,3.747289616182494,9.948676538320692
normal-basic-clean-test fixed-enroll,USEF,8463-294828-0031_6829-68769-0051,6829,8.659493529966527,-4.07008608603206,12.729579615998587
normal-basic-clean-test fixed-enroll,USEF,4077-13754-0003_2961-961-0017,4077,15.47613635440154,5.873606520191838,9.602529834209701
normal-basic-clean-test fixed-enroll,USEF,4077-13754-0003_2961-961-0017,2961,9.055780975210322,-5.848489202316412,14.904270177526733
normal-basic-clean-test fixed-enroll,USEF,7176-88083-0008_2830-3980-0048,7176,11.029494719824369,0.8726464062296426,10.156848313594725
normal-basic-clean-test fixed-enroll,USEF,7176-88083-0008_2830-3980-0048,2830,10.03182024261524,-1.084758398369194,11.116578640984434
normal-basic-clean-test fixed-enroll,USEF,6829-68771-0014_4446-2273-0027,6829,12.266819044493278,6.397399444003712,5.869419600489566
normal-basic-clean-test fixed-enroll,USEF,6829-68771-0014_4446-2273-0027,4446,5.557849542160032,-6.962295436929713,12.520144979089745
normal-basic-clean-test fixed-enroll,USEF,1089-134691-0025_4970-29095-0012,1089,12.051734709647892,0.4476789897726818,11.60405571987521
normal-basic-clean-test fixed-enroll,USEF,1089-134691-0025_4970-29095-0012,4970,11.729602788013985,-0.25404349467002757,11.983646282684012
normal-basic-clean-test fixed-enroll,USEF,2300-131720-0024_7176-92135-0003,2300,10.329615332425924,3.166447401658182,7.163167930767742
normal-basic-clean-test fixed-enroll,USEF,2300-131720-0024_7176-92135-0003,7176,5.20213247846776,-3.3430959883243148,8.545228466792075
normal-basic-clean-test fixed-enroll,USEF,237-134500-0023_4992-41806-0006,237,12.246938770822736,1.6401351507747852,10.60680362004795
normal-basic-clean-test fixed-enroll,USEF,237-134500-0023_4992-41806-0006,4992,10.094864510413217,-1.6042058162836816,11.699070326696898
normal-basic-clean-test fixed-enroll,USEF,7021-79740-0009_8463-294828-0014,7021,14.089418246702136,1.5151413059079823,12.574276940794153
normal-basic-clean-test fixed-enroll,USEF,7021-79740-0009_8463-294828-0014,8463,12.306289521478933,-1.5288437684048295,13.835133289883762
normal-basic-clean-test fixed-enroll,USEF,4077-13751-0006_8555-292519-0011,4077,16.7117296825984,2.1466354279636635,14.565094254634737
normal-basic-clean-test fixed-enroll,USEF,4077-13751-0006_8555-292519-0011,8555,15.660807595544576,-2.0389438924036947,17.69975148794827
normal-basic-clean-test fixed-enroll,USEF,8230-279154-0034_5142-33396-0014,8230,13.114634924571822,0.6115753357323486,12.503059588839474
normal-basic-clean-test fixed-enroll,USEF,8230-279154-0034_5142-33396-0014,5142,11.55004892915746,-0.472208502548112,12.022257431705572
normal-basic-clean-test fixed-enroll,USEF,61-70968-0035_672-122797-0025,61,12.865061265572637,4.296648710866839,8.568412554705798
normal-basic-clean-test fixed-enroll,USEF,61-70968-0035_672-122797-0025,672,7.633134349775688,-4.3554094373028684,11.988543787078555
normal-basic-clean-test fixed-enroll,USEF,4507-16021-0055_1580-141083-0013,4507,16.663847464363208,6.110592059315475,10.553255405047732
normal-basic-clean-test fixed-enroll,USEF,4507-16021-0055_1580-141083-0013,1580,9.10004945894909,-6.1461442581344645,15.246193717083555
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0000_3729-6852-0002,5683,12.498455406484675,6.894407367535116,5.604048038949559
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0000_3729-6852-0002,3729,6.815980239232489,-6.972509576822567,13.788489816055055
normal-basic-clean-test fixed-enroll,USEF,3570-5694-0021_237-134500-0014,3570,4.724268786689176,-3.8153259554426255,8.539594742131802
normal-basic-clean-test fixed-enroll,USEF,3570-5694-0021_237-134500-0014,237,12.302719227512462,3.572721736834854,8.729997490677608
normal-basic-clean-test fixed-enroll,USEF,5683-32866-0009_6829-68769-0020,5683,12.916176326234469,1.2097491979767419,11.706427128257728
normal-basic-clean-test fixed-enroll,USEF,5683-32866-0009_6829-68769-0020,6829,12.557677150661902,-1.5088136677360817,14.066490818397984
normal-basic-clean-test fixed-enroll,USEF,5142-33396-0009_2961-961-0021,5142,10.525462951037312,1.0579117336249684,9.467551217412344
normal-basic-clean-test fixed-enroll,USEF,5142-33396-0009_2961-961-0021,2961,11.364402307746628,-1.0299252530436414,12.39432756079027
normal-basic-clean-test fixed-enroll,USEF,5105-28233-0000_1221-135767-0018,5105,11.745643119386514,0.2670069670279344,11.47863615235858
normal-basic-clean-test fixed-enroll,USEF,5105-28233-0000_1221-135767-0018,1221,11.286988667856246,-0.08720800591294313,11.37419667376919
normal-basic-clean-test fixed-enroll,USEF,7729-102255-0043_1284-1180-0003,7729,14.940432900492665,6.15644880808799,8.783984092404674
normal-basic-clean-test fixed-enroll,USEF,7729-102255-0043_1284-1180-0003,1284,7.020384901062668,-5.794922559985814,12.815307461048482
normal-basic-clean-test fixed-enroll,USEF,5683-32866-0006_8463-294828-0027,5683,15.740969158077874,3.8590336691342983,11.881935488943576
normal-basic-clean-test fixed-enroll,USEF,5683-32866-0006_8463-294828-0027,8463,12.259798408857762,-3.9654642523418087,16.225262661199572
normal-basic-clean-test fixed-enroll,USEF,7176-88083-0002_8455-210777-0023,7176,8.362675251212675,-3.0600398553352615,11.422715106547937
normal-basic-clean-test fixed-enroll,USEF,7176-88083-0002_8455-210777-0023,8455,12.788892941033383,3.119683564496105,9.669209376537278
normal-basic-clean-test fixed-enroll,USEF,2830-3980-0073_2300-131720-0015,2830,15.26909533747006,6.691625602849836,8.577469734620225
normal-basic-clean-test fixed-enroll,USEF,2830-3980-0073_2300-131720-0015,2300,7.802262886477674,-6.255665227939444,14.057928114417118
normal-basic-clean-test fixed-enroll,USEF,6930-81414-0019_8463-287645-0005,6930,13.846294861342674,0.9599641858772983,12.886330675465375
normal-basic-clean-test fixed-enroll,USEF,6930-81414-0019_8463-287645-0005,8463,-4.564309779182438,-1.0445307318935995,-3.519779047288839
normal-basic-clean-test fixed-enroll,USEF,5142-33396-0036_7127-75946-0011,5142,10.406797058269996,0.13844449164746842,10.268352566622527
normal-basic-clean-test fixed-enroll,USEF,5142-33396-0036_7127-75946-0011,7127,10.444061482615446,-0.3246494086625729,10.768710891278019
normal-basic-clean-test fixed-enroll,USEF,4992-41806-0003_5683-32879-0016,4992,15.462049932199154,2.287241054928503,13.174808877270651
normal-basic-clean-test fixed-enroll,USEF,4992-41806-0003_5683-32879-0016,5683,13.371106699696334,-2.314011428300013,15.685118127996347
normal-basic-clean-test fixed-enroll,USEF,1995-1836-0011_8463-294825-0015,1995,15.737388336804743,3.2250838036963203,12.512304533108423
normal-basic-clean-test fixed-enroll,USEF,1995-1836-0011_8463-294825-0015,8463,11.530695816973752,-3.3747679169807334,14.905463733954486
normal-basic-clean-test fixed-enroll,USEF,61-70968-0025_6930-76324-0006,61,9.44150357285903,3.464486932985947,5.977016639873083
normal-basic-clean-test fixed-enroll,USEF,61-70968-0025_6930-76324-0006,6930,7.553809779217496,-3.6134187473480095,11.167228526565506
normal-basic-clean-test fixed-enroll,USEF,1089-134691-0006_4446-2275-0012,1089,14.207986548935946,2.979112119614636,11.228874429321309
normal-basic-clean-test fixed-enroll,USEF,1089-134691-0006_4446-2275-0012,4446,11.18587227837693,-2.754291325513922,13.940163603890852
normal-basic-clean-test fixed-enroll,USEF,1320-122612-0010_3570-5695-0003,1320,13.2532673792704,-1.4133295612411678,14.666596940511567
normal-basic-clean-test fixed-enroll,USEF,1320-122612-0010_3570-5695-0003,3570,14.767605099239177,1.5249923449326472,13.24261275430653
normal-basic-clean-test fixed-enroll,USEF,1320-122612-0000_6829-68769-0000,1320,13.799118159901033,1.168384988851319,12.630733171049714
normal-basic-clean-test fixed-enroll,USEF,1320-122612-0000_6829-68769-0000,6829,12.748889003228363,-0.9701648409525333,13.719053844180896
normal-basic-clean-test fixed-enroll,USEF,6930-75918-0005_237-134493-0004,6930,11.35403187000712,0.1762767661494989,11.17775510385762
normal-basic-clean-test fixed-enroll,USEF,6930-75918-0005_237-134493-0004,237,11.396315167420772,-0.24022697202860016,11.636542139449372
normal-basic-clean-test fixed-enroll,USEF,6930-75918-0016_4446-2271-0020,6930,9.905182928208164,-6.728214402825664,16.633397331033827
normal-basic-clean-test fixed-enroll,USEF,6930-75918-0016_4446-2271-0020,4446,-21.239932933279853,6.673576737577255,-27.91350967085711
normal-basic-clean-test fixed-enroll,USEF,1320-122612-0014_908-31957-0016,1320,4.829273978463819,-4.5770301409122,9.406304119376019
normal-basic-clean-test fixed-enroll,USEF,1320-122612-0014_908-31957-0016,908,13.401689131934004,4.684347980820199,8.717341151113805
normal-basic-clean-test fixed-enroll,USEF,7729-102255-0027_8463-294828-0017,7729,17.08788977365803,5.68373863947013,11.4041511341879
normal-basic-clean-test fixed-enroll,USEF,7729-102255-0027_8463-294828-0017,8463,11.18479555691026,-5.560701925227013,16.745497482137274
normal-basic-clean-test fixed-enroll,USEF,6930-75918-0014_908-157963-0004,6930,10.90728534293671,-0.023267905486865536,10.930553248423575
normal-basic-clean-test fixed-enroll,USEF,6930-75918-0014_908-157963-0004,908,10.48620178615409,0.11083241744138307,10.375369368712708
normal-basic-clean-test fixed-enroll,USEF,7021-79730-0006_8455-210777-0037,7021,6.126586902536376,-0.7208554148296743,6.84744231736605
normal-basic-clean-test fixed-enroll,USEF,7021-79730-0006_8455-210777-0037,8455,9.14887219622273,0.750272818237233,8.398599377985496
normal-basic-clean-test fixed-enroll,USEF,6829-68769-0026_1284-1180-0030,6829,9.932668151193658,-0.3456114755503367,10.278279626743995
normal-basic-clean-test fixed-enroll,USEF,6829-68769-0026_1284-1180-0030,1284,9.557587940816044,0.02690368221295938,9.530684258603085
normal-basic-clean-test fixed-enroll,USEF,7729-102255-0025_5639-40744-0026,7729,13.120520940168046,1.7904382909132024,11.330082649254843
normal-basic-clean-test fixed-enroll,USEF,7729-102255-0025_5639-40744-0026,5639,12.067985687975382,-1.7504252584997841,13.818410946475165
normal-basic-clean-test fixed-enroll,USEF,6829-68771-0012_7127-75947-0038,6829,12.668627035999478,1.6752266141876924,10.993400421811785
normal-basic-clean-test fixed-enroll,USEF,6829-68771-0012_7127-75947-0038,7127,10.42043673432987,-1.622379015964587,12.042815750294457
normal-basic-clean-test fixed-enroll,USEF,5683-32866-0018_8463-294825-0012,5683,13.017883729849116,1.9993482182942595,11.018535511554855
normal-basic-clean-test fixed-enroll,USEF,5683-32866-0018_8463-294825-0012,8463,11.915340566913272,-2.0427514268666327,13.958091993779906
normal-basic-clean-test fixed-enroll,USEF,672-122797-0052_2961-960-0004,672,6.84412941607034,4.616563295048227,2.2275661210221127
normal-basic-clean-test fixed-enroll,USEF,672-122797-0052_2961-960-0004,2961,0.151184340035175,-4.462976062025593,4.614160402060768
normal-basic-clean-test fixed-enroll,USEF,5683-32865-0006_908-157963-0020,5683,8.184375460143672,-4.717204529782393,12.901579989926065
normal-basic-clean-test fixed-enroll,USEF,5683-32865-0006_908-157963-0020,908,13.034481352103098,4.795663353645364,8.238817998457733
normal-basic-clean-test fixed-enroll,USEF,237-126133-0006_5639-40744-0018,237,11.254135366785388,-0.094240205245885,11.348375572031273
normal-basic-clean-test fixed-enroll,USEF,237-126133-0006_5639-40744-0018,5639,11.57955414607428,-0.0006903967888985567,11.580244542863179
normal-basic-clean-test fixed-enroll,USEF,1580-141084-0032_260-123440-0016,1580,12.413611032352614,-2.5874261552424644,15.00103718759508
normal-basic-clean-test fixed-enroll,USEF,1580-141084-0032_260-123440-0016,260,15.08539824189272,2.7106870052354886,12.374711236657232
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0003_5142-33396-0035,5683,14.036872933646649,9.020901288085051,5.0159716455615975
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0003_5142-33396-0035,5142,4.066740933275989,-9.060949571816868,13.127690505092858
normal-basic-clean-test fixed-enroll,USEF,1188-133604-0017_6930-81414-0007,1188,17.65199497642563,6.678406545405102,10.973588431020527
normal-basic-clean-test fixed-enroll,USEF,1188-133604-0017_6930-81414-0007,6930,10.375547255386268,-6.651306749827775,17.02685400521404
normal-basic-clean-test fixed-enroll,USEF,61-70968-0004_1188-133604-0014,61,-2.3971945679199544,1.1023477066503276,-3.499542274570282
normal-basic-clean-test fixed-enroll,USEF,61-70968-0004_1188-133604-0014,1188,8.41916453930941,-0.8495033439473614,9.268667883256771
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0020_2830-3980-0029,7176,4.052824808977301,-0.5285007155431116,4.5813255245204125
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0020_2830-3980-0029,2830,7.769715087605467,0.26432538821859497,7.505389699386871
normal-basic-clean-test fixed-enroll,USEF,3575-170457-0013_908-31957-0014,3575,12.916838230449008,0.3286334228148138,12.588204807634193
normal-basic-clean-test fixed-enroll,USEF,3575-170457-0013_908-31957-0014,908,12.014795515785089,-0.5347944133565522,12.549589929141641
normal-basic-clean-test fixed-enroll,USEF,61-70970-0007_4507-16021-0035,61,11.868771356564409,-1.8146741300923919,13.683445486656801
normal-basic-clean-test fixed-enroll,USEF,61-70970-0007_4507-16021-0035,4507,13.404461200836533,1.8504142078194186,11.554046993017113
normal-basic-clean-test fixed-enroll,USEF,7021-79740-0003_1320-122617-0010,7021,7.820772958452677,-8.50704545654959,16.32781841500227
normal-basic-clean-test fixed-enroll,USEF,7021-79740-0003_1320-122617-0010,1320,15.450432416038684,8.37326331232058,7.077169103718104
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0015_5105-28241-0005,6930,9.37127019005358,3.5742301797802813,5.7970400102732995
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0015_5105-28241-0005,5105,8.355471209189822,-3.5204064299146665,11.87587763910449
normal-basic-clean-test fixed-enroll,USEF,1089-134686-0036_6930-75918-0008,1089,12.743757497405156,0.9328998869321548,11.810857610473
normal-basic-clean-test fixed-enroll,USEF,1089-134686-0036_6930-75918-0008,6930,11.651131866519018,-0.8574379408908152,12.508569807409833
normal-basic-clean-test fixed-enroll,USEF,7127-75946-0009_1580-141083-0010,7127,6.097522018856612,0.04313946043356883,6.054382558423043
normal-basic-clean-test fixed-enroll,USEF,7127-75946-0009_1580-141083-0010,1580,10.586712163601284,-0.10285818528221352,10.689570348883498
normal-basic-clean-test fixed-enroll,USEF,7127-75946-0025_7021-85628-0002,7127,12.63243207030672,-0.3269073014143864,12.959339371721107
normal-basic-clean-test fixed-enroll,USEF,7127-75946-0025_7021-85628-0002,7021,12.962323150501325,0.2194354970641321,12.742887653437192
normal-basic-clean-test fixed-enroll,USEF,7021-79759-0005_2094-142345-0049,7021,10.316077824780816,1.1377550998656594,9.178322724915157
normal-basic-clean-test fixed-enroll,USEF,7021-79759-0005_2094-142345-0049,2094,10.309100676984237,-1.0343070611367713,11.343407738121009
normal-basic-clean-test fixed-enroll,USEF,1995-1836-0012_4446-2275-0034,1995,16.98672028725244,1.975098662396978,15.011621624855461
normal-basic-clean-test fixed-enroll,USEF,1995-1836-0012_4446-2275-0034,4446,14.493138262782455,-2.143065427510293,16.63620369029275
normal-basic-clean-test fixed-enroll,USEF,2830-3980-0007_6829-68769-0014,2830,13.85558662780963,0.5827869849412524,13.272799642868378
normal-basic-clean-test fixed-enroll,USEF,2830-3980-0007_6829-68769-0014,6829,14.097871063508702,-0.35983933938953827,14.45771040289824
normal-basic-clean-test fixed-enroll,USEF,1284-1181-0000_121-121726-0008,1284,18.652571017354425,6.824563884032396,11.828007133322028
normal-basic-clean-test fixed-enroll,USEF,1284-1181-0000_121-121726-0008,121,9.963758311058443,-6.62787385329517,16.591632164353612
normal-basic-clean-test fixed-enroll,USEF,7021-85628-0016_8555-284449-0002,7021,13.5056349616149,-3.286348487067099,16.791983448682
normal-basic-clean-test fixed-enroll,USEF,7021-85628-0016_8555-284449-0002,8555,16.460215209046794,3.074199564520156,13.386015644526637
normal-basic-clean-test fixed-enroll,USEF,4970-29093-0007_1995-1826-0002,4970,13.803517183450545,-2.4422227724789507,16.245739955929494
normal-basic-clean-test fixed-enroll,USEF,4970-29093-0007_1995-1826-0002,1995,16.52246263695372,2.3721544293076007,14.150308207646118
normal-basic-clean-test fixed-enroll,USEF,237-134500-0040_1284-134647-0007,237,9.482762167580832,-3.6050872457040612,13.087849413284893
normal-basic-clean-test fixed-enroll,USEF,237-134500-0040_1284-134647-0007,1284,12.936912942351434,3.7846041740385914,9.152308768312842
normal-basic-clean-test fixed-enroll,USEF,3575-170457-0047_5105-28240-0009,3575,11.870506633932807,-2.6649071833315623,14.53541381726437
normal-basic-clean-test fixed-enroll,USEF,3575-170457-0047_5105-28240-0009,5105,13.656280949526067,2.4990485392158455,11.157232410310222
normal-basic-clean-test fixed-enroll,USEF,4077-13751-0008_1089-134691-0016,4077,8.95909524471185,-2.620630240531367,11.579725485243218
normal-basic-clean-test fixed-enroll,USEF,4077-13751-0008_1089-134691-0016,1089,14.11813642518485,2.591015701701349,11.527120723483502
normal-basic-clean-test fixed-enroll,USEF,4970-29093-0004_8455-210777-0070,4970,12.85922366867069,-1.2236901424048188,14.082913811075509
normal-basic-clean-test fixed-enroll,USEF,4970-29093-0004_8455-210777-0070,8455,13.563492135832876,1.0590704625764678,12.504421673256408
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0020_7127-75946-0015,6930,7.318340900446612,1.089049510135074,6.229291390311538
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0020_7127-75946-0015,7127,0.9792844903481588,-1.1631567028216108,2.1424411931697698
normal-basic-clean-test fixed-enroll,USEF,7176-88083-0009_5105-28241-0002,7176,14.185546122169422,1.974374306711405,12.211171815458016
normal-basic-clean-test fixed-enroll,USEF,7176-88083-0009_5105-28241-0002,5105,12.196373744434958,-2.073997137452376,14.270370881887334
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0012_4992-41797-0000,7176,14.509288810197958,-0.3334056103792251,14.842694420577184
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0012_4992-41797-0000,4992,14.100320991011351,0.2809986102599273,13.819322380751425
normal-basic-clean-test fixed-enroll,USEF,672-122797-0046_2961-961-0003,672,-4.613409688188138,2.026138456485707,-6.639548144673846
normal-basic-clean-test fixed-enroll,USEF,672-122797-0046_2961-961-0003,2961,9.396162259402082,-1.7608200647480954,11.156982324150178
normal-basic-clean-test fixed-enroll,USEF,2830-3980-0072_3575-170457-0021,2830,11.718021860766408,-1.9679604285302144,13.685982289296621
normal-basic-clean-test fixed-enroll,USEF,2830-3980-0072_3575-170457-0021,3575,14.046818402538026,1.9825459403917622,12.064272462146263
normal-basic-clean-test fixed-enroll,USEF,8463-287645-0013_5142-33396-0037,8463,-24.143028133376777,-3.724802176100981,-20.418225957275798
normal-basic-clean-test fixed-enroll,USEF,8463-287645-0013_5142-33396-0037,5142,15.09642032460428,3.9395599139741897,11.15686041063009
normal-basic-clean-test fixed-enroll,USEF,8463-287645-0011_2961-960-0005,8463,-20.33408958622866,-0.10491191549808196,-20.22917767073058
normal-basic-clean-test fixed-enroll,USEF,8463-287645-0011_2961-960-0005,2961,13.496167009869795,0.09000420138553605,13.40616280848426
normal-basic-clean-test fixed-enroll,USEF,5142-36377-0022_4992-41797-0015,5142,9.560823784722508,-0.2262394720477191,9.787063256770228
normal-basic-clean-test fixed-enroll,USEF,5142-36377-0022_4992-41797-0015,4992,8.17870919152888,0.2514589111877207,7.927250280341159
normal-basic-clean-test fixed-enroll,USEF,2300-131720-0030_1089-134686-0025,2300,14.83338812441798,7.932205007903427,6.901183116514552
normal-basic-clean-test fixed-enroll,USEF,2300-131720-0030_1089-134686-0025,1089,6.837194899027375,-8.090582381890428,14.927777280917804
normal-basic-clean-test fixed-enroll,USEF,1320-122617-0003_1580-141084-0014,1320,17.249428704549665,7.890111737368949,9.359316967180716
normal-basic-clean-test fixed-enroll,USEF,1320-122617-0003_1580-141084-0014,1580,8.672818019429991,-7.980982574441409,16.653800593871402
normal-basic-clean-test fixed-enroll,USEF,4992-41806-0001_7127-75947-0028,4992,12.2337520033984,-2.5916811194240283,14.825433122822428
normal-basic-clean-test fixed-enroll,USEF,4992-41806-0001_7127-75947-0028,7127,13.856014901016234,2.4670501501122217,11.388964750904012
normal-basic-clean-test fixed-enroll,USEF,237-134493-0015_5105-28240-0008,237,13.807819198202118,0.4718382060152693,13.33598099218685
normal-basic-clean-test fixed-enroll,USEF,237-134493-0015_5105-28240-0008,5105,7.882674375338535,-0.36335839304386325,8.246032768382399
normal-basic-clean-test fixed-enroll,USEF,260-123286-0028_5683-32866-0014,260,13.784191951934304,2.675074715772856,11.109117236161447
normal-basic-clean-test fixed-enroll,USEF,260-123286-0028_5683-32866-0014,5683,11.332391785133249,-2.628874946469384,13.961266731602633
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0023_6829-68771-0003,5683,8.555849874786027,-5.92377708075139,14.479626955537416
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0023_6829-68771-0003,6829,14.42172627819961,5.448429970195527,8.973296308004084
normal-basic-clean-test fixed-enroll,USEF,8230-279154-0005_2300-131720-0038,8230,7.439670542534178,-3.029756382535079,10.469426925069257
normal-basic-clean-test fixed-enroll,USEF,8230-279154-0005_2300-131720-0038,2300,7.400836122773102,3.4372228155422735,3.9636133072308284
normal-basic-clean-test fixed-enroll,USEF,4970-29095-0026_6829-68769-0044,4970,17.245097498507256,4.851421885197481,12.393675613309775
normal-basic-clean-test fixed-enroll,USEF,4970-29095-0026_6829-68769-0044,6829,11.620052533060692,-4.937485541488731,16.557538074549424
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0023_1188-133604-0032,7176,7.203200894506368,0.12376876995565027,7.079432124550718
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0023_1188-133604-0032,1188,10.266808852900656,-0.4192842021333432,10.686093055034
normal-basic-clean-test fixed-enroll,USEF,4446-2273-0005_1284-1181-0003,4446,7.141996714013943,-8.041717626622756,15.183714340636698
normal-basic-clean-test fixed-enroll,USEF,4446-2273-0005_1284-1181-0003,1284,15.949302870116783,7.956905881905963,7.99239698821082
normal-basic-clean-test fixed-enroll,USEF,2094-142345-0028_8455-210777-0038,2094,16.66530406370022,3.4056325209208422,13.259671542779376
normal-basic-clean-test fixed-enroll,USEF,2094-142345-0028_8455-210777-0038,8455,12.041471706148128,-3.436982453018134,15.478454159166262
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0004_61-70968-0047,6930,9.907923173397482,-0.6218633540397697,10.52978652743725
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0004_61-70968-0047,61,8.67263615179034,0.4276356492370871,8.245000502553252
normal-basic-clean-test fixed-enroll,USEF,4970-29095-0034_4992-23283-0019,4970,9.76741304414643,-3.6497712319352313,13.417184276081661
normal-basic-clean-test fixed-enroll,USEF,4970-29095-0034_4992-23283-0019,4992,13.179775677932756,3.605277756790338,9.574497921142418
normal-basic-clean-test fixed-enroll,USEF,8555-284449-0006_2830-3980-0011,8555,9.654894598959322,-2.499429396231595,12.154323995190918
normal-basic-clean-test fixed-enroll,USEF,8555-284449-0006_2830-3980-0011,2830,8.236903632825443,2.782025651362555,5.4548779814628885
normal-basic-clean-test fixed-enroll,USEF,121-121726-0003_672-122797-0059,121,6.506920469870191,1.8091213511917177,4.697799118678473
normal-basic-clean-test fixed-enroll,USEF,121-121726-0003_672-122797-0059,672,-6.81918889130662,-1.9081624727598263,-4.911026418546793
normal-basic-clean-test fixed-enroll,USEF,4446-2271-0013_1284-1180-0024,4446,-2.0945145751847427,0.7724199944353437,-2.8669345696200863
normal-basic-clean-test fixed-enroll,USEF,4446-2271-0013_1284-1180-0024,1284,9.628108266342464,-0.8350561464059896,10.463164412748453
normal-basic-clean-test fixed-enroll,USEF,5142-36377-0001_1221-135767-0007,5142,8.134490682929961,-0.6042151773723552,8.738705860302316
normal-basic-clean-test fixed-enroll,USEF,5142-36377-0001_1221-135767-0007,1221,8.707289980065235,0.49492409085718925,8.212365889208046
normal-basic-clean-test fixed-enroll,USEF,5683-32865-0013_3570-5694-0001,5683,16.852578704810686,1.4843050572167915,15.368273647593893
normal-basic-clean-test fixed-enroll,USEF,5683-32865-0013_3570-5694-0001,3570,15.568624723953173,-1.5057460064755404,17.07437073042871
normal-basic-clean-test fixed-enroll,USEF,8463-294828-0002_7176-92135-0044,8463,11.13386770555944,-3.61002789037409,14.74389559593353
normal-basic-clean-test fixed-enroll,USEF,8463-294828-0002_7176-92135-0044,7176,14.979044001069418,3.6472905329141407,11.331753468155277
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0026_8455-210777-0062,6930,9.794069894147988,-6.544425838445973,16.338495732593962
normal-basic-clean-test fixed-enroll,USEF,6930-76324-0026_8455-210777-0062,8455,14.252750973556918,6.587005285761299,7.665745687795619
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0014_1089-134691-0004,7176,4.172654741417729,-5.399560284144265,9.572215025561993
normal-basic-clean-test fixed-enroll,USEF,7176-92135-0014_1089-134691-0004,1089,10.745354486767177,5.193510215675799,5.551844271091378
normal-basic-clean-test fixed-enroll,USEF,1221-135766-0003_908-31957-0002,1221,13.93720041687148,4.395293076540324,9.541907340331157
normal-basic-clean-test fixed-enroll,USEF,1221-135766-0003_908-31957-0002,908,9.012808226467424,-4.406955273588319,13.419763500055744
normal-basic-clean-test fixed-enroll,USEF,908-31957-0004_4446-2275-0016,908,10.954231213117538,1.2746907139703354,9.679540499147203
normal-basic-clean-test fixed-enroll,USEF,908-31957-0004_4446-2275-0016,4446,9.573423656167904,-1.3647753577097697,10.938199013877673
normal-basic-clean-test fixed-enroll,USEF,4077-13754-0004_3575-170457-0025,4077,12.099564067162085,-3.8673299089963975,15.966893976158483
normal-basic-clean-test fixed-enroll,USEF,4077-13754-0004_3575-170457-0025,3575,16.239001597864767,4.035745281245175,12.203256316619592
normal-basic-clean-test fixed-enroll,USEF,4446-2273-0028_5142-33396-0025,4446,10.469934731755291,2.047417945292521,8.42251678646277
normal-basic-clean-test fixed-enroll,USEF,4446-2273-0028_5142-33396-0025,5142,6.875818455180429,-1.8325171433481848,8.708335598528613
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0004_3575-170457-0010,5683,15.885914175220307,3.429184781609403,12.456729393610903
normal-basic-clean-test fixed-enroll,USEF,5683-32879-0004_3575-170457-0010,3575,10.236569452837127,-3.3395721375477545,13.576141590384882
normal-basic-clean-test fixed-enroll,USEF,6829-68769-0053_908-157963-0005,6829,14.37402070403352,5.6543657355348875,8.71965496849863
