key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
4077-13754-0001_5142-33396-0065__T1__4077-4077-13754-0001__HSIMV3__8455-8455-210777-0049__SIRm3,4077,8455,6,0.0,0.0,0.0,0.0,0.0,23.412907482806023,10.82430136130751
4077-13754-0001_5142-33396-0065__T2__5142-5142-33396-0065__HSIMV3__4970-4970-29095-0002__SIRm3,5142,4970,9,0.0,0.0,0.0,0.0,0.0,35.8324770369125,12.722269527984505
6930-76324-0027_5683-32879-0011__T1__6930-6930-76324-0027__HSIMV3__260-260-123440-0010__SIRm3,6930,260,15,0.0,0.0,0.0,0.0,0.0,30.31954107283684,11.301754004059983
6930-76324-0027_5683-32879-0011__T2__5683-5683-32879-0011__HSIMV3__237-237-134500-0041__SIRm3,5683,237,16,0.0,0.0,0.0,0.0,0.0,39.006771011760364,12.281492002029152
1188-133604-0025_4992-23283-0016__T1__1188-1188-133604-0025__HSIMV3__2830-2830-3980-0050__SIRm3,1188,2830,13,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,5.2532109532174776,4.020242018016271
1188-133604-0025_4992-23283-0016__T2__4992-4992-23283-0016__HSIMV3__4446-4446-2275-0041__SIRm3,4992,4446,7,0.0,0.0,0.0,0.0,0.0,27.191447039532537,11.103753720301134
5683-32866-0012_121-121726-0001__T1__5683-5683-32866-0012__HSIMV3__237-237-134500-0037__SIRm3,5683,237,13,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.46153846153846156,0.3076923076923077,0.37933191784229714,2.931662785255661
5683-32866-0012_121-121726-0001__T2__121-121-121726-0001__HSIMV3__237-237-134500-0000__SIRm3,121,237,9,0.1111111111111111,1.0,0.1111111111111111,0.0,0.0,31.639472420835098,13.525641636243936
1995-1837-0025_5142-36377-0017__T1__1995-1995-1837-0025__HSIMV3__2094-2094-142345-0037__SIRm3,1995,2094,18,0.1111111111111111,0.0,0.0,0.0,0.0,30.999068934526754,12.465648336844197
1995-1837-0025_5142-36377-0017__T2__5142-5142-36377-0017__HSIMV3__4970-4970-29095-0035__SIRm3,5142,4970,8,0.0,0.0,0.0,0.0,0.0,28.237121604967953,11.62165287079619
2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__HSIMV3__1188-1188-133604-0040__SIRm3,2830,1188,5,0.6,0.4,0.4,0.8,0.4,-3.4804475054153095,1.5833389894288727
2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__HSIMV3__4970-4970-29095-0002__SIRm3,8555,4970,9,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,17.034011383763627,10.85971267633314
5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__HSIMV3__1089-1089-134686-0023__SIRm3,5639,1089,24,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.0,37.85999602418531,13.352198697325006
5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__HSIMV3__3729-3729-6852-0027__SIRm3,4507,3729,5,0.0,0.0,0.0,0.0,0.0,38.55114723044185,14.634808079374665
3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__HSIMV3__4507-4507-16021-0023__SIRm3,3729,4507,23,0.0,0.043478260869565216,0.0,0.0,0.0,37.44705298967179,15.224433797006943
3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__HSIMV3__260-260-123288-0022__SIRm3,672,260,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,10.269308881981075,5.258016463118036
2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__HSIMV3__1188-1188-133604-0025__SIRm3,2830,1188,13,0.0,0.0,0.0,0.0,0.0,33.74868317101744,13.66097806182023
2830-3980-0032_237-134500-0010__T2__237-237-134500-0010__HSIMV3__5683-5683-32866-0007__SIRm3,237,5683,6,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,13.988321215292027,8.414659293382968
2300-131720-0026_4446-2273-0008__T1__2300-2300-131720-0026__HSIMV3__61-61-70970-0004__SIRm3,2300,61,20,0.05,0.05,0.0,0.0,0.0,25.376498943145265,10.711651952374265
2300-131720-0026_4446-2273-0008__T2__4446-4446-2273-0008__HSIMV3__1284-1284-1181-0014__SIRm3,4446,1284,14,1.0,1.0,1.0,1.0,1.0,-35.277829070374835,-19.1409287899804
121-121726-0014_7021-79740-0000__T1__121-121-121726-0014__HSIMV3__237-237-134500-0027__SIRm3,121,237,5,0.4,0.8,0.4,0.0,0.0,23.859906483272777,10.402558818991912
121-121726-0014_7021-79740-0000__T2__7021-7021-79740-0000__HSIMV3__5105-5105-28233-0005__SIRm3,7021,5105,21,1.0,1.0,1.0,1.0,1.0,-34.5706639306383,-18.201154376461
1320-122617-0025_260-123440-0019__T1__1320-1320-122617-0025__HSIMV3__5105-5105-28240-0019__SIRm3,1320,5105,11,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0,0.0,31.073278959489485,11.699538701956168
1320-122617-0025_260-123440-0019__T2__260-260-123440-0019__HSIMV3__672-672-122797-0057__SIRm3,260,672,12,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,29.486368063784244,10.27547201725131
2961-961-0007_6930-76324-0016__T1__2961-2961-961-0007__HSIMV3__3570-3570-5694-0005__SIRm3,2961,3570,15,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,-38.37713879289701,-18.546335468968493
2961-961-0007_6930-76324-0016__T2__6930-6930-76324-0016__HSIMV3__260-260-123288-0011__SIRm3,6930,260,16,0.0,0.0,0.0,0.0,0.0,33.10523219859302,11.738357321591993
3729-6852-0038_8463-294828-0003__T1__3729-3729-6852-0038__HSIMV3__4507-4507-16021-0014__SIRm3,3729,4507,10,0.0,0.1,0.0,0.0,0.0,31.039800546075885,9.313270551476716
3729-6852-0038_8463-294828-0003__T2__8463-8463-294828-0003__HSIMV3__4992-4992-41806-0003__SIRm3,8463,4992,17,0.0,0.0,0.0,0.0,0.0,37.72045948291013,14.237544792162096
4992-41806-0016_8230-279154-0023__T1__4992-4992-41806-0016__HSIMV3__4446-4446-2271-0004__SIRm3,4992,4446,23,0.0,0.043478260869565216,0.0,0.0,0.0,32.60462083775986,14.550667622341471
4992-41806-0016_8230-279154-0023__T2__8230-8230-279154-0023__HSIMV3__61-61-70970-0000__SIRm3,8230,61,11,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.8181818181818182,-20.338567181223848,-7.847693544233503
8555-284447-0001_4077-13751-0003__T1__8555-8555-284447-0001__HSIMV3__4970-4970-29095-0038__SIRm3,8555,4970,16,0.0,0.0,0.0,0.0,0.0,39.33134940965978,15.601196068579124
8555-284447-0001_4077-13751-0003__T2__4077-4077-13751-0003__HSIMV3__8455-8455-210777-0022__SIRm3,4077,8455,31,0.0,0.16129032258064516,0.0,0.0,0.0,20.756453446581048,9.247568391164016
260-123286-0015_237-134493-0001__T1__260-260-123286-0015__HSIMV3__672-672-122797-0034__SIRm3,260,672,9,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.1111111111111111,10.128701229434032,5.906924247862318
260-123286-0015_237-134493-0001__T2__237-237-134493-0001__HSIMV3__5683-5683-32879-0018__SIRm3,237,5683,13,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.0,30.683155321100198,14.902778053596126
