key,target_spk,interferer_spk,num_chunks,ecapa_mismatch_rate,xvector_mismatch_rate,mv_speaker_mismatch_rate,waveform_interferer_rate,mv_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
4077-13754-0001_5142-33396-0065__T1__4077-4077-13754-0001__HSIMV3__8455-8455-210777-0049__SIRm5,4077,8455,6,0.0,0.0,0.0,0.0,0.0,23.022396837945482,11.263128754293646
4077-13754-0001_5142-33396-0065__T2__5142-5142-33396-0065__HSIMV3__4970-4970-29095-0002__SIRm5,5142,4970,9,0.0,0.0,0.0,0.0,0.0,37.61810566340832,15.943906320263489
6930-76324-0027_5683-32879-0011__T1__6930-6930-76324-0027__HSIMV3__260-260-123440-0010__SIRm5,6930,260,15,0.0,0.0,0.0,0.0,0.0,32.06862026279418,15.064489334091911
6930-76324-0027_5683-32879-0011__T2__5683-5683-32879-0011__HSIMV3__237-237-134500-0041__SIRm5,5683,237,16,0.0,0.0,0.0,0.0625,0.0,31.51309595152229,10.290946545767376
1188-133604-0025_4992-23283-0016__T1__1188-1188-133604-0025__HSIMV3__2830-2830-3980-0050__SIRm5,1188,2830,13,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,12.750398160974779,7.153362358451316
1188-133604-0025_4992-23283-0016__T2__4992-4992-23283-0016__HSIMV3__4446-4446-2275-0041__SIRm5,4992,4446,7,0.0,0.0,0.0,0.0,0.0,28.270257098002173,12.855089831954468
5683-32866-0012_121-121726-0001__T1__5683-5683-32866-0012__HSIMV3__237-237-134500-0037__SIRm5,5683,237,13,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,11.600938468692911,6.471652827172866
5683-32866-0012_121-121726-0001__T2__121-121-121726-0001__HSIMV3__237-237-134500-0000__SIRm5,121,237,9,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,21.248177772302416,11.490918531877018
1995-1837-0025_5142-36377-0017__T1__1995-1995-1837-0025__HSIMV3__2094-2094-142345-0037__SIRm5,1995,2094,18,0.0,0.0,0.0,0.0,0.0,38.28617869890733,13.868286008935677
1995-1837-0025_5142-36377-0017__T2__5142-5142-36377-0017__HSIMV3__4970-4970-29095-0035__SIRm5,5142,4970,8,0.0,0.0,0.0,0.0,0.0,27.10729491997351,12.692006834670412
2830-3980-0022_8555-292519-0010__T1__2830-2830-3980-0022__HSIMV3__1188-1188-133604-0040__SIRm5,2830,1188,5,0.0,0.0,0.0,0.0,0.0,20.7096040637597,11.184506947318688
2830-3980-0022_8555-292519-0010__T2__8555-8555-292519-0010__HSIMV3__4970-4970-29095-0002__SIRm5,8555,4970,9,0.1111111111111111,0.0,0.0,0.0,0.0,18.608672989906307,5.134318700471918
5639-40744-0034_4507-16021-0058__T1__5639-5639-40744-0034__HSIMV3__1089-1089-134686-0023__SIRm5,5639,1089,24,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,34.52433164376104,14.02168628718179
5639-40744-0034_4507-16021-0058__T2__4507-4507-16021-0058__HSIMV3__3729-3729-6852-0027__SIRm5,4507,3729,5,0.0,0.0,0.0,0.0,0.0,30.88227450589007,13.185502222454204
3729-6852-0046_672-122797-0044__T1__3729-3729-6852-0046__HSIMV3__4507-4507-16021-0023__SIRm5,3729,4507,23,0.0,0.08695652173913043,0.0,0.0,0.0,33.791151263757804,15.532865975238217
3729-6852-0046_672-122797-0044__T2__672-672-122797-0044__HSIMV3__260-260-123288-0022__SIRm5,672,260,6,0.0,0.0,0.0,0.0,0.0,22.188962600767137,11.97394878783576
2830-3980-0032_237-134500-0010__T1__2830-2830-3980-0032__HSIMV3__1188-1188-133604-0025__SIRm5,2830,1188,13,0.0,0.0,0.0,0.0,0.0,29.740270847621403,14.410713872380086
